Code	Presentation	Form	Dosage	Amount	Route 	Agent	Manufacturer	Country
6326	1Vial	Injectable lyophilised powder	100mg		Infusion 	New Europharm	Bioprofarma S.A.	Argentine
6327	50	Capsule	400mg	50	Oral	UPO S.A.L.	Pharmascience Inc	Canada
6335	4 Cartridges	Solution for injection	22mcg/0.5ml	6	SC	Food & Drug Corporation FDC	Merck Serono SpA	Italy
6336	30ml	Topical solution	10mg/ml		Topical	C. Catafago & Co	Medpharma Pharma and Chem Ind's LLC	United Arab Emirates
6337	10g	Cream	1%		Topical	Macromed S.A.R.L.	Wockhardt Ltd	India
6338	30	Tablet, film coated		30	Oral	Sadco	Berlin Chemie AG	Germany
6339	30	Tablet, film coated		30	Oral	Sadco	Berlin Chemie AG	Germany
6340	30	Capsule	2.5mg	30	Oral	Promopharm S.A.R.L.	Apotex Inc	Canada
6342	30	Tablet, film coated	10mg	30	Oral	Benta Trading Co s.a.l.	Benta SAL	Lebanon
6343	30	Tablet, film coated	20mg	30	Oral	Benta Trading Co s.a.l.	Benta SAL	Lebanon
6344	30	Capsule	4mg	30	Oral	Droguerie de l'Union	Algorithm S.A.L. under license from Recordati Ireland Ltd-Ireland and Kissei pharmaceutical Co Ltd, Japan	Lebanon
6345	30	Capsule	8mg	30	Oral	Droguerie de l'Union	Algorithm S.A.L. under license from Recordati Ireland Ltd-Ireland and Kissei pharmaceutical Co Ltd, Japan	Lebanon
6347	8	Tablet	1000mg	8	Oral	Mersaco	Sanofi Winthrop Industrie	France
6351	14	Tablet	1g	14	Oral	Droguerie de l'Union	Jazeera Pharmaceutical Industries	Saudi Arabia
6352	30 Sachet dose	Granules			Oral	Ibra Haddad et Fils	S.E.R.P	Monaco
6353	40	Tablet, coated	250mg	40	Oral	Ibra Haddad et Fils	S.E.R.P	Monaco
6354	30	Tablet, film coated	20mg	30	Oral	Mersaco	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia
6355	30	Tablet, film coated	10mg	30	Oral	Mersaco	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia
6356	30	Tablet, film coated	40mg	30	Oral	Mersaco	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia
6358	30	Caplet	20mg	30	Oral	The Lebanese Pharmacists SAL	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan
6359	60	Tablet, film coated	200mg	60	Oral	Benta Trading Co s.a.l.	Benta SAL	Lebanon
6360	5ml	Eye drops solution		5	Ophtalmic	BiofinPharma Middle East S.A.L.	S.I.F.I. SpA	Italy
6361	10 Vials	Sterile powder	500mg		Infusion 	Food & Drug Corporation FDC	Hospira Inc	USA
6362	10 Vials	Sterile powder	1g		Infusion 	Food & Drug Corporation FDC	Hospira Inc	USA
6364	100x5ml plastic ampoules	Sterilized distilled water		500	Water for injection, irrigation	Pharmamed	Pharmaceutical Solutions Industry Ltd	Saudi Arabia
6367	250g	Crème		250	Topical	Mersaco	Pierre Fabre Medicament Production	France
6368	6 Prefilled syringes	Injectable solution	10,000IU/ml	6	IV/SC	Khalil Fattal & Fils S.A.L.	IDT Biologika GmbH	Germany
6370	6 Prefilled syringes	Injectable solution	4,000IU/0.4ml	6	IV/SC	Khalil Fattal & Fils S.A.L.	IDT Biologika GmbH	Germany
6372	6 Prefilled syringes	Injectable solution	2,000IU/ml	6	IV/SC	Khalil Fattal & Fils S.A.L.	IDT Biologika GmbH	Germany
6374	20	Tablet		20	Oral	Codipha	Pharmadex licensed by Orbucell pharma  Canada	Lebanon
6375	30	Capsule	60mg	30	Oral	Benta Trading Co s.a.l.	Benta SAL	Lebanon
6380	25 Ampoules x4ml	Injection	8mg/4ml	100	IV	Macromed S.A.R.L.	Baxter Pharmaceuticals India Private Limited	India
6383	1vial	powder for solution for IV infusion 	100mg		Infusion	Benta Trading Co s.a.l.	Benta SAL under license from Mylan S.A.S. France	Lebanon
6384	1vial	powder for solution for IV infusion 	50mg		Infusion	Benta Trading Co s.a.l.	Benta SAL under license from Mylan S.A.S. France	Lebanon
6385	15ml	Spray	1%	15	Topical	Medapharm Healthcare SAL	Mediphar Laboratories	Lebanon
6387	20	Tablet	16mg	20	Oral	Pharmamedic S.A.R.L.	Mediphar Laboratories	Lebanon
6388	10	Tablet	5mg	10	Oral	Pharmapro	Mediphar Laboratories	Lebanon
6389	30	Caplet	20mg	30	Oral	The Lebanese Pharmacists SAL	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan
6390	30g	Topical gel	1%		Topical	C. Catafago & Co	Medpharma Pharma and Chem Ind's LLC	United Arab Emirates
6393	120	Tablet, film coated	500mg	120	Oral	Omnipharma	Excella GmbH & Co KG	Germany
6394	10	Suppository	100mg	10	Rectal	Droguerie Columbus	Lusomedicamenta Sociedade Tecnica Farmaceutica SA	Portugal
6395	10	Suppository	200mg	10	Rectal	Droguerie Columbus	Lusomedicamenta Sociedade Tecnica Farmaceutica SA	Portugal
6396	10	Suppository	350mg	10	Rectal	Droguerie Columbus	Lusomedicamenta Sociedade Tecnica Farmaceutica SA	Portugal
6398	15	Tablet, enteric coated	20mg	15	Oral	Droguerie de l'Union	Cipla Ltd	India
6400	25g	Cream	1%		Topical	Spephal S.A.L.	Ferrer Internacional SA	Spain
6401	50	Tablet, film coated	30mg	50	Oral	Sadco	Dr. R. Pfleger Chemische Fabrik GmbH	Germany
6402	3Flacons x 60ml	Solution pour application cutanée	2%		Topical, Scalp	Pharmamedic S.A.R.L.	Delpharm Huningue SAS 	France
6404	1 Ampoule	Solution for injection or infusion	600mg/4ml		Infusion/IV/IM	Droguerie Solupharm SAL	Vianex SA- Plant A	Greece
6405	1 vial	Injectable solution for infusion	150mg/15ml	15	Infusion	Droguerie Solupharm SAL	Vianex SA- Plant C	Greece
6406	1 vial	Powder for solution for infusion	500mg		Infusion	Droguerie Solupharm SAL	Vianex SA- Plant C	Greece
6407	30	Tablet	10mg	30	Oral	Droguerie Columbus	Remedica Ltd 	Cyprus
6408	14	Capsule	20mg	14	Oral	Mazen Pharm Pharmaceutical Company SARL	Remedica Ltd 	Cyprus
6409	30	Tablet, film coated	600mg	30	Oral	Droguerie Columbus	Remedica Ltd 	Cyprus
6410	14	Tablet, film coated	500mg	14	Oral	Droguerie Columbus	Remedica Ltd 	Cyprus
6411	1Vial	Injectable concentrated solutionion for infusion	80mg/8ml	8	Infusion	Food & Drug Corporation FDC	Hospira UK	UK
6412	1Vial	Injectable concentrated solutionion for infusion	160mg/16ml	16	Infusion	Food & Drug Corporation FDC	Hospira UK	UK
6413	1Vial	Injectable concentrated solutionion for infusion	20mg/2ml	2	Infusion	Food & Drug Corporation FDC	Hospira UK	UK
6420	10Flacons x 5ml	Oral suspension			Oral	Mersaco	Sanofi SpA	Italy
6421	12	Capsule			Oral	Mersaco	Sanofi SpA	Italy
6422	50ml	Powder for Oral Suspension	250mg/5ml	50	Oral	C. Catafago & Co	Medpharma Pharma and Chem Ind's LLC	United Arab Emirates
6425	25amp x 4ml		0.5%	100	Injectable route (except IV route)	Macromed S.A.R.L.	Baxter Pharmaceuticals India Private Limited	India
6426	1 vial		50mg/25ml	25	Infusion/IV/intravesical	Abela Frères S.A.L.	Thymoorgan Pharmazie GmbH	Germany
6434	1	Tablet	400mg	1	Oral	Abela Frères S.A.L.	GlaxoSmithKline Consumer Healthcare SA (PTY) Ltd	South Africa
6437	30	Caplet	6mg	30	Oral	The Lebanese Pharmacists SAL	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan
6438	15	Tablet, enteric coated	10mg	15	Oral	Benta Trading Co s.a.l.	Benta SAL	Lebanon
6439	10	Tablet, enteric coated	20mg	10	Oral	Benta Trading Co s.a.l.	Benta SAL	Lebanon
6441	20	Gélules	200mg	20	Oral	Codipha	Millmount Healthcare Limited	Ireland
6442		Injectable	4,000IU		IV/SC	Benta Trading Co s.a.l.	Benta SAL	Lebanon
6443	5 rotadisks of 4 blisters + 1 diskhaler device	Powder for inhalation	5mg		Respiratory	Abela Frères S.A.L.	GlaxoSmithKline Australia Pty Ltd	Australia
6445	30	Tablet		30	Oral	Droguerie de l'Union	Cipla Ltd	India
6446	30	Tablet		30	Oral	Droguerie de l'Union	Cipla Ltd	India
6451	1 Prefilled syringe 0.5ml + 2 needles	Injectable suspension		0.5	IM	Abela Frères S.A.L.	GlaxoSmithKline Biologicals SA	Belgium
6453	15g	Crème	1%	15	Topical	Pharmamedic S.A.R.L.	Laboratoires Chemineau	France
6455	1vialx 20ml	concentrate for solution for infusion	100mg/20ml	20	Infusion	Khalil Fattal & Fils S.A.L.	Ebewe Pharma GesmbH.NFG.KG	Austria
6456	1 vialx 10ml	concentrate for solution for infusion	50mg/10ml	10	Infusion	Khalil Fattal & Fils S.A.L.	Ebewe Pharma GesmbH.NFG.KG	Austria
6457	20	Tablet	625mg	20	Oral	Droguerie de l'Union	Jazeera Pharmaceutical Industries	Saudi Arabia
6459	2 Sachets	Powder for oral solution			Oral	Sadco	Ferring Pharmaceutical China Co Ltd	China
6460		Solution	600mg/300ml	300	Infusion	Food & Drug Corporation FDC	Fresenius Kabi Norg AS	Norway
6461	28	Tablet		28	Oral	Mersaco	Boehringer Ingelheim Pharma GmbH & Co KG	Germany
6462	28	Tablet		28	Oral	Mersaco	Boehringer Ingelheim Pharma GmbH & Co KG	Germany
6463	1 Vial	Injectable concentrated  solution for infusion	40mg/2ml	2	Infusion	Abela Frères S.A.L.	Thymoorgan Pharmazie GmbH	Germany
6464	1 Vial	Injectable concentrated  solution for infusion	100mg/5ml	5	Infusion	Abela Frères S.A.L.	Thymoorgan Pharmazie GmbH	Germany
6465	10 Vials	Injectable powder for solution	500mg		IV/IM	Pharmacie Minapharm Halabi	Panpharma	France
6466	30	Capsule		30	Oral	UPO S.A.L.	OM Pharma SA	Switzerland
6467	30	Capsule		30	Oral	UPO S.A.L.	OM Pharma SA	Switzerland
6468	4 Cartridges	Solution for injection	12MIU	2	SC	Food & Drug Corporation FDC	Merck Serono SpA	Italy
6469	1 Vial x 15ml	Injectable solution for IV infusion	150mg/15ml	15	Infusion	Benta Trading Co s.a.l.	Benta SAL under license from Mylan S.A.S. France	Lebanon
6470	1vial+ solvent	Powder and Solvent for injection			SC	Food & Drug Corporation FDC	Merck Serono SA	Switzerland
6471	30	Tablet	5mg	30	Oral	Droguerie Columbus	Remedica Ltd 	Cyprus
6473	5	Tablet, film coated	600mg	5	Oral	Droguerie de l'Union	Algorithm S.A.L. under licence from Nippon Shinyaku Co Ltd Japan	Lebanon
6474	10ml	Aerosol		200	Respiratory	Mediterranean Pharmaceutical Company	Laboratorio Aldo-Union SL	Spain
6475	10 Vial	Injectable powder for solution for perfusion			Infusion	Pharmacie Minapharm Halabi	Panpharma	France
6477	30	Tablet	80mg	30	Oral	Eva Pharm Plus	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan
6478	30	Tablet		30	Oral	Eva Pharm Plus	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan
6480	28	Tablet	5mg	28	Oral	Qualipharm	Bluepharma Industria Farmaceutica SA	Portugal
6481	28	Tablet	2.5mg	28	Oral	Qualipharm	Bluepharma Industria Farmaceutica SA	Portugal
6483	50g	Gel	5g/100g	50	Topical	C. Catafago & Co	The Jordanian Pharmaceutical Manufacturing Co. (JPM)	Jordan
6484	32 (16x2)	Tablet, effervescent		32	Oral	Pharmamedic S.A.R.L.	SMB Technology SA	Belgium
6486	30	Tablet, extended release	27mg	30	Oral	Mersaco	Janssen Cilag Manufacturing LLC	USA
6487	30	Tablet, extended release	36mg	30	Oral	Mersaco	Janssen Cilag Manufacturing LLC	USA
6488	30	Tablet, extended release	54mg	30	Oral	Mersaco	Janssen Cilag Manufacturing LLC	USA
6489	30	Tablet, extended release	18mg	30	Oral	Mersaco	Janssen Cilag Manufacturing LLC	USA
6494	20	Capsule	250mg	20	Oral	Macromed S.A.R.L.	Ardeypharm GmbH	Germany
6497	1 vial		50mg		Infusion	Mersaco	BSP Pharmaceuticals SpA	Italy
6505	10 vials	Injectable powder for solution	1g		IV/IM	Pharmacie Minapharm Halabi	Panpharma	France
6512	120ml	Oral suspension	100mg/5ml	120	Oral	Pharmamedic S.A.R.L.	Laboratorios Atral SA	Portugal
6513	1vial	Injectable	1g		Infusion/IV	Benta Trading Co s.a.l.	Benta SAL	Lebanon
6516	30	Tablet, controlled release	50mg	30	Oral	Omnipharma	AstraZeneca AB	Sweden
6517	56	Tablet, film coated	90mg	56	Oral	Omnipharma	AstraZeneca AB	Sweden
6523	60	Capsule, hard	150mg	60	Oral	Mersaco	Boehringer Ingelheim Pharma GmbH & Co KG	Germany
6526	30	Tablet	5mg	30	Oral	Abela Frères S.A.L.	Pharmaline Licensed by Glaxo SmithKline Export Ltd , UK	Lebanon
6527	30	Tablet	25mg	30	Oral	Abela Frères S.A.L.	Pharmaline Licensed by Glaxo SmithKline Export Ltd , UK	Lebanon
6528	30	Tablet	50mg	30	Oral	Abela Frères S.A.L.	Pharmaline Licensed by Glaxo SmithKline Export Ltd , UK	Lebanon
6529	60ml	Powder for suspension	250mg/5ml	60	Oral	Pharmaline S.A.L.	Pharmaline Licensed by Phadisco Ltd, Cyprus	Lebanon
6530	60ml	Powder for suspension	125mg/5ml	60	Oral	Pharmaline S.A.L.	Pharmaline Licensed by Phadisco Ltd, Cyprus	Lebanon
6531	1Vial x 45ml	Injectable solution for IV infusion	450mg/45ml	45	Infusion	Benta Trading Co s.a.l.	Benta SAL under license from Mylan S.A.S. France	Lebanon
6532	2500ml			2500	Infusion into peripheral veins	Droguerie de l'Union	B. Braun Melsungen AG	Germany
6533	1875ml			1875	Infusion into peripheral veins	Droguerie de l'Union	B. Braun Melsungen AG	Germany
6534	1250ml			1250	Infusion into peripheral veins	Droguerie de l'Union	B. Braun Melsungen AG	Germany
6535	50ml	Injectable emulsion for infusion	1%	50	Infusion	Droguerie de l'Union	B. Braun Melsungen AG	Germany
6536	5 ampoules x20ml	Injectable emulsion for infusion	1%	100	Infusion	Droguerie de l'Union	B. Braun Melsungen AG	Germany
6538	30	Tablet	20mg	30	Oral	Elite Pharma SARL	Bluepharma Industria Farmaceutica SA	Portugal
6539	1vial+ 1 ampoule of 5ml water for injection	Injectable freeze dried powder + diluent	500IU	5	Infusion 	Mediterranean Pharmaceutical Company	Octapharma Pharmazeutika  Produktions GesmbH	Austria
6542	10 Vials	Injectable powder for Infusion/IV	1g		Infusion/IV	PharmaLab SARL	ACS Dobfar S.P.A.	Italy
6544	28	Tablet, film coated	75mg	28	Oral	Pharmamedic S.A.R.L.	Kr Ka, d.d, Novo Mesto	Slovenia
6546	30	Tablet, film coated	2.5mg	30	Oral	Droguerie de l'Union	Algorithm S.A.L. (Packager) under license from Intas Pharmaceuticals Limited India	Lebanon
6549	1	Tablet, coated	150mg	1	Oral	Droguerie Phenicia	Gador SA	Argentine
6553	30	Tablet, film coated		30	Oral	Khalil Fattal & Fils S.A.L.	Salutas Pharma GmbH	Germany
6557	30	Tablet	5mg	30	Oral	Pharmapro	Mediphar Laboratories	Lebanon
6561	1	Tablet	30mg	1	Oral	UPO S.A.L.	Cenexi 	France
6562	5 Vials	Solution for SC or IV injection/infusion	2mg/ml		Infusion/SC	Mediterranean Pharmaceutical Company	Haupt Pharma Wolfratshausen GmbH	Germany
6568	1Vial x 10ml	concentrate for infusion	20mg/10ml	10	Infusion 	Abela Frères S.A.L.	Janssen Pharmaceutica NV	Belgium
6569	50	Capsule	400mg	50	Oral	Mersaco	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia
6570	50	Capsule	300mg	50	Oral	Mersaco	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia
6571	14	Tablet, gastroresistant	20mg	14	Oral	Pharmamedic S.A.R.L.	Kr Ka, d.d, Novo Mesto	Slovenia
6572	30	Tablet, film coated		30	Oral	Premium Serve Drugstore Co. P.S.D. SAL	The United Pharmaceutical Manufacturing Co Ltd	Jordan
6573	30	Tablet, film coated		30	Oral	Premium Serve Drugstore Co. P.S.D. SAL	The United Pharmaceutical Manufacturing Co Ltd	Jordan
6574	30	Tablet, film coated		30	Oral	Premium Serve Drugstore Co. P.S.D. SAL	The United Pharmaceutical Manufacturing Co Ltd	Jordan
6575	30	Capsule	120mg	30	Oral	Premium Serve Drugstore Co. P.S.D. SAL	The United Pharmaceutical Manufacturing Co Ltd	Jordan
6576	28	Tablet, film coated	10mg	28	Oral	Sadco	Daiichi Sankyo Europe GmbH	Germany
6577	28	Tablet, film coated	20mg	28	Oral	Sadco	Daiichi Sankyo Europe GmbH	Germany
6578	28	Tablet, film coated	40mg	28	Oral	Sadco	Daiichi Sankyo Europe GmbH	Germany
6581	60	Tablet, chewable		60	Oral	Century Pharma SAL	Takeda AS	Norway
6583	5vials x1ml	Injectable solution	100mcg/ml	5	IV	Sadco	Ferring GmbH	Germany
6584	1Vial			0.5	IM	Mersaco	Sanofi Pasteur Inc	USA
6586	10	Suppository	12.5mg	10	Rectal	Khalil Fattal & Fils S.A.L.	Pharmaline Licensed by Novartis Pharma AG, Switzerland	Lebanon
6587	5 x 3ml	Injectable solution	75mg/3ml	15	IM	Khalil Fattal & Fils S.A.L.	Pharmaline Licensed by Novartis Pharma AG, Switzerland	Lebanon
6588	20	Tablet, dispersible	50mg	20	Oral	Khalil Fattal & Fils S.A.L.	Pharmaline Licensed by Novartis Pharma AG, Switzerland	Lebanon
6589	20	Tablet, film-scored, sustained release	75mg	20	Oral	Khalil Fattal & Fils S.A.L.	Pharmaline Licensed by Novartis Pharma AG, Switzerland	Lebanon
6590	30	Tablet, sugar coated	25mg	30	Oral	Khalil Fattal & Fils S.A.L.	Pharmaline Licensed by Novartis Pharma AG, Switzerland	Lebanon
6591	30	Tablet, enteric coated	25mg	30	Oral	Khalil Fattal & Fils S.A.L.	Pharmaline Licensed by Novartis Pharma AG, Switzerland	Lebanon
6592	5	Suppository	100mg	5	Rectal	Khalil Fattal & Fils S.A.L.	Pharmaline Licensed by Novartis Pharma AG, Switzerland	Lebanon
6593	20	Tablet, enteric coated	50mg	20	Oral	Khalil Fattal & Fils S.A.L.	Pharmaline Licensed by Novartis Pharma AG, Switzerland	Lebanon
6594	20	Tablet, sustained release	75mg	20	Oral	Khalil Fattal & Fils S.A.L.	Pharmaline Licensed by Novartis Pharma AG, Switzerland	Lebanon
6595	50	Tablet	25mg	50	Oral	Khalil Fattal & Fils S.A.L.	Pharmaline Licensed by Novartis Pharma AG, Switzerland	Lebanon
6596	50	Tablet	10mg	50	Oral	Khalil Fattal & Fils S.A.L.	Pharmaline Licensed by Novartis Pharma AG, Switzerland	Lebanon
6597	30	Tablet, prolonged release	400mg	30	Oral	Khalil Fattal & Fils S.A.L.	Pharmaline Licensed by Novartis Pharma AG, Switzerland	Lebanon
6598	50	Tablet, prolonged release	200mg	50	Oral	Khalil Fattal & Fils S.A.L.	Pharmaline Licensed by Novartis Pharma AG, Switzerland	Lebanon
6599	10	Patch	5mg/24h		Transdermal	Khalil Fattal & Fils S.A.L.	Pharmaline Licensed by Novartis Pharma AG, Switzerland	Lebanon
6600	20	Tablet, sugar coated	50mg	20	Oral	Khalil Fattal & Fils S.A.L.	Pharmaline Licensed by Novartis Pharma AG, Switzerland	Lebanon
6602	60ml	Granules for suspension	250mg/5ml	60	Oral	Droguerie de l'Union	Pharmaline Licensed by Phadisco Ltd, Cyprus	Lebanon
6603	12	Capsule	500mg 	12	Oral	Droguerie de l'Union	Pharmaline Licensed by Phadisco Ltd, Cyprus	Lebanon
6604	10	Tablet, film coated, modified release	750mg 	10	Oral	Droguerie de l'Union	Pharmaline Licensed by Phadisco Ltd, Cyprus	Lebanon
6605	10	Tablet, film coated, modified release	500mg	10	Oral	Droguerie de l'Union	Pharmaline Licensed by Phadisco Ltd, Cyprus	Lebanon
6606	30	Tablet, film coated	20mg	30	Oral	Abela Frères S.A.L.	Pharmaline Licensed by Glaxo SmithKline Export Ltd , UK	Lebanon
6607	30 	Tablet, controlled release	12.5mg	30	Oral	Abela Frères S.A.L.	Pharmaline Licensed by Glaxo SmithKline Export Ltd , UK	Lebanon
6608	30 	Tablet, controlled release	25mg	30	Oral	Abela Frères S.A.L.	Pharmaline Licensed by Glaxo SmithKline Export Ltd , UK	Lebanon
6615	50	Tablet	200mg	50	Oral	Khalil Fattal & Fils S.A.L.	Pharmaline Licensed by Novartis Pharma AG, Switzerland	Lebanon
6616	30	Tablet, sugar coated	10mg	30	Oral	Khalil Fattal & Fils S.A.L.	Pharmaline Licensed by Novartis Pharma AG, Switzerland	Lebanon
6618	1 Vial		10mg/5ml	5	Infusion/IV/intravesical	Abela Frères S.A.L.	Thymoorgan Pharmazie GmbH	Germany
6620	20	Capsule	100mg	20	Oral	Abela Frères S.A.L.	Hikma Pharmaceuticals	Jordan
6621	50	Capsule	400mg	50	Oral	Abela Frères S.A.L.	Hikma Pharmaceuticals	Jordan
6622	50	Capsule	300mg	50	Oral	Abela Frères S.A.L.	Hikma Pharmaceuticals	Jordan
6623	30	Capsule		30	Oral	Droguerie de l'Union	Jazeera Pharmaceutical Industries	Saudi Arabia
6624	2x0.2ml Prefilled syringe	SC	2,500IU	0.4	SC	Abela Frères S.A.L.	Rovi Contract Manufacturing S.L.	Spain
6625	2x0.2ml Prefilled syringe	SC	3,500IU	0.4	SC	Abela Frères S.A.L.	Rovi Contract Manufacturing S.L.	Spain
6626	2x0.4ml Prefilled syringe	SC	10,000IU	0.8	SC	Abela Frères S.A.L.	Rovi Contract Manufacturing S.L.	Spain
6631	1 Vial x 50ml	Injectable solution for infusion	5g/50ml	50	Infusion	Abela Frères S.A.L.	Baxalta Belgium Manufacturing SA	Belgium
6632	1 Vial x 100ml	Injectable solution for infusion	10g/100ml	100	Infusion	Abela Frères S.A.L.	Baxalta Belgium Manufacturing SA	Belgium
6634	1 dose (1.5ml)	Oral suspension in 1 oral applicator 		1.5	Oral	Abela Frères S.A.L.	GlaxoSmithKline Biologicals SA	Belgium
6635	100	Capsule	300mg	100	Oral	Promopharm S.A.R.L.	Apotex Inc	Canada
6636	10 poches de 100ml	Injectable solution for perfusion	10mg/ml	1000	Infusion	Pharmacie Minapharm Halabi	Panpharma	France
6637	10 poches de 100ml	Injectable solution for perfusion	10mg/ml	1000	Infusion	Pharmacie Minapharm Halabi	ACS Dobfar Info SA	Switzerland
6638	9 Sachets	Powder for solution	50mg		Oral	Khalil Fattal & Fils S.A.L.	Pharmaline Licensed by Novartis Pharma AG, Switzerland	Lebanon
6645	1 Vial	Injectable lyophilised powder	100units		IM/SC	Medica Pharmaceuticals SAL	Benta SAL under license from Medy-Tox Inc, Korea	Lebanon
6649	56	Tablet, film coated	75mg	56	Oral	Mersaco	Benta SAL under license from SanofiClir SNC France	Lebanon
6650	1Vial x 5ml	Concentrate for solution for IV infusion	30mg/5ml	5	Infusion	Benta Trading Co s.a.l.	Benta SAL under license from Mylan S.A.S. France	Lebanon
6651	1Vial x 16.7ml	Concentrate for solution for IV infusion	100mg/16.7ml	16.7	Infusion	Benta Trading Co s.a.l.	Benta SAL under license from Mylan S.A.S. France	Lebanon
6652	1Vial x 50ml	Concentrate for solution for IV infusion	300mg/50ml	50	Infusion	Benta Trading Co s.a.l.	Benta SAL under license from Mylan S.A.S. France	Lebanon
6653	1Vial x 5ml	Solution	10mg/5ml	5	Infusion/IV	Benta Trading Co s.a.l.	Benta SAL under license from Mylan S.A.S. France	Lebanon
6654	1Vial x 25ml	Solution	50mg/25ml	25	Infusion/IV	Benta Trading Co s.a.l.	Benta SAL under license from Mylan S.A.S. France	Lebanon
6655	1Vial x 10ml	Injectable concentrated solution for intravenous infusion	10mg/10ml	10	Infusion	Benta Trading Co s.a.l.	Benta SAL under license from Mylan S.A.S. France	Lebanon
6656	1Vial x 50ml	Injectable concentrated solution for intravenous infusion	50mg/50ml	50	Infusion	Benta Trading Co s.a.l.	Benta SAL under license from Mylan S.A.S. France	Lebanon
6657	60	Tablet, film coated		60	Oral	Levant Alie Houses S.A.L.	Laboratorios Bial- Portela & Ca SA	Portugal
6658	60	Tablet	5mg	60	Oral	Levant Alie Houses S.A.L.	Laboratorios Bial- Portela & Ca SA	Portugal
6661	1Vial x 10ml		9mg/ml	10	Infusion	Medi drug International SAL (MDI)	Omega Laboratories Ltd	Canada
6663	20	Tablet, film coated	500mg	20	Oral	C. Catafago & Co	Neopharma	United Arab Emirates
6664	28	Tablet	2mg	28	Oral	Droguerie R. Pharaon & Fils S.A.L.	Bayer Weimar GmbH & Co KG	Germany
6668	15	Capsule	30mg	15	Oral	The Lebanese Pharmacists SAL	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan
6669	15	Capsule	15mg	15	Oral	The Lebanese Pharmacists SAL	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan
6674	20 unidose  of 0.5ml	eye drops solution	250mcg/ml	10	Ophtalmic	Pharmamedic S.A.R.L.	Pharma Stulln GmbH	Germany
