Code	UnitQuantity1	UnityType1	UnitQuantity2	UnityType2	PackageQuantity1	PackageType1	PackageQuantity2	PackageType2	PackageQuantity3	PackageType3	Description
6782					1	vial					1 Vial
6784	10	ml			1	Opat kit					Opat kit:1 Vial of sterile powder + 1 ampoule of 10ml solvent WFI + 1 syringe + 2 needles+ swab+ banadage
6785	3.5	ml			1	Opat kit					Opat kit:1 Vial of sterile powder + 1 ampoule of 3.5ml solvent lidocaine + 1 syringe + 2 needles+ swab+ bandage
6786					1	Opat kit					Opat kit:1 Vial of sterile powder + 1 ampoule of 2ml solvent lidocaine + 1 syringe + 2 needles+ swab+ bandage
6787					1	Opat kit					Opat kit:1 Vial of sterile powder + 1 ampoule of 5ml solvent WFI + 1 syringe + 2 needles+ swab+ bandage
6791	1	ml			1	Pre-filled syringe					1 prefilled syringe of 1 ml each
6797					1 	Pre-filled syringe					1 prefilled syringe with 2 needles
6798					1 	Pre-filled syringe					1 prefilled syringe with 2 needles
6799					1 	Pre-filled syringe					1 prefilled syringe with 2 needles
6800					1 	Pre-filled syringe					1 prefilled syringe with 2 needles
6805	28	Pill									28 Pills
6806	28	Pill									28 Pills
6812	100	ml			5	vial					5 vials of 20 ml each
6814	30	Pill									30 Pills
6817	30	Pill									30 Pills
6818	30	Pill									30 Pills
6822	30	Pill									30 Pills
6823	30	Pill									30 Pills
6824	8	ml			8	Ampule					8 ampules of 1 ml each
6825	120	dose			1	Bottle					1 Bottle of 120 dose
6830	250	ml									250 ml
6831	100	ml			1	Non stated					1 Non stated of 100 ml
6832	100	ml			10	Ampule					10 Ampules of 10 ml each
6833	500	ml									500 ml 
6834	120	dose									120 doses
6835	100	ml									100 ml 
6836	30	Pill									30 Pills
6837	30	Pill									30 Pills
6838	30	Pill									30 Pills
6839	30	Pill									30 Pills
6840	30	Pill									30 Pills
6841	14	Pill									14 Pills
6844	20	Pill									20 Pills
6845	28	Pill									28 Pills
6846	28	Pill									28 Pills
6847	30	Pill									30 Pills
6848	28	Pill									28 Pills
6849	30	Pill									30 Pills
6850	50	ml			10	non stated					10 non stated of 5 ml each
6853	5	Pill									5 Pills
6854	30	Pill									30 Pills
6855	30	Pill									30 Pills
6858	60	Pill									60 Pills
6860	0.4	ml			2	Pre-filled syringe					2 Prefilled syringes of 0.2 ml each
6861					2	Pre-filled syringe					2 Pre-Filled Syringes
6862					1	vial					1 Vial
6863					2	Pre-filled syringe					2 Prefilled syringes with 2 safety needles
6865	2	ml			1	Ampule					1 Ampule of 2 ml
6867	100	ml									100 ml
6868	20	g									20 g
6869	30	ml									30 ml
6872	30	g									30 g
6879	30	Pill									30 Pills
6880	14	Pill									14 Pills
6881	30	Pill									30 Pills
6883	40	Pill									40 Pills
6884	30	Pill									30 Pills
6885	30	Pill									30 Pills
6886	20	Pill									20 Pills
6887	120	ml									120 ml
6890	60	Pill									60 Pills
6891					10	vial					10 Vials
6892					10	vial					10 Vials
6893					1	vial					1 vial
6894					1	vial					1 vial
6895	30	Pill									30 Pills
6903	15	ml			1	vial					1 Vial of 15 ml 
6904					1	vial					1 vial
6905		g			15						15 g
6906	5	ml			1	vial					1 Vial of 5 ml
6907	2	ml			1	vial					1 Vial of 2 ml
6909	100	ml									100 ml
6912					50	vial					50 Vials
6914	30	Pill									30 Pills
6915	30	Pill									30 Pills
6917	5	Pill									5 Pills
6918	30	Pill									30 Pills
6919	100	Pill									100 Pills
6922	15	Pill									15 Pills
6924	30	Pill									30 Pills
6925	30	Pill									30 Pills
6926	14	Pill									14 Pills
6927	15	Pill									15 Pills
6930	30	Pill									30 Pills
6934	14	Pill									14 Pills
6935	14	Pill									14 Pills
6938	28	Pill									28 Pills
6939					10	vial					10 Vials
6940	28	Pill									28 Pills
6941	28	Pill									28 Pills
6942	28	Pill									28 Pills
6943					12	Packet / Sachet					12 Packet / Sachets
6946	15	ml									15 ml 
6947	6	Pill									6 Pills
6951	56	Pill									56 Pills
6953	250	ml									250 ml 
6955	28	Pill									28 Pills
6958					1	vial	1	vial			1 vial with a vial of water
6962	25	Pill									25 Pills
6963	7	Pill									7 Pills
6965					1	vial					1 Vial
6966					1	vial					1 Vial
6968	6.6	ml									6.6 ml 
6969	10	Pill									10 Pills
6970	5	ml			1	vial					1 Vial of 5 ml
6971					1	vial					1 Vial
6975	70	dose									70 metered doses
6976	10	Pill									10 Pills
6977	10	Pill									10 Pills
6978	7.5	g									7.5 g
6979		g			20						20 g
6980					1	vial					1 Vial
6982	5	ml			1	vial					1 Vial of 5 ml
6983	50	ml			1	vial					1 Vial of 50 ml
6984	25	ml			1	vial					1 Vial of 25 ml
6985	5	ml			1	vial					1 Vial of 5 ml
6986	125	ml									125 ml 
6988	70	ml									70 ml
6991	30	Pill									30 Pills
6992	30	Pill									30 Pills
6993					1	non stated					1 Non Stated
6995	10	ml			10	ampule					10 ampules of 1 ml each
6997					10	Bottle					10 Bottles
6999	100	ml									100 ml 
7000	100	ml			5	vial					5 vials of 20 ml each
7001	30	Pill									30 Pills
7003	42	Pill									42 Pills
7004	20	Pill									20 Pills
7010	60	Pill									60 Pills
7011	60	Pill									60 Pills
7012	30	Pill									30 Pills
7014	30	Pill									30 Pills
7015	30	Pill									30 Pills
7017	30	Pill									30 Pills
7018	30	Pill									30 Pills
7020					1	vial					1 Vial
7021					1	vial					1 Vial
7023	25	ml			5	Ampule					5 Ampules of 5 ml each
7025	100	ml									100 ml
7026	170	ml			100	Cartridge					100 cartridges of 1.7 ml each
7027	28	Pill									28 Pills
7028	28	Pill									28 Pills
7029	28	Pill									28 Pills
7032	7.5	ml			5	Cartridge					5 cartridges of 1.5 ml each
7035	20	Pill									20 Pills
7036	20	Pill									20 Pills
7037	30	Pill									30 Pills
7038	30	Pill									30 Pills
7041	120	ml									120 ml 
7042	30	Pill									30 Pills
7043	30	Pill									30 Pills
7044	30	Pill									30 Pills
7045	30	Pill									30 Pills
7046	30	Pill									30 Pills
7047	30	Pill									30 Pills
7048	30	Pill									30 Pills
7049	20	Pill									20 Pills
7050					1	vial					1 Vial
7051					1	vial					1 Vial
7052					1	vial					1 Vial
7053					1	vial					1 Vial
7054	50	ml			1	vial					1 Vial of 50 ml
7057	5	g									5 g
7058	60	Pill									60 Pills
7059	60	Pill									60 Pills
7060	60	Pill									60 Pills
7061	60	Pill									60 Pills
7063	30	Pill									30 Pills
7064	30	Pill									30 Pills
7065	30	Pill									30 Pills
7068					1	vial					1 Vial
7069	20	ml			10	ampule					10 ampules of 2 ml each
7073	400	ml			1	vial					1 vial of 400 ml
7074	200	ml									200 ml 
7075	100	ml									100 ml
7076	50	ml									50 ml 
7077	3	ml			3	vial					3 vials of 1 ml each
7078	56	Pill			4	Bottle					4 bottles of 14 pills each
7082	28	Pill									28 Pills
7087	30	Pill									30 Pills
7088	30	Pill									30 Pills
7091	10	Pill									10 Pills
7092					10	Packet / Sachet					10 Packets / Sachets
7093					10	Packet / Sachet					10 Packets / Sachets
7094		ml			30						30 ml 
7095	15	g									15 g
7097	8	ml			1	vial	1	vial			1 vial and 1 vial of 8 ml
7098	2	ml			1	vial	1	vial			1 vial and 1 vial of 2 ml
7099	12	ml			1	vial	1	vial			1 vial and 1 vial of 12 ml
7101	50	ml			5	ampule					5 ampules of 10 ml each
7115	30	Pill									30 Pills
7116	30	Pill									30 Pills
7117	100	Pill									100 Pills
7118	100	Pill									100 Pills
7119	100	Pill									100 Pills
7120	10	Pill									10 Pills
7121	30	Pill									30 Pills
7122	5,000	ml									5,000 ml
7123	100	ml			1	vial					1 vial of 100 ml
7125	2000	ml									in 3 compartments (400 ml + 800 ml + 800 ml)
7126	1000	ml									in 3 compartments (200 ml + 400 ml + 400 ml)
7127	1000	ml									in 3 compartments (200 ml + 400 ml + 400 ml)
7129	1000	ml									in 3 compartments (200 ml + 400 ml + 400 ml)
7130	2000	ml									in 3 compartments (400 ml + 800 ml + 800 ml)
7131	2000	ml									in 3 compartments (400 ml + 800 ml + 800 ml)
7132	1500	ml									in 3 compartments (300 ml + 600 ml + 600 ml)
7136	22.5	ml									22.5 ml
7137	1	Pill									1 Pill
7142	200	dose									200 doses
7145	10	Pill									10 Pills
7146	10	Pill									10 Pills
7147					1	Pre-filled syringe					1 Pre-Filled Syringe
7148					1	Pre-filled syringe					1 Pre-Filled Syringe
7149					1	Pre-filled syringe					1 Pre-Filled Syringe
7150					4 	Pre-filled pen					4 prefilled pens with 4 needles
7152	30	Pill									30 Pills
7153	5	ml									5 ml 
7155	7	Pill									7 Pills
7156	15	g									15 g
7158	20	Pill									20 Pills
7159	100	ml									100 ml 
7160	100	Pill									100 Pills
7163	4	Pill									4 Pills
7167	30	Pill									30 Pills
7168	14	Pill									14 Pills
7169	30	Pill									30 Pills
7170	30	Pill									30 Pills
7171	30	Pill									30 Pills
7172	30	Pill									30 Pills
7173	30	Pill									30 Pills
7174	30	Pill									30 Pills
7176	10	Pill									10 Pills
7177	30	Pill									30 Pills
7178					1	vial	1	pre-filled syringe	9	syringe	1Vial, 1 prefilled syringe with solvent for reconstitution, 1 needle for reconstitution, 9 alcohol pads and 9 disposable syringes
7179					1	vial	2	pre-filled syringe	18	syringe	1Vial, 2 prefilled syringes with solvent for reconstitution, 1 needle for reconstitution, 18 alcohol pads and 18 disposable syringes
7180	24	Pill									24 Pills
7183		Pill			1						1 Pill
7184	30	Pill									30 Pills
7185	700	ml			70	ampule					70 plastic ampules of 10 ml each
7187	1000	ml			20	vial					20 vials of 50 ml each
7188	60	Pill									60 Pills
7190	10	ml			1	vial					1 Vial of 10 ml 
7193					1	Non stated					Non Stated
7194	4	Pill									4 Pills
7195	7	Pill									7 Pills
7196	7	Pill									7 Pills
7197					1	vial					1 Vial
7198					10	vial					10 Vials
7199	20	Pill									20 Pills
7204	4	Pill									4 Pills
7205	15	Pill									15 Pills
7211	1000	ml			1	Bag					1000ml PVC Bags 2 entries
7212	1000	ml			1	Bag					1000ml PVC Bags 2 entries
7214	2	Pill									2 Pills
7216	100	ml			1	Bottle					1 bottle of 100 ml
7220	30	g									30 g
7221	200	ml									200 ml 
7222	28	Pill									28 Pills
7223	30	Pill									30 Pills
7224	30	Pill									30 Pills
7225	30	Pill									30 Pills
7226	30	Pill									30 Pills
7227	30	Pill									30 Pills
7228	100	Pill									100 Pills
7232	15	Pill									15 Pills
7233	7	Pill									7 Pills
7234	300	g									300 g
7235	6	Pill									6 Pills
7237	20	ml			1	vial					1 Vial of 20 ml
7238	5	ml			1	vial					1 Vial of 5 ml
7239	15	ml			5	Pre-filled pen					5 Prefilled pens of 3 ml each
7242	100	ml									100 ml
7243	30	Pill									30 Pills
7244	28	Pill									28 Pills
7246	10	Pill									10 Pills
7249					1	Bag					1 Bag
7250					1	vial					1 Vial
7251	90	Pill			2	Bottle					2 bottles of 45 pills each
7252	90	Pill			6	Bottle					6 bottles of 15 pills each
7253	15	Pill									15 Pills
7257	20	Pill									20 Pills
7258	20	Pill									20 Pills
7261	3	Pill									3 Pills
7262	20	Pill									20 Pills
7263		g			30						30 g
7264		ml			350						350 ml
7265	180	Pill									180 Pills
7266					1	vial					1 Vial
7267					1	vial					1 Vial
7268	30	Pill									30 Pills
7269	30	Pill									30 Pills
7270	30	Pill									30 Pills
7273	30	Pill									30 Pills
7274	30	Pill									30 Pills
7276					1	vial					1 Vial
7280					1	vial					1 Vial
7281					1	vial					1 Vial
7282	28	Pill									28 Pills
7283					1	Pre-filled syringe					1 Pre-Filled Syringe
7284	28	Pill									28 Pills
7285	200	ml									200 ml 
7286	2	Pill									2 Pills
7287	10	Pill									10 Pills
7289	30	Pill									30 Pills
7290	60	Pill									60 Pills
7291	3	Pill									3 Pills
7292	3	Pill									3 Pills
7294	30	Pill									30 Pills
7296	60	Pill									60 Pills
7303	7	Pill									7 Pills
7304	20	Pill									20 Pills
7305	20	Pill									20 Pills
7306	30	Pill									30 Pills
7307	24	Pill									24 Pills
7308	120	Pill									120 Pills
7309	30	Pill									30 Pills
7310	10	Pill									10 Pills
7311	30	Pill									30 Pills
7314	30	Pill									30 Pills
7315	200	ml			20	Ampule					20 ampules of 10 ml each
7316	30	Pill									30 Pills
7317	30	Pill									30 Pills
7318	50	ml									50 ml
7319	30	Pill									30 Pills
7320	15	ml									15 ml 
7321	150	ml									150 ml
7322	30	ml									30 ml
7323					1	Pre-filled syringe					1 Pre-Filled Syringe
7327	100	Pill									100 Pills
7328	100	ml									100 ml
7329	50	ml			10	vial					10 vials of 5 ml each
7330	30	Pill									30 Pills
7331	30	Pill									30 Pills
7332	30	g									30 g
7333	30	Pill									30 Pills
7337	30	Pill									30 Pills
7338	30	Pill									30 Pills
7339	60	Pill									60 Pills
7340	30	Pill									30 Pills
7341	60	Pill									60 Pills
7342	60	Pill									60 Pills
7343	60	Pill									60 Pills
7344	30	Pill									30 Pills
7345	20	Pill									20 Pills
7346	30	Pill									30 Pills
7347	30	Pill									30 Pills
7348	100	Pill									100 Pills
7349	30	Pill									30 Pills
7350	100	Pill									100 Pills
7352	20	Pill									20 Pills
7353	20	Pill									20 Pills
7354	20	Pill									20 Pills
7355	20	Pill									20 Pills
7356	20	Pill									20 Pills
7357	20	Pill									20 Pills
7358	6	Pill									6 Pills
7359	3	Pill									3 Pills
7360	30	Pill									30 Pills
7361	30	Pill									30 Pills
7362	30	Pill									30 Pills
7363	30	Pill									30 Pills
7365	25				1	vial					1 Vial
7366	5	ml			1	vial					1 Vial of 5 ml
7367	5	ml			1	vial					1 Vial of 5 ml
7368	16.7	ml			1	vial					1 Vial of 16.7 ml
7369	50	ml			1	vial					1 Vial of 50 ml
7371	30	Pill									30 Pills
7372	100	Pill									100 Pills
7373					4	Pre-filled syringe					4 Prefilled syringes with automated needles guard (ANG)
7374					4	Pre-filled syringe					4 Prefilled syringes with automated needles guard (ANG)
7375					4	Pre-filled syringe					4 Prefilled syringes with automated needles guard (ANG)
7376					4	Pre-filled syringe					4 Prefilled syringes with automated needles guard (ANG)
7377					4	Pre-filled syringe					4 Prefilled syringes with automated needles guard (ANG)
7378					4	Pre-filled syringe					4 Prefilled syringes with automated needles guard (ANG)
7379					1	Pre-filled syringe					1 Prefilled syringe with automated needles guard (ANG)
7381					1	Pre-filled syringe					1 Prefilled syringe with automated needles guard (ANG)
7383					4	Pre-filled syringe					4 Prefilled syringes with automated needles guard (ANG)
7384	30	Pill									30 Pills
7385	30	Pill									30 Pills
7386	28	Pill									28 Pills
7387	28	Pill									28 Pills
7388	28	Pill									28 Pills
7389	28	Pill									28 Pills
7390	28	Pill									28 Pills
7393	20	Pill									20 Pills
7394	30	Pill									30 Pills
7395	30	Pill									30 Pills
7396	30	Pill									30 Pills
7397	30	Pill									30 Pills
7400	50	ml			10	vials					10 vials of 5 ml each
7401	100	ml			1	vial					1 vial of 100 ml
7402	100	ml			1	Bottle					1 bottle of 100 ml
7404	28	Pill									28 Pills
7405	100	ml			5	ampule					5 ampules of 20 ml each
7406					1	vial	1	ampule			1 vial and 1 ampule
7408	28	Pill									28 Pills
7409	28	Pill									28 Pills
7410	28	Pill									28 Pills
7411	28	Pill									28 Pills
7412	28	Pill									28 Pills
7413	28	Pill									28 Pills
7414	28	Pill									28 Pills
7415					10	Packet / Sachet					10 Packets / Sachets
7417	20	Pill									20 Pills
7419					1	vial					1 Vial
7420					1	vial					1 Vial
7421	60	Pill									60 Pills
7422	24	ml									24 ml 
7423	60	Pill									60 Pills
7427	2	ml									2 ml
7428	40	Pill									40 Pills
7429	100	ml									100 ml 
7430	28	Pill									28 Pills
7431	28	Pill									28 Pills
7432	28	Pill									28 Pills
7434	16	Pill									16 Pills
7435	50	Pill									50 Pills
7436	3	Pill									3 Pills
7437	150	ml									150 ml
7440	30	Pill									30 Pills
7443	5.26	ml			1	vial					1 Vial of 5.26 ml
7444	26.3	ml			1	vial					1 Vial of 26.3 ml
7445	200	dose									200 doses
7446	120	dose									120 doses
7447	120	dose									120 doses
7452	1	ml			1	vial					1 Vial of 1 ml
7455	30	Pill									30 Pills
7465	21	Pill									21 Pills
7469	14	Pill									14 Pills
7470	56	Pill									56 Pills
7471	56	Pill									56 Pills
7472	56	Pill									56 Pills
7479	28	Pill									28 Pills
7481	28	Pill									28 Pills
7482	28	Pill									28 Pills
7483	10	ml			1	vial					1 Vial of 10 ml
7484	20	ml			1	vial					1 Vial of 20 ml
7485	4	g									4 g
7486	30	Pill									30 Pills
7487	30	Pill									30 Pills
7488	30	Pill									30 Pills
7490	30	Pill									30 Pills
7491	60	Pill									60 Pills
7492	10	Pill									10 Pills
7493	60	Pill									60 Pills
7494		g			30						30 g
7495	30	Pill									30 Pills
7496	30	Pill									30 Pills
7497	30	Pill									30 Pills
7498	30	Pill									30 Pills
7500					50	Cartridge					50 cartridges
7502	8	ml			1	Vial					1 Vial of 8 ml
7506	100	Pill									100 Pills
7507	60	ml									60 ml
7508	100	Pill									100 Pills
7509	30	Pill									30 Pills
7510	30	Pill									30 Pills
7511					4	Ampule					4 Ampules
7512	30	Pill									30 Pills
7513	30	Pill									30 Pills
7514	30	Pill									30 Pills
7515	30	Pill									30 Pills
7516	30	Pill									30 Pills
7517	30	Pill									30 Pills
7518	30	Pill									30 Pills
7521					1	vial					1 Vial
7525	30	Pill									30 Pills
7526	30	Pill									30 Pills
7527	30	dose									30 doses
7530	200	ml									200 ml
7531	30	g									30 g
7532		g			15						15 g
7533					1	vial	1	ampule			1 vial and 1 ampule
7534	30	Pill									30 Hard capsules with inhaler
7535	20	Pill									20 Pills
7536	4	Pill									4 Pills
7539		g			30						30 g
7543	30	g									30 g 
7544	30	Pill									30 Pills
7547	28	Pill									28 Pills
7548					20	Packet / Sachet					20 Packet / Sachets
7551	1	ml			1	vial					1 Vial of 1 ml
7552	10	Pill									10 Pills
7554	5	ml			1	vial					5 Vials of 5 ml each
7555	10	ml									10 ml 
7558	14	ml									14 ml 
7559	100	Pill									100 Pills
7560		g			30						30 g
7562	30	Pill									30 Pills
7569	30	Pill									30 Pills
7570	50	Pill									50 Pills
7571	14	Pill									14 Pills
7573	14	Pill									14 Pills
7576	1	Pill									1 Pill
7579					10	vial					10 Vials
7582	14	Pill									14 Pills
7583	14	Pill									14 Pills
7585	30	Pill									30 Pills
7586	4	ml			1	vial					1 Vial of 4 ml
7587					1	vial					1 Vial
7589	30	Pill									30 Pills
7591	20	Pill									20 Pills
7594	10	ml			5	ampule					5 ampules of 2 ml each
