Code	Form	Scored	Parent	Route	IsParenteral
5195	Tablet, film coated		O-Oral	O-Oral	
5198	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
5199	Injectable, solution		IV-Intravenous	IV-Intravenous	
5201	Injectable, powder, for solution CHOOSE with diluent		Parentaral	IM-Intramuscular	Parentaral
5202	Injectable, powder, for solution CHOOSE withdiluent		Parentaral	IM-Intramuscular	Parentaral
5205	Solution		TS-Topical,scalp	TS-Topical,scalp	
5206	Capsule		O-Oral	O-Oral	
5207	Powder, for suspension		O-Oral	O-Oral	
5208	Implant		IUt - Intrauterin	IUt - Intrauterin	
5209	Injectable, solution		IVit-Intravitreal	IVit-Intravitreal	
5210	Injectable, solution		Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
5211	Gel		T-Topical	T-Topical	
5213	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
5216	Tablet		O-Oral	O-Oral	
5220	Granules		O-Oral	O-Oral	
5222	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
5223	Tablet, film coated CHOOSE scored	YES	O-Oral	O-Oral	
5224	Tablet		O-Oral	O-Oral	
5225	Tablet		O-Oral	O-Oral	
5226	Tablet CHOOSE scored	YES	O-Oral	O-Oral	
5229	Tablet, film coated		O-Oral	O-Oral	
5233	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
5234	Spray		N-Nasal	N-Nasal	
5235	Gel		T-Topical	T-Topical	
5236	Tablet, film coated		O-Oral	O-Oral	
5237	Volatil liquid		Res-Respiratory	Res-Respiratory	
5238	Volatil liquid		Res-Respiratory	Res-Respiratory	
5239	Ointment		T-Topical	T-Topical	
5240	Drops, solution		Oph-Ophtalmic	Oph-Ophtalmic	
5241	Syrup		O-Oral	O-Oral	
5243	Capsules ADD Capsules ADD Tablets		O-Oral	O-Oral	
5244	Tablet		O-Oral	O-Oral	
5245	Powder, for suspension		O-Oral	O-Oral	
5248	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
5250	Powder, inhalation		InhRes-Inhalation or respiratory	InhRes-Inhalation or respiratory	
5252	Tablet		O-Oral	O-Oral	
5253	Tablet, coated		O-Oral	O-Oral	
5258	Capsule		O-Oral	O-Oral	
5262	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
5263	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
5264	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
5266	Capsule		O-Oral	O-Oral	
5267	Tablet		O-Oral	O-Oral	
5268	Tablet		O-Oral	O-Oral	
5269	Tablet		O-Oral	O-Oral	
5270	Tablet, film coated		O-Oral	O-Oral	
5271	Tablet, film coated		O-Oral	O-Oral	
5274	Tablet		O-Oral	O-Oral	
5275	Pulvule		O-Oral	O-Oral	
5276	Injectable powder for solution CHOOSE with diluent		Parentaral	Inf-IM-Infusion-Intramuscular	Parentaral
5277	Injectable powder for solution CHOOSE with diluent		Parentaral	Inf-IM-Infusion-Intramuscular	Parentaral
5278	Tablet		O-Oral	O-Oral	
5282	Capsule		O-Oral	O-Oral	
5283	Tablet, film coated		O-Oral	O-Oral	
5284	Tablet, film coated		O-Oral	O-Oral	
5285	Tablet, film coated		O-Oral	O-Oral	
5286	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
5289	Tablet, film coated		O-Oral	O-Oral	
5291	Tablet, film coated		O-Oral	O-Oral	
5292	Tablet, coated		O-Oral	O-Oral	
5293	Tablet, film coated		O-Oral	O-Oral	
5295	Drops, solution		O-Oral	O-Oral	
5298	Cream		T-Topical	T-Topical	
5302	Tablet		O-Oral	O-Oral	
5303	Gel		T-Topical	T-Topical	
5306	Tablet CHOOSE scored	YES	O-Oral	O-Oral	
5309	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
5310	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
5311	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
5312	Injectable, solution		Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
5313	Injectable, solution		Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
5314	Capsule, hard		O-Oral	O-Oral	
5315	Capsule, hard		O-Oral	O-Oral	
5316	Capsule, hard		O-Oral	O-Oral	
5317	Capsule, hard		O-Oral	O-Oral	
5319	Tablet, film coated		O-Oral	O-Oral	
5325	Tablet, film coated		O-Oral	O-Oral	
5326	Injectable, concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
5327	Injectable, solution		Parentaral	Inf-IV-SC-ITh-Infusion-Intravenous-Subcutanous-Intrathecal	Parentaral
5329	Tablet, film coated		O-Oral	O-Oral	
5330	Tablet, film coated		O-Oral	O-Oral	
5331	Tablet		O-Oral	O-Oral	
5332	Gel		V-Vaginal	V-Vaginal	
5334	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
5335	Tablet		O-Oral	O-Oral	
5336	Tablet, film coated		O-Oral	O-Oral	
5341	Tablet, film coated		O-Oral	O-Oral	
5342	Suspension		O-Oral	O-Oral	
5343	Injectable, solution		Parentaral	IV-SC-Intravenous-Subcutanous	Parentaral
5344	Injectable, solution		Parentaral	IV-SC-Intravenous-Subcutanous	Parentaral
5345	Tablet		O-Oral	O-Oral	
5346	Spray		OG-Oral gingival	OG-Oral gingival	
5356	Suspension, inhalation		InhRes-Inhalation or respiratory	InhRes-Inhalation or respiratory	
5357	Suspension, inhalation		InhRes-Inhalation or respiratory	InhRes-Inhalation or respiratory	
5358	Suspension, inhalation		InhRes-Inhalation or respiratory	InhRes-Inhalation or respiratory	
5359	Suspension, inhalation		Res-Respiratory	Res-Respiratory	
5360	Suspension, inhalation		Res-Respiratory	Res-Respiratory	
5361	Suspension, inhalation		Res-Respiratory	Res-Respiratory	
5363	Drops, suspension		Oph-Ophtalmic	Oph-Ophtalmic	
5364	Capsule		O-Oral	O-Oral	
5365	Capsule		O-Oral	O-Oral	
5366	Injectable, lyophilised / freeze-dried /  dry powder, for solution 		Parentaral and Non-parentaral	Inf-O-Infusion-Oral	Parentaral and Non-parentaral
5376	Tablet, film coated		O-Oral	O-Oral	
5381	Capsule		O-Oral	O-Oral	
5382	Tablet, film coated		O-Oral	O-Oral	
5383	Tablet, film coated		O-Oral	O-Oral	
5384	Powder, for suspension		O-Oral	O-Oral	
5385	Tablet, film coated		O-Oral	O-Oral	
5386	Tablet, film coated		O-Oral	O-Oral	
5387	Capsule		O-Oral	O-Oral	
5390	Syrup		O-Oral	O-Oral	
5394	Injectable, suspension		Parentaral	IM-Intramuscular	Parentaral
5396	Tablet		O-Oral	O-Oral	
5397	Tablet, film coated		O-Oral	O-Oral	
5399	Tablet		O-Oral	O-Oral	
5400	Tablet		O-Oral	O-Oral	
5401	Tablet		O-Oral	O-Oral	
5404	Tablet		O-Oral	O-Oral	
5405	Tablet		O-Oral	O-Oral	
5416	Tablet, film coated		O-Oral	O-Oral	
5417	Tablet, film coated		O-Oral	O-Oral	
5418	Tablet		O-Oral	O-Oral	
5419	Tablet		O-Oral	O-Oral	
5420	Tablet CHOOSE scored	YES	O-Oral	O-Oral	
5422	Tablet		O-Oral	O-Oral	
5427	Tablet		O-Oral	O-Oral	
5429	Tablet		O-Oral	O-Oral	
5432	Tablet, film coated CHOOSE scored	YES	O-Oral	O-Oral	
5434	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
5436	Tablet, film coated CHOOSE scored	YES	O-Oral	O-Oral	
5438	Tablet, film coated CHOOSE scored	YES	O-Oral	O-Oral	
5439	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
5440	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
5449	Capsule		O-Oral	O-Oral	
5462	Tablet		O-Oral	O-Oral	
5464	Tablet		O-Oral	O-Oral	
5468	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
5475	Tablet		O-Oral	O-Oral	
5476	Tablet		O-Oral	O-Oral	
5478	Tablet		O-Oral	O-Oral	
5481	Metered dose, inhaler		Res-Respiratory	Res-Respiratory	
5482	Capsule		O-Oral	O-Oral	
5483	Capsule		O-Oral	O-Oral	
5484	Tablet, film coated		O-Oral	O-Oral	
5485	Tablet, film coated		O-Oral	O-Oral	
5486	Tablet, film coated		O-Oral	O-Oral	
5487	Tablet, film coated		O-Oral	O-Oral	
5489	Injectable, concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
5490	Tablet, film coated		O-Oral	O-Oral	
5492	Tablet, film coated		O-Oral	O-Oral	
5493	Tablet, film coated		O-Oral	O-Oral	
5497	Injectable, lyophilised / freeze-dried /  dry powder, for solution 		Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
5498	Injectable, lyophilised / freeze-dried /  dry powder, for solution 		Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
5499	Ointment		T-Topical	T-Topical	
5500	Cream		T-Topical	T-Topical	
5502	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
5504	Cream		T-Topical	T-Topical	
5506	Tablet		O-Oral	O-Oral	
5507	Tablet		O-Oral	O-Oral	
5513	Injectable powder, concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
5516	Tablet, film coated		O-Oral	O-Oral	
5518	Tablet, film coated		O-Oral	O-Oral	
5519	Syrup		O-Oral	O-Oral	
5520	Syrup		O-Oral	O-Oral	
5521	Patch		TD-Transdermal	TD-Transdermal	
5522	Syrup		O-Oral	O-Oral	
5523	Tablet		O-Oral	O-Oral	
5524	Tablet		O-Oral	O-Oral	
5537	Capsule		O-Oral	O-Oral	
5538	Capsule		O-Oral	O-Oral	
5539	Injectable, powder, for solution CHOOSE with diluent		IV-Intravenous	IV-Intravenous	
5540	Injectable, powder, for solution CHOOSE with diluent		IV-Intravenous	IV-Intravenous	
5541	Injectable, powder, for solution CHOOSE with diluent		IV-Intravenous	IV-Intravenous	
5542	Tablet 		O-Oral	O-Oral	
5543	Tablet, film coated		O-Oral	O-Oral	
5545	Tablet		O-Oral	O-Oral	
5546	Tablet, film coated		O-Oral	O-Oral	
5547	Tablet, film coated		O-Oral	O-Oral	
5548	Tablet		O-Oral	O-Oral	
5549	Tablet		O-Oral	O-Oral	
5554	Injectable, concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
5555	Injectable, concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
5561	Tablet, film coated		O-Oral	O-Oral	
5562	Tablet, film coated		O-Oral	O-Oral	
5565	Tablet		O-Oral	O-Oral	
5567	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
5569	Gel		T-Topical	T-Topical	
5573	Injectable, concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
5574	Injectable, concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
5576	Tablet		O-Oral	O-Oral	
5577	Tablet		O-Oral	O-Oral	
5580	Syrup		O-Oral	O-Oral	
5583	Tablet		O-Oral	O-Oral	
5585	Capsule		O-Oral	O-Oral	
5586	Capsule		O-Oral	O-Oral	
5587	Tablet, film coated		O-Oral	O-Oral	
5588	Tablet, film coated		O-Oral	O-Oral	
5589	Tablet		O-Oral	O-Oral	
5590	Powder, for suspension		O-Oral	O-Oral	
5593	Capsule		O-Oral-V-Vaginal	O-Oral-V-Vaginal	
5595	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
5596	Tablet CHOOSE scored	YES	O-Oral	O-Oral	
5598	Injectable, solution		Parentaral	IV-IM-SC-Intravenous-Intamuscular-Subcutanous	Parentaral
5599	Injectable, solution		Parentaral	IV-IM-SC-Intravenous-Intamuscular-Subcutanous	Parentaral
5610	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
5611	Injectable, powder, for suspension CHOOSE with diluent		Parentaral	IM-Intramuscular	Parentaral
5612	Injectable, powder, for solution CHOOSE with diluent		Parentaral	IM-SC-Intramuscular-Subcutanous	Parentaral
5613	Injectable, suspension		Parentaral	SC-Subcutanous	Parentaral
5614	Tablet, film coated		O-Oral	O-Oral	
5615	Tablet, film coated		O-Oral	O-Oral	
5616	Tablet, film coated		O-Oral	O-Oral	
5617	Capsule		O-Oral	O-Oral	
5623	Tablet		O-Oral	O-Oral	
5624	Spray		N-Nasal	N-Nasal	
5625	Rotacaps				
5626	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
5630	Solution, inhalation				
5633	Injectable, powder, for solution		Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
5639	Tablet, film coated		O-Oral	O-Oral	
5644	Injectable, solution		IV-Intravenous	IV-Intravenous	
5647	Syrup		O-Oral	O-Oral	
5648	Tablet, film coated		O-Oral	O-Oral	
5658	Injectable, solution		Parentaral	Inf-IM-Infusion-Intramuscular	Parentaral
5659	Injectable, solution		Parentaral	Inf-IM-Infusion-Intramuscular	Parentaral
5661	Patch		TD-Transdermal	TD-Transdermal	
5662	Patch		TD-Transdermal	TD-Transdermal	
5666	edit form to be specific		O-Oral	O-Oral	
5667	Tablet		O-Oral	O-Oral	
5669	Capsule		O-Oral	O-Oral	
5670	Capsule		O-Oral	O-Oral	
5671	Volatil liquid		Res-Respiratory	Res-Respiratory	
5672	Tablet, film coated		O-Oral	O-Oral	
5673	Injectable, suspension		Parentaral	IM-Intramuscular	Parentaral
5679	Injectable, solution		Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
5680	Injectable, concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
5681	Injectable, concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
5683	Tablet, film coated		O-Oral	O-Oral	
5688	Tablet		O-Oral	O-Oral	
5689	Tablet		O-Oral	O-Oral	
5690	Tablet		O-Oral	O-Oral	
5691	Tablet		O-Oral	O-Oral	
5693	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
5694	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
5695	Capsule		O-Oral	O-Oral	
5696	Capsule		O-Oral	O-Oral	
5697	Capsule		O-Oral	O-Oral	
5704	Tablet, film coated		O-Oral	O-Oral	
5707	Injectable, lyophilised / freeze-dried / dry powder, for solution		Parentaral	Inf-Infusion	Parentaral
5709	Injectable, lyophilised / freeze-dried /  dry powder, for solution CHOOSE with diluent		Parentaral	Inf-IV-IPt-Infusion-Intravenous-Intramuscular-Intraperitoneal	Parentaral
5710	Patch		TD-Transdermal	TD-Transdermal	
5711	Patch		TD-Transdermal	TD-Transdermal	
5712	Tablet, film coated		O-Oral	O-Oral	
5716	Injectable, powder, for solution		Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
5717	Injectable, lyophilised / freeze-dried /  dry powder, for solution 		Parentaral	Inf-IV-IM-Infusion-Intravenous-Intramuscular	Parentaral
5719	Capsule		O-Oral	O-Oral	
5724	Solution		OG-Oral gingival	OG-Oral gingival	
5725	Drops, solution		Ot-Otic	Ot-Otic	
5729	Tablet, film coated		O-Oral	O-Oral	
5730	Tablet, film coated		O-Oral	O-Oral	
5733	Injectable, suspension		Parentaral	IM-Intramuscular	Parentaral
5734	Tablet, film coated		O-Oral	O-Oral	
5735	Tablet, film coated		O-Oral	O-Oral	
5739	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
5742	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
5754	Capsule		O-Oral	O-Oral	
5758	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
5759	Powder, for suspension		O-Oral	O-Oral	
5761	Tablet, film coated		O-Oral	O-Oral	
5763	Capsule		O-Oral	O-Oral	
5764	Capsule		O-Oral	O-Oral	
5766	Tablet, film coated		O-Oral	O-Oral	
5768	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
5769	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
5770	Tablet		O-Oral	O-Oral	
5771	Tablet		O-Oral	O-Oral	
5774	Tablet		O-Oral	O-Oral	
5775	Tablet		O-Oral	O-Oral	
5776	Tablet		O-Oral	O-Oral	
5779	Injectable, powder, for solution		Parentaral	Inf-Infusion	Parentaral
5781	Spray		OG-Res-Oral gingival-Respiratory	OG-Res-Oral gingival-Respiratory	
5782	Tablet, film coated		O-Oral	O-Oral	
5783	Cream		T-Topical	T-Topical	
5784	Caplet, film coated		O-Oral	O-Oral	
5785	Caplet, film coated		O-Oral	O-Oral	
5787	Capsule		O-Oral	O-Oral	
5788	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
5789	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
5790	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
5791	Tablet, film coated		O-Oral	O-Oral	
5792	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
5795	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
5797	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
5798	Injectable, powder, for solution		Parentaral	Inf-Infusion	Parentaral
5801	Tablet, film coated		O-Oral	O-Oral	
5802	Tablet		O-Oral	O-Oral	
5806	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
5807	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
5808	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
5810	Tablet		O-Oral	O-Oral	
5811	Tablet, film coated		O-Oral	O-Oral	
5812	Tablet		O-Oral	O-Oral	
5823	Tablet, film coated		O-Oral	O-Oral	
5825	Tablet, dispersible ADD Tablet, chewable		O-Oral	O-Oral	
5826	Tablet, dispersible ADD Tablet, chewable		O-Oral	O-Oral	
5827	Tablet, dispersible ADD Tablet, chewable		O-Oral	O-Oral	
5828	Tablet, film coated		O-Oral	O-Oral	
5831	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
5833	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
5837	Injectable, concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
5838	Injectable, concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
5842	Injectable, suspension		Parentaral	SC-Subcutanous	Parentaral
5843	Injectable, suspension		Parentaral	SC-Subcutanous	Parentaral
5844	Injectable, solution		Parentaral	SC-Subcutanous	Parentaral
5846	Injectable, suspension		Parentaral	SC-Subcutanous	Parentaral
5847	Tablet, film coated		O-Oral	O-Oral	
5848	Injectable, powder, for solution CHOOSE with diluent		Parentaral	IM-Intramuscular	Parentaral
5849	Injectable, powder, for solution CHOOSE with diluent		Parentaral	IM-Intramuscular	Parentaral
5856	Capsule		O-Oral	O-Oral	
5859	Syrup		O-Oral	O-Oral	
5860	Solution		SL-Sublingual	SL-Sublingual	
5861	Solution		SL-Sublingual	SL-Sublingual	
5863	Tablet, film coated		O-Oral	O-Oral	
5866	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
5867	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
5877	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
5878	Capsule		O-Oral	O-Oral	
5879	Tablet ADD capsule		O-Oral	O-Oral	
5880	Tablet		O-Oral	O-Oral	
5881	Tablet		O-Oral	O-Oral	
5882	Tablet		O-Oral	O-Oral	
5883	Tablet		O-Oral	O-Oral	
5886	Drops, suspension		Oph-Ophtalmic	Oph-Ophtalmic	
5888	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
5889	Tablet, film coated		O-Oral	O-Oral	
5891	Capsule, inhalation		InhRes-Inhalation or respiratory	InhRes-Inhalation or respiratory	
5894	Injectable, powder, for solution 		Parentaral	Inf-Infusion	Parentaral
5896	Capsule		O-Oral	O-Oral	
5897	Tablet		O-Oral	O-Oral	
5900	Injectable, concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
5901	Injectable, concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
5902	Injectable, concentrate, for solution		Parentaral	Inf-Infusion	Parentaral
5904	Injectable, powder, for solution		Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
5905	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
5906	Injectable, powder, for solution		Parentaral	Inf-Infusion	Parentaral
5907	Injectable, powder, for solution		Parentaral	Inf-Infusion	Parentaral
5910	Tablet, delayed release / enteric coated / gastro-resistant		O-Oral	O-Oral	
5911	Tablet, delayed release / enteric coated / gastro-resistant		O-Oral	O-Oral	
5912	Tablet, effervescent		O-Oral	O-Oral	
5913	Syrup		O-Oral	O-Oral	
5914	Tablet, film coated		O-Oral	O-Oral	
5915	Spray		N-Nasal	N-Nasal	
5916	Granules, for solution		O-Oral	O-Oral	
5924	Metered dose, inhaler		Res-Respiratory	Res-Respiratory	
5925	Metered dose, inhaler		Res-Respiratory	Res-Respiratory	
5927	Caplet		O-Oral	O-Oral	
5929	Caplet		O-Oral	O-Oral	
5930	Caplet		O-Oral	O-Oral	
5931	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
5938	Injectable, solution		Parentaral	Inf-Infusion	Parentaral
5942	Tablet		O-Oral	O-Oral	
5944	Tablet, film coated		O-Oral	O-Oral	
5948	Tablet, film coated		O-Oral	O-Oral	
5949	Solution, inhalation		Res-Respiratory	Res-Respiratory	
5950	Suspension		O-Oral	O-Oral	
5951	Tablet		O-Oral	O-Oral	
5954	Solution		T-Topical	T-Topical	
5956	Injectable, powder, for solution		Parentaral	Inf-Infusion	Parentaral
5957	Tablet, film coated		O-Oral	O-Oral	
5958	Caplet, film coated		O-Oral	O-Oral	
5959	Tablet		O-Oral	O-Oral	
5962	Injectable, solution		Parentaral	Inf-IV-Epid-Infusion-Intravenous-Epidural	Parentaral
5963	Injectable, solution		Parentaral	Inf-IV-Epid-Infusion-Intravenous-Epidural	Parentaral
5966	Injectable, powder, for solution		Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
5967	Suspension		O-Oral	O-Oral	
5968	Tablet		O-Oral	O-Oral	
5969	Tablet CHOOSE scored	YES	O-Oral	O-Oral	
5970	Tablet		O-Oral	O-Oral	
5971	Tablet		O-Oral	O-Oral	
5974	Tablet, film coated		O-Oral	O-Oral	
5976	Tablet, film coated		O-Oral	O-Oral	
5979	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
5980	Suspension		N-Nasal	N-Nasal	
5981	Tablet		O-Oral	O-Oral	
5982	Tablet		O-Oral	O-Oral	
5983	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
5984	Powder, inhalation		InhRes-Inhalation or respiratory	InhRes-Inhalation or respiratory	
5986	Gel		T-Topical	T-Topical	
5987	Capsule		O-Oral	O-Oral	
5988	Tablet, coated		O-Oral	O-Oral	
5989	Tablet, coated		O-Oral	O-Oral	
5990	Injectable, powder, for solution CHOOSE with diluent		IV-Intravenous	IV-Intravenous	
5992	Injectable, powder, for solution CHOOSE with diluent		IV-Intravenous	IV-Intravenous	
5996	Tablet, film coated		O-Oral	O-Oral	
5998	Tablet, delayed release / enteric coated / gastro-resistant		O-Oral	O-Oral	
5999	Suspension		O-Oral	O-Oral	
6001	Tablet		O-Oral	O-Oral	
6002	Injectable, suspension		Parentaral	IM-Intramuscular	Parentaral
6003	Tablet		O-Oral	O-Oral	
6007	Capsule		O-Oral	O-Oral	
6008	Capsule		O-Oral	O-Oral	
6012	Granules, for suspension		O-Oral	O-Oral	
6013	Tablet, film coated		O-Oral	O-Oral	
6014	Cream		T-Topical	T-Topical	
6017	Tablet		O-Oral	O-Oral	
6018	Tablet		O-Oral	O-Oral	
6024	Injectable, powder, for solution		Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
6025	Capsule, delayed release / enteric coated / gastro-resistant		O-Oral	O-Oral	
6026	Powder, for suspension		O-Oral	O-Oral	
6027	Cream		T-Topical	T-Topical	
6028	Syrup		O-Oral	O-Oral	
6029	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release		O-Oral	O-Oral	
