MophCode	RegistrationNumber	DrugName	Dosage	Presentation	Form	Agent	Manufacturer	Country
4824	2515/94	CIMETIDINE	400mg	1000	Tablet, scored	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
5294	24375/06	CIMETIDINE injection	200mg	10 ampoules	solution for injection	Pharmacie Minapharm Halabi	Rotex Medica	Germany
4723	27525/93	CIMETRIL	200mg	32	Tablet, scored	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
4724	2752493	CIMETRIL	400mg	24	Tablet, scored	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
7056	222238/07	CIPLACAN	4mg	1 Vial		Droguerie de l'Union	Cipla Ltd	India
7181	186462/12	CIPRALEX MELTZ	20mg	30	Tablet, orodispersible	Sadco	H. Lundbeck AS	Denmark
7182	186463/12	CIPRALEX MELTZ	10mg	30	Tablet, orodispersible	Sadco	H. Lundbeck AS	Denmark
4837	261360/97	CIPRID	5mg	30	Tablet, scored	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
4838	261359/97	CIPRID	10mg	50	Tablet, scored	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
4839	236895/99	CIPRID	20mg	60	Tablet, scored	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
4840	261361/97	CIPRID Alcohol & Sugar Free	1mg/ml	100ml	Suspension, sugar free, alcohol free	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
2294	208474	CIPROBAY	250mg	Box of 10 	Tablet	Droguerie R. Pharaon & Fils S.A.L.	Bayer AG	Germany
1818	261313	CIPRODAR	250mg	10	Tablet, film coated	Sadco	Dar Al Dawa	Jordan
2410	148366/04	CIPRODYNE	500mg	20	Tablet, coated	IPS "Integrated Pharma Solutions SARL"	Laboratorios Cinfa SA	Spain
1840	974042/02	CIPROFAR	500mg	12	Tablet	Mediterranean Pharmaceutical Company	Pharco Pharmaceuticals	Egypt
1845	405610/00	CIPROFAR	250mg	10	Tablet	Mediterranean Pharmaceutical Company	Pharco Pharmaceuticals	Egypt
5349	222414/08	CIPROFLOXACINE AGUETTANT	200mg/100ml 	20bags	Injectable solution for perfusion	Pharmamed	Aguettant	France
4059	24338/06	CIPROLON 200		100ml	Infusion 	Hikma-Liban S.A.R.L.	Hikma Pharmaceuticals	Jordan
1140	208267/96	CIPROLON 750	750mg	10	Tablet, film coated	Droguerie de l'Union	Al-Hikma Pharmaceuticals	Jordan
785	973406/01	CIPROMAX	250mg	10	Tablet, film-scored	Khalil Fattal & Fils S.A.L.	Spimaco 	Saudi Arabia
3462	973898/02	CIPROPHARM	250mg	10	Tablet	Picomed SARL	Pharma International Co	Jordan
60	78835/98	CIRRUS		14	Capsule	Abela Frères S.A.L.	UCB SA Pharma	Belgium
2296	27433	CISPLATIN EBEWE	10mg	1 x 20ml	Flacon	Codipha	Ebewe Pharma GesmbH.NFG.KG	Austria
2297	27434	CISPLATIN EBEWE	50mg	1 x 100ml	Flacon	Codipha	Ebewe Pharma GesmbH.NFG.KG	Austria
1147	26601	CISPLATINUM	10mg	10Flacons x 20ml	Injectable	UPO S.A.L.	Nippon Kayaku	Japan
1145	26472	CISPLATINUM INJECTABLE	25mg	50ml	Flacon	UPO S.A.L.	Nippon Kayaku	Japan
1146	26473	CISPLATINUM INJECTABLE	50mg	100ml	Flacon	UPO S.A.L.	Nippon Kayaku	Japan
1783	25041	CISPLATYL	10mg	1Fl + 1Solv	Ampoule	Mersaco	Bellon	France
1784	25042	CISPLATYL	25mg	1Fl + 1Solv	Ampoule	Mersaco	Bellon	France
1785	26023	CISPLATYL	50mg	1Fl + 1Solv	Flacon	Mersaco	Bellon	France
6365	24540/07	CITAPRAM-PIC	40mg	30	Tablet	Picomed SARL	Pharma International Co	Jordan
6366	24539/07	CITAPRAM-PIC	20mg	30	Tablet	Picomed SARL	Pharma International Co	Jordan
249	24976/80	CITRAMIN		20	Tablet	New Allpharma	Engelhard Arznemittel GmbH and Co.Kg	Germany
1841	973918/02	CITROLIN F		120ml	Solution	Mediterranean Pharmaceutical Company	Pharco Pharmaceuticals	Egypt
3622	765/72	CITROSODA		4oz	Sachet	Interpharma S.A.L.	Abbott Laboratories Ltd	UK
8567	20516/1	CLAFORAN IV-IM	0.5g	1Ampoule + 1Flacon		Mersaco	S.C. Zentiva S.A.	Romania
8568	20416/1	CLAFORAN IV-IM	1g	1Ampoule + 1Flacon		Mersaco	S.C. Zentiva S.A.	Romania
2303	25068/81	CLAFORAN LIDOCAINE	1g	1x1	Ampoule + Flacon	Mersaco	Hoechst Marion Roussel Ltd Distributeur: Roussel Diamant	UK
7072	96405/11	CLAIRYG	50mg/ml (1g/20ml)	1Vial x 20ml	Injectable solution for perfusion	Codipha	LFB Biomedicaments	France
1813	973984/02	CLARIDAR DAR AL DAWA	500mg	14	Tablet, film coated	Sadco	Dar Al Dawa Development & Investment Co Ltd	Jordan
5864	23708/06	CLARIDAR DAR AL DAWA	250mg	14	Tablet, film coated	Sadco	Dar Al Dawa	Jordan
2306	26912	CLARITINE	10mg	30	Tablet	Khalil Fattal & Fils S.A.L.	Schering-Plough Labo NV Co subsidiary of Schering-Plough Corporation, USA	Belgium
6778	97204/12	CLASTEON	400mg	10	Capsule, hard	Droguerie Mercury S.A.L.	Abiogen Pharma SpA	Italy
5747	221988/09	CLAVODAR	1g	14	Tablet, film coated	Sadco	Dar Al Dawa	Jordan
5748	221998/09	CLAVODAR	200/28.5 per 5ml	70ml	Powder for oral suspension	Sadco	Dar Al Dawa Development & Investment Co Ltd	Jordan
5934	219557/10	CLAVODAR	625mg	20	Tablet, film coated	Sadco	Dar Al Dawa	Jordan
5926	219736/10	CLAVODAR FORTE	400mg/57mg per 5ml	70ml	Powder for oral  suspension	Sadco	Dar Al Dawa Development & Investment Co Ltd	Jordan
1180	27203	CLENIL COMPOSITUM		200doses	Spray	Sadco	Chiesi Farmaceutici SpA	Italy
3640	27205	CLENIL SPRAY		200 Inhalations	Aerosol doseur	Sadco	Chiesi Farmaceutici SpA	Italy
5655	221161/08	CLERON	500mg	14	Tablet, film coated	Pharmaline S.A.L.	Pharmaline Licensed by Delorbis Pharmaceuticals Ltd, Cyprus	Lebanon
5656	221160/08	CLERON	250mg	14	Tablet, film coated	Pharmaline S.A.L.	Pharmaline Licensed by Delorbis Pharmaceuticals Ltd, Cyprus	Lebanon
7759	186634/13	CLETUS	20mg	14	Capsule, hard, gastro-resistant	BroadMed SAL	Special Product's Line SpA	Italy
4890	236228/98	CLINACID		85g	Soap	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
6128	222392/08	CLOFOAM		30g	Foam	Droguerie de l'Union	Cipla Ltd	India
4812	26587/89	CLOMAZOL	1%	15g	Cream	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
4813	236246/98	CLOMAZOL	1%	20g	Cream	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
4814	26588/99	CLOMAZOL	1%	30ml	Solution	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
8432	130215/1	CLOMID	50mg	10	Tablet	Mersaco	Patheon France SA	France
8114	118914/1	CLOPACIN	75mg	28	Tablet, film coated	Mectapharm S.A.L.	Acino Pharma AG	Switzerland
7302	96723/12	CLOPIDOCOR	75mg	28	Tablet, film coated	Mersaco	Lek Pharmaceuticals dd	Slovenia
5480	195053/04	CLOPIVAS	75mg	10 x 3strips	Tablet	Droguerie de l'Union	Cipla Ltd	India
1257	28611	CLOPIXOL	25mg	50	Tablet, film coated	Sadco	H. Lundbeck AS	Denmark
1258	28612	CLOPIXOL	20mg/ml	20ml	Drops	Sadco	H. Lundbeck AS	Denmark
3751	28608	CLOPIXOL	10mg	50	Tablet, film coated	Sadco	H. Lundbeck AS	Denmark
3752	28609	CLOPIXOL	2mg	50	Tablet, film coated	Sadco	H. Lundbeck AS	Denmark
3750	28598	CLOPIXOL ACUPHASE	50mg/ml	1 x 1ml	Injection	Sadco	H. Lundbeck AS	Denmark
5857	219737/09	CLORACEF	375mg/5ml	75ml	Suspension	Sadco	Dar Al Dawa	Jordan
1821	135362	CLORACEF FORTE	500mg	16	Capsule	Sadco	Dar Al Dawa	Jordan
6923	97050/12	CLOTTAFACT	1.5g/100ml		Poudre et solvant pour solution injectable	Codipha	LFB Biomedicaments	France
4391	2827/94	CLOXACILLIN SODIUM	500mg	16	Capsule	Pharmapro	Mediphar Laboratories	Lebanon
8545	26216/1	CLOXACILLINE ARROW	500mg	16	Capsule	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta
5628	218813/09	CO APROVEL	300mg/25mg	90	Tablet, film coated	Mersaco	Sanofi Winthrop Industrie	France
5632	218814/09	CO APROVEL	300mg/12.5mg	90	Tablet, film coated	Mersaco	Sanofi Winthrop Industrie	France
5634	218810/09	CO APROVEL	150mg/12.5mg	90	Tablet, film coated	Mersaco	Sanofi Winthrop Industrie license holder: Sanofi Pharma Bristol Myers Squibb SNC	France
6156	219301/09	COAMOX-ACINO 1000		12	Tablet, coated	Mectapharm S.A.L.	Lek Pharmaceuticals dd	Slovenia
6155	219304/09	COAMOX-ACINO 156.25		100ml	Suspension	Mectapharm S.A.L.	Lek Pharmaceuticals dd	Slovenia
6153	219302/09	COAMOX-ACINO 457		70ml	Suspension	Mectapharm S.A.L.	Lek Pharmaceuticals dd	Slovenia
6154	219303/09	COAMOX-MEPHA 312.5		100ml	Suspension	Mectapharm S.A.L.	Lek Pharmaceuticals dd	Slovenia
6572	218774/09	CO-ANGINET	80/12.5mg	30	Tablet, film coated	Mapico S.A.R.L.	The United Pharmaceutical Manufacturing Co Ltd	Jordan
6573	218775/09	CO-ANGINET	160/25mg	30	Tablet, film coated	Mapico S.A.R.L.	The United Pharmaceutical Manufacturing Co Ltd	Jordan
6574	218776/09	CO-ANGINET	160/12.5mg	30	Tablet, film coated	Mapico S.A.R.L.	The United Pharmaceutical Manufacturing Co Ltd	Jordan
8160	187173/13	CO-DIOTENS	80/12.5mg	30	Tablet	C. Catafago & Co	The Jordanian Pharmaceutical Manufacturing & Co Ltd	Jordan
8161	187174/13	CO-DIOTENS	160/12.5mg	30	Tablet	C. Catafago & Co	The Jordanian Pharmaceutical Manufacturing & Co Ltd	Jordan
8162	187175/13	CO-DIOTENS	160/25mg	30	Tablet	C. Catafago & Co	The Jordanian Pharmaceutical Manufacturing & Co Ltd	Jordan
8163	187177/13	CO-DIOTENS	320/12.5mg	30	Tablet	C. Catafago & Co	The Jordanian Pharmaceutical Manufacturing & Co Ltd	Jordan
8164	187176/13	CO-DIOTENS	320/25mg	30	Tablet	C. Catafago & Co	The Jordanian Pharmaceutical Manufacturing & Co Ltd	Jordan
1320	27710	CODIPRONT	30mg	10	Capsule	Food & Drug Corporation FDC	Heinrich Mack Nachf	Germany
1321	18174	CODIPRONT	30mg	90ml	Syrup	Food & Drug Corporation FDC	Heinrich Mack Nachf	Germany
9398	120317/1	COLISTIN HIKMA	1 Million I.U.	Pack of 10 vials	Injectable powder for solution for injection or inhalation	Abela Frères S.A.L.	Hikma Italia SpA	Italy
2160	24911/80	COLLIRCUSI DE ICOL	1%	10ml	Collyre	Pharmamedic S.A.R.L.	Alcon Cusi SA	Spain
1322	22699	COLLOMACK		10ml	Solution	Food & Drug Corporation FDC	Heinrich Mack Nachf	Germany
2316	903/72	COLTRAMYL	4mg	12	Tablet	Mersaco	Sanofi Winthrop Industrie	France
2528	20351	COMBANTRIN CHEWABLE	250mg	3	Tablet	Mectapharm S.A.L.	Pfizer Corporation	Belgium
2585	20309	COMBANTRIN ORAL		15ml	Suspension	Mectapharm S.A.L.	Pfizer Corporation	Belgium
1881	78970	COMBIVENT		60x2.5ml	Unit Dose Vial	Mersaco	Laboratoire Unither	France
2194	208354	COMBIVENT		200doses	Metered aerosol	Mersaco	Boehringer Ingelheim	France
2320	1639/72	COMBIZYM		30	Dragée	Power Pharm S.A.R.L.	Daiichi Sankyo Europe GmbH	Germany
2321	17268	COMBIZYM COMP.		20	Dragée	Power Pharm S.A.R.L.	Daiichi Sankyo Europe GmbH	Germany
1874	1018/72	COMPLEX 23 PHARMATON		30	Capsule	Mersaco	Pharmaton SA	Switzerland
3786	1762	CONCAVIT		15ml	Drops	Taba Chemipharm	Wallace Ltd	UK
3787	670	CONCAVIT		25	Capsule	Taba Chemipharm	Wallace Ltd	UK
1902	208634/03	CONCERTA	18mg	30	Tablet, extended release	Mersaco	Janssen Cilag Manufacturing LLC	USA
1903	208635/03	CONCERTA	36mg	30	Tablet, extended release	Mersaco	Janssen Cilag Manufacturing LLC	USA
5884	218656/10	CONCERTA	27mg	30	Tablet, extended release	Mersaco	Janssen Cilag Manufacturing LLC	USA
5885	218657/10	CONCERTA	54mg	30	Tablet, extended release	Mersaco	Janssen Cilag Manufacturing LLC	USA
762	973393 /01	CONDROSULF 400	400mg	60	Capsule	Alisar Pharma Corp	IBSA Institut Biochimique SA	Switzerland
9097	134514/1	CONSORT	120mg	7	Tablet, film coated	Mapico S.A.R.L.	The United Pharmaceutical Manufacturing Co Ltd	Jordan
9098	134414/1	CONSORT	90mg	10	Tablet, film coated	Mapico S.A.R.L.	The United Pharmaceutical Manufacturing Co Ltd	Jordan
9099	134314/1	CONSORT	60mg	10	Tablet, film coated	Mapico S.A.R.L.	The United Pharmaceutical Manufacturing Co Ltd	Jordan
1405	38903	CONSUPREN	100mg/ml	50ml	Solution	UPO S.A.L.	Galena AS	Czech Republic
2098	23604/77	CONTALAX		30	Comprimés gastroresistants	Pharmamedic S.A.R.L.	Delpharm Reims	France
6079	24696/07	CONTIFLO OD	0.4mg	10	Capsule	Mediterranean Pharmaceutical Company	Sun Pharmaceuticals Industries Ltd	India
2864	261005/97	CONTRACIDE		250ml	Flacon	Unipharm S.A.L.	Norgine Pharma	France
6735	219327/09	CONTRACNE	20mg	30	Capsule molle	Pharmamedic S.A.R.L.	Diephez	France
7557	187073/13	CONTRACNE	40mg	30	Capsules molles	Pharmamedic S.A.R.L.	Diephez	France
327	27745	CO-RENITEC	20/12.5mg	30	Tablet	Droguerie de l'Union	Merck Sharp & Dohme Ltd	UK
911	27643	CORGARD	80mg	30	Tablet	Pacific pharma	E. R. Squibb & Sons Ltd	UK
1406	27042	COROTENOL-100		30	Cardotabs	Mectapharm S.A.L.	Mepha Ltd	Switzerland
1407	27041	COROTENOL-50		30	Cardotabs	Mectapharm S.A.L.	Mepha Ltd	Switzerland
2327	904/72	CORTANCYL	5mg	30	Tablet	Mersaco	Sanofi Winthrop Industrie	France
2328	27921	CORTANCYL	20mg	20	Tablet, scored	Mersaco	Sanofi Winthrop Industrie	France
2323	17195	CORTICETINE		5ml	Solution otologique	Spephal S.A.L.	Chauvin	France
2051	23897/78	CORTIPHENOL H		4g	Ophtalmic Ointment	Khalil Fattal & Fils S.A.L.	Novartis Ophthalmics AG	Switzerland
5421	221923/09	CORVASAL 2MG	2mg	90	Tablet, scored	Benta Trading Co s.a.l.	Benta SAL under license from Cheplapharm Arzneimittel GmbH Germany	Lebanon
8442	133915/1	COSENTYX	150mg/ml	2Prefilled syringes	Solution for injection	Khalil Fattal & Fils S.A.L.	Novartis Pharma Stein AG	Switzerland
4885	194472/05	CO-STAVINE		30	Tablet	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
4930	2679/94	CO-TRIMOXAZOLE	480mg	20	Tablet	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
4931	2679/94	CO-TRIMOXAZOLE	480mg	1000	Tablet	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
2341	208499/97	COVERSYL	2mg	30	Tablet	Khalil Fattal & Fils S.A.L.	Servier	France
2342	27882	COVERSYL	4mg	30	Tablet, scored	Khalil Fattal & Fils S.A.L.	Les Laboratoires Servier Industrie	France
4947	208387/02	COXIB	12.5mg	14	Tablet	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
4948	208386/02	COXIB	25mg	7	Tablet	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
4949	208385/02	COXIB	25mg	28	Tablet	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
6952	195007/04	COXIRO	25mg	30	Tablet	Pharmadex	Pharmadex licensed by Laboratorios Dosa SA Argentine 	Lebanon
350	208360/97	COZAAR	50mg	30	Tablet	Droguerie de l'Union	Merck Sharp & Dohme BV	The Netherlands
5050	24133/06	COZAAR	100mg	28	Tablet	Droguerie de l'Union	Merck Sharp & Dohme Ltd	UK
6160	222273/08	COZAAR COMP	100/25mg	28	Tablet, film coated	Droguerie de l'Union	Merck Sharp & Dohme Ltd	UK
8781	112516/1	CREON 10,000		20	Capsule	Mersaco	Abbott Laboratories GmbH	Germany
8780	112416/1	CREON 40,000		50	Capsule	Mersaco	Abbott Laboratories GmbH	Germany
8533	135015/1	CRESOPHENE		13ml	Solution pour usage dentaire	Droguerie Tamer SAL	Septodont	France
7860	186190/13	CRESOTAB	5mg	30	Tablet, film coated	Mersaco	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia
7863	186189/13	CRESOTAB	40mg	30	Tablet, film coated	Mersaco	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia
5367	194305/05	CRIXAN	125mg/5ml	60ml	Granules	Mediterranean Pharmaceutical Company	Ranbaxy Laboratories Ltd	India
5627	23630/06	CRIXAN	250mg	12	Tablet	Mediterranean Pharmaceutical Company	Ranbaxy Laboratories Ltd	India
5355	194105/05	CRIXAN OD	500mg	10	Tablet	Mediterranean Pharmaceutical Company	Ranbaxy Laboratories Ltd	India
1051	261076	CRIXIVAN	200mg	360	Capsule	Droguerie de l'Union	Merck & Co Inc	USA
1052	261075	CRIXIVAN	400mg	180	Capsule	Droguerie de l'Union	Merck & Co Inc	USA
6693	166994/11	CROMABAK	20mg/ml	10ml	Collyre en solution	Square One Group Pharma SAL	Excelvision	France
135	 24645/79	CUMORIT SIMPLEX		1x1ml	Ampoule	Khalil Fattal & Fils S.A.L.	Schering AG	Germany
2916	236448	CURAM	156.25mg/5ml	100ml	Powder for oral  suspension	Mersaco	Sandoz GmbH	Austria
5871	219485/10	CURAM	457mg/5ml	70ml	Powder for oral suspension	Khalil Fattal & Fils S.A.L.	Sandoz GmbH	Austria
2919	236447	CURAM FORTE	312.5mg/5ml	100ml	Powder for oral  suspension	Mersaco	Sandoz GmbH	Austria
5638	222300/08	CURAM IV	2.2g	5Vials	Injectable powder for solution for infusion	Mersaco	Sandoz GmbH	Austria
8770	38816/1	CURAM IV	600mg	10Vials	Injectable powder for solution for infusion	Mersaco	Pharmaline under license from Sandoz GmbH, Austria	Lebanon
7049	218863/09	CURCARD	4mg	20	Tablet	Mapico S.A.R.L.	The United Pharmaceutical Manufacturing Co Ltd	Jordan
7199	218862/09	CURCARD	1mg	20	Tablet	Mapico S.A.R.L.	The United Pharmaceutical Manufacturing Co Ltd	Jordan
1836	974225/01	CURISAFE	500mg	8	Capsule	Mediterranean Pharmaceutical Company	Pharco Pharmaceuticals	Egypt
1838	973919/02	CURISAFE	500mg	16	Capsule	Mediterranean Pharmaceutical Company	Pharco Pharmaceuticals	Egypt
1843	405606/00	CURISAFE	125mg/5ml	60ml	Powder for Oral suspension	Mediterranean Pharmaceutical Company	Pharco Pharmaceuticals	Egypt
1844	405608/00	CURISAFE	250 mg/5ML	60ml	Powder for Oral suspension	Mediterranean Pharmaceutical Company	Pharco Pharmaceuticals	Egypt
1181	405943/00	CUROSURF	80mg/ml	1.5ml	Vial	Sadco	Chiesi Farmaceutici SpA	Italy
2161	261333	CUSICROM 4%		10ml	Sterile eye drops	Pharmamedic S.A.R.L.	Alcon Cusi SA	Spain
2214	261334	CUSICROM 4%		15ml	Nasal spray	Pharmamedic S.A.R.L.	Alcon Cusi SA	Spain
3479		CUSIMOLOL	0.25%	5ml	Collyre	Pharmamedic S.A.R.L.	Alcon Cusi SA	Spain
2314	261435	CUSIVIRAL		4.5g	Eye Ointment	Pharmamedic S.A.R.L.	Alcon Cusi SA	Spain
3696	27098	CUTACNYL 10	10%	40ml	Lotion dermique	Raymond Georges Abou Adal & Co	Galderma	France
3697	27097	CUTACNYL 5	5%	40ml	Lotion dermique	Raymond Georges Abou Adal & Co	Galderma	France
2329	25849	CUTERPES		5g	Ointment	Spephal S.A.L.	Chauvin	France
179	25975	CUXACILLIN	1000mg	10	Tablet	Medicapharm S.A.L.	TAD Pharma	Germany
182	25973	CUXACILLIN	500mg	10	Capsule	Medicapharm S.A.L.	TAD Pharma	Germany
183	25974	CUXACILLIN	750mg	10	Tablet	Medicapharm S.A.L.	TAD Pharma	Germany
4726	78745/97	C-VITAL	1g	20	Tablet, effervescent	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
2756	973359/01	CYCLO 3		100g	Cream	Mersaco	Pierre Fabre Medicament Production	France
2760	973358/01	CYCLO 3		40g	Cream	Mersaco	Pierre Fabre Medicament Production	France
2761	973356/01	CYCLO 3 FORT		30Ampoules	Solution buvable	Mersaco	Pierre Fabre Medicament Production	France
2762	973357/01	CYCLO 3 FORT		30	Gélule	Mersaco	Pierre Fabre Medicament Production	France
8623	27116/1	CYCLOPENTOLATE HYDROCHLORIDE 	1%	USP 2mL	Ophtalmic solution	Medi drug International SAL (MDI)	Akorn Inc	USA
8624	27216/1	CYCLOPENTOLATE HYDROCHLORIDE 	1%	USP 15mL	Ophtalmic solution	Medi drug International SAL (MDI)	Akorn Inc	USA
3971	194331/05	CYMBALTA	60mg	30	Capsule, delayed release	Droguerie de l'Union	Eli Lilly & Co	USA
3972	194332/05	CYMBALTA	30mg	30	Capsule, delayed release	Droguerie de l'Union	Eli Lilly & Co	USA
2351		CYSTINE B6		20	Comprimé	Pharmamedic S.A.R.L.	Galenique Vernin	France
960	208255/97	CYTARABINE USP	100mg	10Vial	Injectable	Pharmamed	Benvenue Laboratories 	USA
961	208256/97	CYTARABINE USP	500mg	10Vial	Injection	Pharmamed	Benvenue Laboratories 	USA
962	208257/97	CYTARABINE USP	1g	1Vial	Injection	Pharmamed	Benvenue Laboratories 	USA
2466	208975/03	CYTOCARB	150mg/15ml	1Vial x15ml		Droguerie de l'Union	Cipla Ltd	India
7209	219575/09	CYTOPLATIN C -10 AQUEOUS		1 Vial		Droguerie de l'Union	Cipla Ltd	India
7210	219576/09	CYTOPLATIN C -50 AQUEOUS		1 Vial		Droguerie de l'Union	Cipla Ltd	India
410	22824	CYTOSAR	100mg	5ml	Ampoules	Droguerie Fattal  S.A.L.	N.V. Upjhon SA	Belgium
191	27723	DAFALGAN	500mg	16	Gélule	Pacific pharma	UPSA	France
192	27719	DAFALGAN ADULTE	600mg	10	Suppository	Pacific pharma	UPSA	France
206	27557	DAFALGAN CODEINE		16	Comprimé	Pacific pharma	UPSA	France
193	27720	DAFALGAN GRAND ENFANT	300mg	10	Suppository	Pacific pharma	UPSA	France
194	27721	DAFALGAN JEUNE ENFANT	150mg	10	Suppository	Pacific pharma	UPSA	France
195	27722	DAFALGAN NOURRISSON	80mg	10	Suppository	Pacific pharma	UPSA	France
2362	26680	DAGRAVIT A FORTE		50	Dragée	Codipha	Dagra	The Netherlands
2363	26799	DAGRAVIT B COMPLEX FORTE		100	Dragée	Codipha	Dagra	The Netherlands
2364	78787	DAGRAVIT TOTAL 30		50	Tablet, sugar coated	Codipha	Dagra	The Netherlands
1148	208666/03	DAIVOBET	50mcg/0.5mg	15g	Ointment	UPO S.A.L.	Leo Pharmaceutical Products	Denmark
1149	208667/03	DAIVOBET	50mcg/0.5mg	30g	Ointment	UPO S.A.L.	Leo Laboratories Ltd (Leo Pharma)	Ireland
6199	167830/11	DAIVOBET	50mcg/ 0.5mg	60g	Ointment	UPO S.A.L.	Leo Laboratories Ltd (Leo Pharma)	Ireland
6871	97364/12	DAIVOBET	50mcg/g +0.5mg/g	60g	Gel	UPO S.A.L.	Leo Laboratories Ltd (Leo Pharma)	Ireland
1066	27141	DAIVONEX	50mcg/g	30g	Ointment	UPO S.A.L.	Leo Pharmaceutical Products	Denmark
8078	19715/1	DAKLINZA	60mg	28	Tablet, film coated	Pacific pharma	Bristol-Myers Squibb Company SRL	Italy
2539	24453/79	DAKTACORT		15g	Cream	Mersaco	Janssen Pharmaceutica NV	Belgium
2456	405940/00	DAKTARIN	20mg/g	30g	Lotion	Mersaco	Janssen-Cilag Farmaceutica Lda	Portugal
2457	405941/00	DAKTARIN	20mg/ml	30ml	Tincture	Mersaco	Janssen-Cilag Farmaceutica Lda	Portugal
2487	24665/79	DAKTARIN		30ml	Lotion	Mersaco	Janssen Pharmaceutica	Belgium
2488	24452/79	DAKTARIN		30ml	Tincture	Mersaco	Janssen Pharmaceutica	Belgium
2540	22625/74	DAKTARIN		30g	Cream	Mersaco	Janssen Pharmaceutica NV	Belgium
2541	22626/74	DAKTARIN		20g	Poudre	Mersaco	Lusomedicamenta Sociedade Tecnica Farmaceutica SA	Portugal
2542	24338/79	DAKTARIN ORAL		40g	Gel	Mersaco	Janssen Pharmaceutica NV	Belgium
413	21301/73	DALACIN-C	75mg/5ml	80ml	Flavered granules	No Agent	N.V. Upjhon SA	Belgium
414	23347/75	DALACIN-C 300MG	150mg/ml	2ml	Injectable	Droguerie Fattal  S.A.L.	Pfizer Manufacturing Belgium NV 	Belgium
415	23384/75	DALACIN-C 600MG	150mg/ml	4ml	Injectable	Droguerie Fattal  S.A.L.	Pfizer Manufacturing Belgium NV 	Belgium
1115	27266	DALACIN-T	10mg/ml	30ml	Topical Solution	No Agent	The Upjohn Company	USA
5031	405957/00	DALGEN	6%	60g	Gel	Droguerie de l'Union	Algorithm S.A.L.	Lebanon
8378	186965/14	DANALLI	150mg	16	Capsule	Mapico S.A.R.L.	The United Pharmaceutical Manufacturing Co Ltd	Jordan
8379	186962/14	DANALLI	300mg	16	Capsule	Mapico S.A.R.L.	The United Pharmaceutical Manufacturing Co Ltd	Jordan
8381	186963/14	DANALLI		30g	Gel	Mapico S.A.R.L.	The United Pharmaceutical Manufacturing Co Ltd	Jordan
8380	186964/14	DANALLI T		30ml	Topical Solution	Mapico S.A.R.L.	The United Pharmaceutical Manufacturing Co Ltd	Jordan
1906	78724	DANOL	100mg	100	Capsule	Mersaco	Sanofi Winthrop	UK
1907	78711	DANOL	200mg	100	Capsule	Mersaco	Sanofi Winthrop	UK
5424	221927/09	DAONIL 5MG	5mg	30	Tablet, scored	Mersaco	Benta SAL under license from Sanofi Aventis France	Lebanon
5425	221928/09	DAONIL 5MG	5mg	100	Tablet, scored	Mersaco	Benta SAL under license from Sanofi Aventis France	Lebanon
4084	24492/06	DAROXIME	500mg	10	Tablet, film coated	Sadco	Dar Al Dawa	Jordan
4085	24493/06	DAROXIME	250mg	10	Tablet, film coated	Sadco	Dar Al Dawa	Jordan
6417	166981/11	DAXAS	500mcg	90	Tablet, film coated	Omnipharma	Takeda GmbH	Germany
7083	96886/12	DBL GEMCITABINE INJECTION	200mg/5.3ml	1 Vial	Injectable solution	Food & Drug Corporation FDC	Hospira Australia pty Ltd	Australia
7089	96885/12	DBL GEMCITABINE INJECTION	1g/26.3ml	1Vial	Injectable solution	Food & Drug Corporation FDC	Hospira Australia pty Ltd	Australia
5019	2678/94	D-CHLORPHENIRAMINE MALEATE	2mg	20	Tablet	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
5020	2685/94	D-CHLORPHENIRAMINE MALEATE	6mg	30	Tablet	Pharmaline S.A.L.	Pharmaline SAL	Lebanon
1254		DEANXIT	10mg	50	Dragée	Sadco	H. Lundbeck AS	Denmark
3700	25099/81	DEBRIDAT		250ml	Suspension buvable	Raymond Georges Abou Adal & Co	Parke-Davis	France
3701	208495/97	DEBRIDAT	100mg	30	Tablet, coated	Raymond Georges Abou Adal & Co	Parke-Davis	France
2851	2328/72	DECA DURABOLIN	25mg	1 x 1ml	Injectable	Sadco	N.V. Organon	The Netherlands
