MoPHCode	DFSequence	Form	Route
7038	S1S2S7	Tablet, coated	O-Oral
7384	S1S2S7	Tablet	O-Oral
7496	S1S2S7	Tablet	O-Oral
7497	S1S2S7	Tablet	O-Oral
7498	S1S2S7	Tablet	O-Oral
7724	S1S2S7	Tablet, film coated	O-Oral
7767	S1S2S7	Tablet, film coated	O-Oral
7768	S1S2S7	Tablet, film coated	O-Oral
7769	S1S2S7	Tablet, film coated	O-Oral
7861	S1S2S7	Tablet, film coated	O-Oral
7862	S1S2S7	Tablet, film coated	O-Oral
8118	S1S2S7	Tablet, film coated	O-Oral
8119	S1S2S7	Tablet, film coated	O-Oral
8462	S1S2S7	Tablet	O-Oral
9609	S1S2S7	Tablet, film coated	O-Oral
9610	S1S2S7	Tablet, film coated	O-Oral
6100	S1S2S7	Tablet, film coated	O-Oral
6101	S1S2S7	Tablet, film coated	O-Oral
9745	S1S2S7	Tablet	O-Oral
10357	S1S2S7	Tablet	O-Oral
5376	S1S2S7	Tablet, film coated	O-Oral
6409	S1S2S7	Tablet, film coated	O-Oral
8403	S1S2S7	Tablet, film coated	O-Oral
3367	S1S2S7	Capsule, microionized	O-Oral
5811	S1S2S7	Tablet, film coated	O-Oral
5856	S1S2S7	Capsule	O-Oral
7184	S1S2S7	Capsule	O-Oral
7727	S1S2S7	Tablet	O-Oral
10547	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
10580	S1S2S7	Capsule	O-Oral
8444	S3S5L8	Powder, for suspension	O-Oral
9353	S1S2S7	Capsule	O-Oral
5252	S1S2S7	Tablet	O-Oral
5278	S1S2S7	Tablet	O-Oral
9063	S1S2S7	Tablet	O-Oral
10814	S1S2S7	Tablet	O-Oral
8541	C22C24C23C21	Injectable, solution	SC-Subcutanous
8542	C22C24C23C21	Injectable, solution	SC-Subcutanous
9064	S1S2S7	Tablet	O-Oral
9065	S1S2S7	Tablet	O-Oral
7510	S1S2S7	Capsule, hard	O-Oral
9160	S1S2S7	Tablet, film coated	O-Oral
9161	S1S2S7	Tablet, film coated	O-Oral
7947	S1S2S7	Tablet, film coated	O-Oral
8312	S1S2S7	Tablet	O-Oral
8313	S1S2S7	Tablet	O-Oral
8686	S1S2S7	Tablet, film coated	O-Oral
8687	S1S2S7	Tablet, film coated	O-Oral
8688	S1S2S7	Tablet, film coated	O-Oral
10190	S1S2S7	Tablet, film coated	O-Oral
10191	S1S2S7	Tablet, film coated	O-Oral
10192	S1S2S7	Tablet, film coated	O-Oral
10635	S1S2S7	Capsule, hard	O-Oral
10636	S1S2S7	Capsule, hard	O-Oral
8034	S1S2S7	Caplet, film coated	O-Oral
8035	S1S2S7	Caplet, film coated	O-Oral
8721	S1S2S7	Capsule, hard	O-Oral
8722	S1S2S7	Capsule, hard	O-Oral
8723	S1S2S7	Capsule, hard	O-Oral
7729	L7	Solution	T-Topical
7869	D1	Cream	T-Topical
4646	D3	Gel	T-Topical
9877	D1	Cream	T-Topical
7332	D1	Cream	T-Topical
8273	D1	Cream	T-Topical
8418	L72	Film forming solution / Varnish / Nail laquer	T-Topical
2612	D1	Cream	T-Topical
9496	D3	Gel	T-Topical
9878	D1	Cream	T-Topical
4313	D1	Cream	T-Topical
4318	G2	Spray	T-Topical
6453	D1	Cream	T-Topical
2886	D1	Cream	T-Topical
6978	D1	Cream	T-Topical
2705	D2	Film forming solution	T-Topical
2801	L7	Solution	T-Topical
2802	S3S5L8	Powder	T-Topical
3902	D2	Film forming solution	T-Topical
4067	D1	Cream	T-Topical
6968	L72	Film forming solution / Varnish / Nail laquer	T-Topical
9400	L72	Film forming solution / Varnish / Nail laquer	T-Topical
4362	D1	Cream	T-Topical
4714	D1	Cream	T-Topical
6385	G2	Spray	T-Topical
7156	D1	Cream	T-Topical
10122	D1	Cream	T-Topical
10202	G2	Spray	T-Topical
3903	L72	Film forming solution / Varnish / Nail laquer	T-Topical
8594	L72	Film forming solution / Varnish / Nail laquer	T-Topical
9157	L72	Film forming solution / Varnish / Nail laquer	T-Topical
10646	L72	Film forming solution / Varnish / Nail laquer	T-Topical
2748	D1	Cream	T-Topical
9166	L7	Solution	T-Topical
4423	S1S2S7	Tablet CHOOSE scored	O-Oral
856	S1S2S7	Tablet CHOOSE scored	O-Oral
4361	S1S2S7	Tablet CHOOSE scored	O-Oral
4715	S1S2S7	Tablet	O-Oral
5589	S1S2S7	Tablet	O-Oral
7155	S1S2S7	Tablet	O-Oral
8341	S1S2S7	Tablet	O-Oral
4568	D5	Ointment	T-Topical
4641	D5	Ointment	T-Topical
6367	D1	Cream	T-Topical
4610	D5	Ointment	T-Topical
4621	D5	Ointment	T-Topical
7558	L7	Solution	T-Topical
10168	D3	Gel	T-Topical
259	L3	Emulsion	T-Topical
4499	L7	Solution	T-Topical
1499	D5	Ointment	T-Topical
3992	D1	Cream	T-Topical
7220	D5	Ointment	T-Topical
7543	D5	Ointment	T-Topical
1372	D5	Ointment	T-Topical
1373	D1	Cream	T-Topical
9504	D1	Cream	T-Topical
5211	D3	Gel	T-Topical
5303	D3	Gel	T-Topical
6220	S21S71	Tablet, delayed release / enteric coated / gastro-resistant	O-Oral
10120	D3	Gel	T-Topical
9045	D1	Cream	T-Topical
9907	D1	Cream	T-Topical
164	G2	Spray	T-Topical
1636	G2	Spray	T-Topical
9843	G2	Spray	T-Topical
9953	D3	Jelly	T-Topical
4481	D4	Lotion	T-Topical
4567	D5	Ointment	T-Topical
4600	D5	Ointment	T-Topical
8081	D5	Ointment	T-Topical
6872	D3	Gel	T-Topical
4523	D5	Ointment	T-Topical
4634	D5	Ointment	T-Topical
2747	D5	Ointment	T-Topical
2753	S3S5L8	Powder	T-Topical
4618	D5	Ointment	T-Topical
7321	S3S5L8	Powder	T-Topical
9022	D5	Ointment	T-Topical
1088	D5	Ointment	T-Topical
1089	D1	Cream	T-Topical
1440	D1	Cream	T-Topical
1548	D1	Cream	T-Topical
4400	D1	Cream	T-Topical
5499	D5	Ointment	T-Topical
5500	D1	Cream	T-Topical
7095	D5	Ointment	T-Topical
7531	D1	Cream	T-Topical
8191	D5	Ointment	T-Topical
8192	D1	Cream	T-Topical
9445	D3	Gel	T-Topical
8807	D5	Ointment	T-Topical
1163	D1	Cream	T-Topical
1164	D1	Cream	T-Topical
9179	D1	Cream	T-Topical
9180	D1	Cream	T-Topical
4397	D1	Cream	T-Topical
4632	S3S5L8	Powder	T-Topical
9919	S3S5L8	Powder	T-Topical
771	D1	Cream	T-Topical
772	O2	Gauze	T-Topical
9320	D1	Cream	T-Topical
585	D1	Cream	T-Topical
4287	D1	Cream	T-Topical
5298	D1	Cream	T-Topical
10093	D1	Cream	T-Topical
5783	D1	Cream	T-Topical
9686	D1	Cream	T-Topical
8870	D1	Cream	T-Topical
3698	D3	Gel	T-Topical
7560	D3	Gel	T-Topical
4431	D1	Cream	T-Topical
5027	D1	Cream	T-Topical
8931	D12	Lipocream	T-Topical
8932	D1	Cream	T-Topical
8933	L3	Emulsion	T-Topical
8996	D4	Lotion	TS-Topical,scalp
2800	D1	Cream	T-Topical
508	L7	Solution	TS-Topical,scalp
611	D1	Cream	T-Topical
612	D5	Ointment	T-Topical
4684	D1	Cream	T-Topical
8560	D1	Cream	T-Topical
4417	D1	Cream	T-Topical
3559	D1	Cream	T-Topical
6027	D1	Cream	T-Topical
6905	D1	Cream	T-Topical
7094	D4	Lotion	T-Topical
7539	D1	Cream	T-Topical
7897	L7	Solution	T-Topical
9261	D4	Lotion	T-Topical
9530	D4	Lotion	T-Topical
10136	D1	Cream	T-Topical
10967	D5	Ointment	T-Topical
8017	D1	Cream	T-Topical
10363	D1	Cream	T-Topical
10364	D5	Ointment	T-Topical
9441	D1	Cream	T-Topical
9488	D1	Cream	T-Topical
8052	D1	Cream	T-Topical
4898	D1	Cream	T-Topical
6696	D5	Ointment	T-Topical
6697	D1	Cream	T-Topical
9351	D1	Cream	T-Topical
9352	D5	Ointment	T-Topical
10490	D5	Ointment	T-Topical
10491	D1	Cream	T-Topical
4505	D1	Cream	T-Topical
4613	D5	Ointment	T-Topical
8030	D1	Cream	T-Topical
1527	D1	Cream	T-Topical
7969	D1	Cream	T-Topical
1087	D1	Cream	T-Topical
4688	D1	Cream	T-Topical
6014	D1	Cream	T-Topical
7263	D5	Ointment	T-Topical
7532	D1	Cream	T-Topical
8193	D1	Cream	T-Topical
7687	D1	Cream	T-Topical
9870	D1	Cream	T-Topical
3444	D1	Cream	T-Topical
4411	D1	Cream	T-Topical
5504	D1	Cream	T-Topical
8156	D1	Cream	T-Topical
8563	D5	Ointment	T-Topical
3526	D1	Cream	T-Topical
5239	D5	Ointment	T-Topical
759	D1	Cream	T-Topical
10366	D1	Cream	T-Topical
4903	L7	Solution	T-Topical
4904	L7	Solution	T-Topical
7264	L7	Solution	T-Topical
7718	L7	Solution	T-Topical
8365	D5	Ointment	T-Topical
3605	L7	Solution	T-Topical
3611	D5	Ointment	T-Topical
5954	L7	Solution	T-Topical
8250	L7	Solution	T-Topical
8251	L7	Solution	T-Topical
8757	G2	Spray	T-Topical
9029	L7	Solution	T-Topical
4559	L7	Solution	T-Topical
4532	L7	Solution	T-Topical
4488	L7	Solution	T-Topical
4490	L7	Solution	T-Topical
4492	L7	Solution	T-Topical
4494	L7	Solution	T-Topical
4590	L7	Solution	T-Topical
4591	L7	Solution	T-Topical
4592	L7	Solution	T-Topical
4594	L7	Solution	T-Topical
3414	D1	Cream	T-Topical
4367	L7	Solution	T-Topical
4368	L7	Solution	T-Topical
4369	L7	Solution	T-Topical
7494	D1	Cream	T-Topical
9215	D1	Cream	T-Topical
3415	D3	Gel	T-Topical
8652	D1	Cream	T-Topical
10938	D3	Gel	T-Topical
10939	D3	Gel	T-Topical
8928	D3	Gel	T-Topical
4467	D3	Gel	T-Topical
5095	D3	Gel	T-Topical
7660	D3	Gel	T-Topical
7661	D3	Gel	T-Topical
9061	D3	Gel	T-Topical
10671	D3	Gel	T-Topical
3694	D3	Gel	T-Topical
3695	D3	Gel	T-Topical
9343	D3	Gel	T-Topical
5235	D3	Gel	T-Topical
6240	D3	Gel	T-Topical
6336	L7	Solution	T-Topical
6390	D3	Gel	T-Topical
7825	D3	Gel	T-Topical
8380	L7	Solution	T-Topical
8381	D3	Gel	T-Topical
2767	D4	Lotion	T-Topical
4414	L7	Solution	T-Topical
4439	L7	Solution	T-Topical
7875	D3	Gel	T-Topical
6337	D1	Cream	T-Topical
6400	D1	Cream	T-Topical
6979	D1	Cream	T-Topical
9330	D3	Gel	T-Topical
8014	D3	Gel	T-Topical
10365	D1	Cream	T-Topical
3976	S1S2S7	Capsule, soft / liquid gel / liquid filled / soft gelatin	O-Oral
3977	S1S2S7	Capsule, soft / liquid gel / liquid filled / soft gelatin	O-Oral
3978	S1S2S7	Capsule, soft / liquid gel / liquid filled / soft gelatin	O-Oral
4075	S1S2S7	Capsule, hard	O-Oral
5114	S1S2S7	Capsule, soft / liquid gel / liquid filled / soft gelatin	O-Oral
5482	S1S2S7	Capsule	O-Oral
5483	S1S2S7	Capsule	O-Oral
8593	S1S2S7	Capsule, soft / liquid gel / liquid filled / soft gelatin	O-Oral
8724	S1S2S7	Capsule, soft / liquid gel / liquid filled / soft gelatin	O-Oral
8725	S1S2S7	Capsule, soft / liquid gel / liquid filled / soft gelatin	O-Oral
10451	S1S2S7	Capsule, soft / liquid gel / liquid filled / soft gelatin	O-Oral
10452	S1S2S7	Capsule, soft / liquid gel / liquid filled / soft gelatin	O-Oral
10453	S1S2S7	Capsule, soft / liquid gel / liquid filled / soft gelatin	O-Oral
10454	S1S2S7	Capsule, soft / liquid gel / liquid filled / soft gelatin	O-Oral
9017	D5	Ointment	T-Topical
9329	D5	Ointment	T-Topical
7630	D1	Cream	T-Topical
10255	C22C24C23C21	Injectable, solution	SC-Subcutanous
10623	C22C24C23C21	Injectable, solution	SC-Subcutanous
10369	D5	Ointment	T-Topical
10370	D5	Ointment	T-Topical
10329	D5	Ointment	T-Topical
2755	L7	Solution	TS-Topical,scalp
5205	L7	Solution	TS-Topical,scalp
6096	L7	Solution	TS-Topical,scalp
6144	L7	Solution	TS-Topical,scalp
6402	L7	Solution	TS-Topical,scalp
8274	C1	Foam	TS-Topical,scalp
8275	C1	Foam	TS-Topical,scalp
8451	L7	Solution	TS-Topical,scalp
8953	L7	Solution	TS-Topical,scalp
10090	L7	Solution	TS-Topical,scalp
7697	D1	Cream	T-Topical
7612	D3	Gel	T-Topical
8411	D3	Gel	T-Topical
9687	G2	Spray	T-Topical
9409	D1	Cream	T-Topical
9410	D1	Cream	T-Topical
10290	S6	Ovule	V-Vaginal
3711	S1S2S7	Capsule	V-Vaginal
6169	S1S2S7	Capsule	V-Vaginal
9769	S1S2S7	Tablet	O-Oral
6182	S1S2S7	Tablet	O-Oral
7681	S6	Ovule	V-Vaginal
2579	S6	Ovule	V-Vaginal
7235	S1S2S7	Tablet	O-Oral
8098	S1S2S7	Tablet	O-Oral
10852	S1S2S7	Tablet	O-Oral
1459	S6	Ovule	V-Vaginal
1460	S6	Ovule	V-Vaginal
3268	S6	Ovule	V-Vaginal
7761	S6	Ovule	V-Vaginal
10289	S6	Ovule	V-Vaginal
4315	D1	Cream	V-Vaginal
4316	S6	Ovule	V-Vaginal
4317	S6	Ovule	V-Vaginal
4319	S6	Ovule	V-Vaginal
11035	S6	Suppository	V-Vaginal
5071	S6	Suppository	V-Vaginal
6213	S3S5L8	Suspension	O-Oral
6420	S3S5L8	Suspension	O-Oral
6421	S1S2S7	Capsule	O-Oral
9083	S3S5L8	Powder, for suspension	O-Oral
3610	L7	Solution	V-Vaginal
5135	S6	Ovule	V-Vaginal
7183	S6	Vaginal delivery system	V-Vaginal
2937	C22C24C23C21	Injectable, solution	Inf-IV-IM-Infusion-Intravenous-Intramuscular
8577	C22C24C23C21	Injectable, solution	Inf-IV-IM-Infusion-Intravenous-Intramuscular
10838	C22C24C23C21	Injectable, solution	Inf-IV-IM-Infusion-Intravenous-Intramuscular
10839	C22C24C23C21	Injectable, solution	Inf-IV-IM-Infusion-Intravenous-Intramuscular
2936	O5	Ring	V-Vaginal
5208	O3	Implant	IUt - Intrauterin
5311	C22C24C23C21	Injectable, solution	Inf-Infusion
1301	S1S2S7	Tablet CHOOSE scored	O-Oral
1302	S1S2S7	Tablet CHOOSE scored	O-Oral
7826	S1S2S7	Tablet CHOOSE scored	O-Oral
7827	S1S2S7	Tablet CHOOSE scored	O-Oral
3411	C22C24C23C21	Injectable, solution	Inf-IV-Infusion-Intravenous
3412	C22C24C23C21	Injectable, solution	Inf-IV-Infusion-Intravenous
2905	S1S2S7	Tablet	O-Oral
9601	S1S2S7	Tablet, film coated	O-Oral
8622	S1S2S7	Tablet, coated	O-Oral
8684	S1S2S7	Tablet, coated	O-Oral
544	S1S2S7	Tablet, film coated	O-Oral
6284	S1S2S7	Tablet, film coated	O-Oral
9096	S1S2S7	Tablet, film coated	O-Oral
9108	S1S2S7	Tablet, film coated	O-Oral
9112	S1S2S7	Tablet, film coated	O-Oral
9243	S1S2S7	Tablet, film coated	O-Oral
141	S1S2S7	Tablet, sugar coated	O-Oral
8018	O3	Implant	TD-Transdermal
3920	S1S2S7	Tablet, film coated	O-Oral
9042	S1S2S7	Tablet, film coated	O-Oral
10861	S1S2S7	Tablet, film coated	O-Oral
7852	S1S2S7	Tablet, film coated	O-Oral
9761	S1S2S7	Tablet	O-Oral
6561	S1S2S7	Tablet	O-Oral
8480	S1S2S7	Tablet	O-Oral
542	C22C24C23C21	Injectable, solution	IM-Intramuscular
8779	D3	Gel	T-Topical
8270	S1S2S7	Tablet	O-Oral
2043	S1S2S7	Tablet, film coated	O-Oral
6757	S1S2S7	Tablet	O-Oral
8225	D3	Gel	T-Topical
8761	D1	Cream	V-Vaginal
9455	D3	Gel	T-Topical
8360	D3	Gel	V-Vaginal
1007	S1S2S7	Tablet	O-Oral
8664	S1S2S7	Tablet	O-Oral
2904	S1S2S7	Tablet	O-Oral
8272	C22C24C23C21	Injectable, solution	IM-Intramuscular
117	S1S2S7	Capsule	O-Oral-V-Vaginal
968	S1S2S7	Capsule, soft / liquid gel / liquid filled / soft gelatin	O-Oral-V-Vaginal
969	S1S2S7	Capsule, soft / liquid gel / liquid filled / soft gelatin	O-Oral-V-Vaginal
5332	D3	Gel	V-Vaginal
5593	S1S2S7	Capsule	O-Oral-V-Vaginal
5986	D3	Gel	T-Topical
6738	D3	Gel	T-Topical
6739	S1S2S7	Capsule	O-Oral-V-Vaginal
6767	S1S2S7	Tablet	O-Oral
7069	C22C24C23C21	Injectable, solution	IM-Intramuscular
7253	S6	Suppository	R-V-Rectal-Vaginal
7319	S6	Suppository	V-Vaginal
8226	S1S2S7	Capsule	O-Oral-V-Vaginal
8616	S1S2S7	Capsule	O-Oral-V-Vaginal
8929	S1S2S7	Capsule	O-Oral-V-Vaginal
9118	D3	Gel	T-Topical
9299	C22C24C23C21	Injectable, solution	SC-Subcutanous
3172	S1S2S7	Tablet, film coated	O-Oral
6664	S1S2S7	Tablet	O-Oral
10026	S1S2S7	Tablet	O-Oral
2938	S1S2S7	Tablet, film coated	O-Oral
2012	S1S2S7	Tablet, film coated	O-Oral
2045	S1S2S7	Tablet, film coated	O-Oral
9092	S1S2S7	Tablet, film coated	O-Oral
8269	S1S2S7	Tablet	O-Oral
2041	S1S2S7	Tablet, film coated	O-Oral
8048	C221C24	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	IM-SC-Intramuscular-Subcutanous
8746	C221C24	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	IM-SC-Intramuscular-Subcutanous
8747	C221C24	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	IM-SC-Intramuscular-Subcutanous
5612	C22C24C23C21	Injectable, powder, for solution CHOOSE with diluent	IM-SC-Intramuscular-Subcutanous
7178	C22C24C23C21	Injectable, powder, for solution CHOOSE with diluent	IM-SC-Intramuscular-Subcutanous
7179	C22C24C23C21	Injectable, powder, for solution CHOOSE with diluent	IM-SC-Intramuscular-Subcutanous
9269	C22C24C23C21	Injectable, powder, for solution CHOOSE with diluent	IM-SC-Intramuscular-Subcutanous
9270	C22C24C23C21	Injectable, powder, for solution CHOOSE with diluent	IM-SC-Intramuscular-Subcutanous
9356	C22C24C23C21	Injectable, powder, for solution CHOOSE with diluent	IM-SC-Intramuscular-Subcutanous
9357	C22C24C23C21	Injectable, powder, for solution CHOOSE with diluent	IM-SC-Intramuscular-Subcutanous
3904	C221C24	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	IM-SC-Intramuscular-Subcutanous
3905	C221C24	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	IM-SC-Intramuscular-Subcutanous
509	C22C24C23C21	Injectable, powder, for solution CHOOSE with diluent	SC-Subcutanous
4025	C22C24C23C21	Injectable, solution	SC-Subcutanous
5334	C22C24C23C21	Injectable, solution	SC-Subcutanous
5595	C22C24C23C21	Injectable, solution	SC-Subcutanous
10086	C22C24C23C21	Injectable, solution	SC-Subcutanous
10087	C22C24C23C21	Injectable, solution	SC-Subcutanous
8908	C22C24C23C21	Injectable, solution	IM-SC-Intramuscular-Subcutanous
8909	C22C24C23C21	Injectable, solution	IM-SC-Intramuscular-Subcutanous
10507	C22C24C23C21	Injectable, solution	IM-SC-Intramuscular-Subcutanous
10508	C22C24C23C21	Injectable, solution	IM-SC-Intramuscular-Subcutanous
9920	C22C24C23C21	Injectable, solution	SC-Subcutanous
10975	C22C24C23C21	Injectable, solution	SC-Subcutanous
11021	C22C24C23C21	Injectable, solution	SC-Subcutanous
11022	C22C24C23C21	Injectable, solution	SC-Subcutanous
6470	C22C24C23C21	Injectable, powder, for solution CHOOSE with diluent	SC-Subcutanous
8292	S1S2S7	Tablet	O-Oral
133	S1S2S7	Tablet	O-Oral
138	S1S2S7	Tablet	O-Oral
545	S1S2S7	Tablet, film coated	O-Oral
7465	S1S2S7	Tablet	O-Oral
8301	S1S2S7	Tablet, coated	O-Oral
4596	S1S2S7	Tablet	O-Oral
6918	S1S2S7	Tablet, film coated	O-Oral
9114	S1S2S7	Tablet, coated	O-Oral
10313	S6	Suppository	V-Vaginal
6352	S3S5L8	Granules	O-Oral
6290	S3S5L8	Granules, effervescents	O-Oral
10143	S3S5L8	Granules	O-Oral
4246	S1S2S7	Tablet, film coated	O-Oral
5792	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
5979	S22S72	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
10106	S22S72	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
10474	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
9420	S1S2S7	Tablet, film coated	O-Oral
3980	S1S2S7	Tablet, film coated	O-Oral
3981	S1S2S7	Tablet, film coated	O-Oral
9036	S1S2S7	Tablet, film coated	O-Oral
9037	S1S2S7	Tablet, film coated	O-Oral
10333	S1S2S7	Tablet, film coated	O-Oral
10334	S1S2S7	Tablet, film coated	O-Oral
10695	S1S2S7	Tablet, film coated	O-Oral
10696	S1S2S7	Tablet, film coated	O-Oral
10836	S1S2S7	Tablet	O-Oral
10837	S1S2S7	Tablet	O-Oral
6401	S1S2S7	Tablet, film coated	O-Oral
7733	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
3996	S1S2S7	Tablet, film coated	O-Oral
7261	S1S2S7	Tablet, film coated	O-Oral
7485	D2	Film, orally soluble	O-Oral
7536	S1S2S7	Tablet	O-Oral
8531	S1S2S7	Tablet, film coated	O-Oral
8532	S1S2S7	Tablet, film coated	O-Oral
9151	S1S2S7	Tablet, film coated	O-Oral
9387	S1S2S7	Tablet, film coated	O-Oral
9734	S1S2S7	Tablet, film coated	O-Oral
10011	S1S2S7	Tablet	O-Oral
10012	S1S2S7	Tablet	O-Oral
10020	S1S2S7	Tablet, coated	O-Oral
10243	S1S2S7	Tablet, film coated	O-Oral
10244	S1S2S7	Tablet, film coated	O-Oral
10605	S1S2S7	Tablet, film coated	O-Oral
10606	S1S2S7	Tablet, film coated	O-Oral
10608	S1S2S7	Tablet, film coated	O-Oral
4677	S1S2S7	Tablet, film coated	O-Oral
5157	S1S2S7	Tablet, film coated	O-Oral
5583	S1S2S7	Tablet	O-Oral
5976	S1S2S7	Tablet, film coated	O-Oral
6121	S1S2S7	Tablet	O-Oral
6163	S1S2S7	Tablet, film coated	O-Oral
6557	S1S2S7	Tablet	O-Oral
7600	S1S2S7	Tablet, film coated	O-Oral
7698	S1S2S7	Tablet, film coated	O-Oral
7755	S1S2S7	Tablet, film coated	O-Oral
7798	S1S2S7	Tablet, film coated	O-Oral
8036	S1S2S7	Tablet, film coated	O-Oral
8695	S1S2S7	Tablet, film coated	O-Oral
8741	S1S2S7	Tablet, film coated	O-Oral
9244	S1S2S7	Tablet	O-Oral
9259	S1S2S7	Tablet, film coated	O-Oral
9260	S1S2S7	Tablet, film coated	O-Oral
9340	S1S2S7	Tablet, film coated	O-Oral
9433	S1S2S7	Tablet, film coated	O-Oral
9545	S1S2S7	Tablet, film coated	O-Oral
9936	S1S2S7	Tablet, film coated	O-Oral
9994	S1S2S7	Tablet, film coated	O-Oral
10188	S1S2S7	Tablet, film coated	O-Oral
10335	D2	Film, orodispersible	O-Oral
10354	S1S2S7	Tablet, film coated	O-Oral
10429	D2	Film, orodispersible	O-Oral
10562	S1S2S7	Tablet	O-Oral
10563	S1S2S7	Tablet	O-Oral
10600	S1S2S7	Tablet, coated	O-Oral
10798	S1S2S7	Tablet, film coated	O-Oral
10799	S1S2S7	Tablet, film coated	O-Oral
10845	D2	Film, orodispersible	O-Oral
2708	S1S2S7	Tablet, film coated	O-Oral
6772	S1S2S7	Tablet, orally disintegrating / mouth dissolving / orodispersible	O-Oral
10607	S1S2S7	Tablet, orally disintegrating / mouth dissolving / orodispersible	O-Oral
4608	S1S2S7	Tablet, coated	O-Oral
1204	S1S2S7	Capsule	O-Oral
8231	S1S2S7	Tablet, coated	O-Oral
7291	S1S2S7	Tablet, film coated	O-Oral
7292	S1S2S7	Tablet, film coated	O-Oral
8777	S1S2S7	Tablet, film coated	O-Oral
8778	S1S2S7	Tablet, film coated	O-Oral
3110	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
5983	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
8306	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
8544	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
9437	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
5087	S22S72	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
5468	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
6029	S22S72	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
7316	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
8589	S22S72	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
9072	S22S72	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
6344	S1S2S7	Capsule	O-Oral
6345	S1S2S7	Capsule	O-Oral
10948	S1S2S7	Capsule	O-Oral
10949	S1S2S7	Capsule	O-Oral
10913	S1S2S7	Capsule	O-Oral
9318	S22S72	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	O-Oral
5546	S1S2S7	Tablet, film coated	O-Oral
5547	S1S2S7	Tablet, film coated	O-Oral
5639	S1S2S7	Tablet, film coated	O-Oral
8070	S1S2S7	Tablet, film coated	O-Oral
8588	S1S2S7	Tablet, film coated	O-Oral
9081	S1S2S7	Tablet, film coated	O-Oral
9317	S1S2S7	Tablet, film coated	O-Oral
9414	S1S2S7	Capsule, soft / liquid gel / liquid filled / soft gelatin	O-Oral
10181	S1S2S7	Capsule	O-Oral
10692	S1S2S7	Capsule	O-Oral
2815	S1S2S7	Capsule	O-Oral
8285	C221C24	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	IM-Intramuscular
2014	C22C24C23C21	Injectable, solution	SC-Subcutanous
2015	C22C24C23C21	Injectable, solution	SC-Subcutanous
5185	C22C24C23C21	Injectable, solution	SC-Subcutanous
7032	C22C24C23C21	Injectable, solution	SC-Subcutanous
9395	C22C24C23C21	Injectable, powder, for solution CHOOSE with diluent	SC-Subcutanous
9837	C22C24C23C21	Injectable, powder, for solution CHOOSE with diluent	SC-Subcutanous
10863	C221C24	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	IM-SC-Intramuscular-Subcutanous
