MoPHCode	Form	Scored
8470	Tablet, film coated	
8471	Tablet, film coated	
8753	Tablet	
8754	Tablet	
10811	Tablet, coated CHOOSE scored	YES
10812	Tablet, coated CHOOSE scored	YES
10813	Tablet, coated CHOOSE scored	YES
3047	Tablet, orally disintegrating / mouth dissolving / orodispersible	
8556	Tablet, film coated	
5088	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
5089	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
5248	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
5877	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
8299	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
8300	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
8823	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
8824	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
8827	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
8828	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
8829	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
10593	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
10594	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
7790	Capsule, delayed release / enteric coated / gastro-resistant	
7791	Capsule, delayed release / enteric coated / gastro-resistant	
8342	Capsule, delayed release / enteric coated / gastro-resistant	
8343	Capsule, delayed release / enteric coated / gastro-resistant	
8888	Capsule, delayed release / enteric coated / gastro-resistant	
8889	Capsule, delayed release / enteric coated / gastro-resistant	
9093	Capsule, delayed release / enteric coated / gastro-resistant	
9094	Capsule, delayed release / enteric coated / gastro-resistant	
9499	Capsule, delayed release / enteric coated / gastro-resistant	
9500	Capsule, delayed release / enteric coated / gastro-resistant	
5996	Tablet, film coated	
7996	Tablet, film coated	
7997	Tablet, film coated	
7998	Tablet, film coated	
10524	Spray	
885	Tablet	
6486	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
6487	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
6488	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
6489	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
10465	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
10466	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
10467	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
10468	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
9007	Tablet	
3887	Capsule, hard	
3888	Capsule, hard	
3889	Capsule, hard	
3890	Capsule, hard	
3891	Capsule, hard	
7514	Capsule	
7515	Capsule	
7516	Capsule	
7517	Capsule	
7518	Capsule	
10855	Tablet, film coated	
6197	Injectable, solution	
8165	Syrup	
10618	Syrup	
10933	Syrup	
7559	Tablet	
7878	Tablet, film coated	
9201	Tablet, film coated	
6088	Tablet	
6089	Tablet	
7360	Tablet, film coated	
7361	Tablet, film coated	
8096	Tablet, orally disintegrating / mouth dissolving / orodispersible	
8177	Tablet, orally disintegrating / mouth dissolving / orodispersible	
8466	Tablet, film coated	
8467	Tablet, film coated	
8960	Tablet, film coated	
8961	Tablet, film coated	
10419	Tablet, film coated	
10420	Tablet, film coated	
11015	Tablet, coated	
11018	Tablet, coated	
5710	Patch	
5711	Patch	
8491	Patch	
8949	Capsule	
8950	Capsule	
8951	Capsule	
10416	Capsule	
10417	Capsule	
10418	Capsule	
11028	Capsule	
11029	Capsule	
1241	Tablet, film coated	
5801	Tablet, film coated	
7121	Tablet, film coated	
8419	Tablet, film coated	
8420	Tablet, film coated	
8628	Tablet	
8796	Tablet, coated	
8797	Tablet, coated CHOOSE scored	YES
9284	Tablet, film coated CHOOSE scored	YES
9285	Tablet, film coated	
2855	Injectable, solution	
8578	Injectable, solution	
8459	Tablet, sugar coated	
9908	Tablet, film coated	
9909	Tablet, film coated	
9362	Tablet, delayed release / enteric coated / gastro-resistant	
5688	Tablet	
5689	Tablet	
5690	Tablet	
10716	Injectable solution prolonged release	
10717	Injectable solution prolonged release	
10718	Injectable solution prolonged release	
10719	Injectable solution prolonged release	
10720	Injectable solution prolonged release	
10721	Injectable solution prolonged release	
10722	Injectable solution prolonged release	
9553	Tablet	
9554	Tablet	
9699	Tablet	
4374	Tablet CHOOSE scored	YES
4721	Tablet	
4722	Tablet	
5174	Tablet	
5175	Tablet CHOOSE scored	YES
5476	Tablet	
5969	Tablet CHOOSE scored	YES
6387	Tablet	
7792	Tablet	
10531	Tablet	
2476	Tablet	
4389	Capsule	
4582	Capsule	
10460	Tablet	
2349	Tablet	
4095	Injectable, solution	
4097	Injectable, solution	
3340	Tablet, film coated	
7078	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
10227	Capsule	
958	Injectable, solution	
1191	Injectable, solution	
1685	Tablet	
1686	Tablet	
1746	Tablet, film coated	
1747	Tablet, film coated	
2661	Injectable, solution	
3483	Tablet	
4345	Syrup	
4611	Tablet	
4619	Suspension	
5833	Injectable, solution	
6713	Tablet	
8402	Injectable, solution	
9575	Suspension	
5220	Granules	
7289	Tablet, coated	
10375	Tablet, film coated	
9406	Tablet	
9873	Tablet	
9874	Suspension	
1350	Tablet	
1351	Suspension	
6434	Tablet	
4569	Syrup	
4620	Elixir	
10447	Tablet	
10514	Tablet	
10515	Tablet	
4554	Tablet	
4633	Tablet	
4454	Shampoo	
4598	Shampoo	
4599	Lotion	
10056	Shampoo	
4377	Lotion	
4547	Lotion	
8443	Spray	
1194	Spray	
10067	Drops, solution	
10068	Metered dose, spray	
10069	Metered dose, spray	
10123	Metered dose, spray	
10291	Metered dose, inhaler	
10651	Drops, solution	
6726	Spray	
8975	Spray	
8976	Spray	
8978	Drops, solution	
10153	Spray	
10203	Spray	
10894	Spray	
5915	Spray	
6946	Spray	
7877	Spray	
624	Spray	
3490	Spray	
6825	Spray	
10893	Spray	
5624	Spray	
6763	Spray	
6834	Spray	
7806	Spray	
8362	Spray	
9600	Spray	
1781	Spray	
5234	Spray	
5980	Suspension	
6975	Metered dose, spray	
4607	Spray	
9531	Spray	
5879	Tablet ADD capsule	
9419	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
10252	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
4270	Syrup	
1210	Tablet, coated	
1211	Syrup	
2576	Spray	
8144	Lozenge	
8920	Lozenge	
9360	Syrup	
9361	Tablet, coated	
7744	Tablet, chewable	
3607	Gargle / Mouthwash	
8756	Spray	
2630	Tablet, chewable	
2634	Spray	
3847	Lozenge	
7142	Metered dose, inhaler	
519	Metered dose, inhaler	
603	Syrup	
1383	Syrup	
1384	Metered dose, inhaler	
3994	Syrup	
4354	Tablet CHOOSE scored	YES
4660	Syrup	
5949	Solution, inhalation	
9019	Metered dose, inhaler	
9842	Metered dose, inhaler	
889	Capsule, inhalation	
3393	Powder, inhalation	
6249	Capsule, inhalation	
5891	Capsule, inhalation	
5356	Suspension, inhalation	
5357	Suspension, inhalation	
5358	Suspension, inhalation	
6123	Rotacaps	
6124	Rotacaps	
6125	Rotacaps	
6126	Suspension, inhalation	
6127	Suspension, inhalation	
8394	Powder, inhalation	
8395	Powder, inhalation	
8396	Powder, inhalation	
9246	Capsule, inhalation	
9247	Capsule, inhalation	
9248	Capsule, inhalation	
10803	Powder, inhalation	
10804	Powder, inhalation	
10805	Powder, inhalation	
10898	Suspension, inhalation	
1595	Powder, inhalation	
5250	Powder, inhalation	
5984	Powder, inhalation	
6157	Metered dose, inhaler	
6073	Solution, inhalation	
10115	Powder, inhalation	
7907	Powder, inhalation	
7908	Powder, inhalation	
7446	Metered dose, inhaler	
7447	Metered dose, inhaler	
8147	Suspension, inhalation	
8148	Suspension, inhalation	
8149	Suspension, inhalation	
9667	Capsule, inhalation	
9668	Capsule, inhalation	
6474	Metered dose, inhaler	
7445	Metered dose, inhaler	
2227	Metered dose, inhaler	
5481	Metered dose, inhaler	
6097	Solution, inhalation	
8435	Solution, inhalation	
10145	Powder, inhalation	
7989	Capsule, inhalation	
8543	Solution, inhalation	
1179	Solution, inhalation	
10897	Solution, inhalation	
3621	Powder, inhalation	
5121	Suspension, inhalation	
6158	Metered dose, inhaler	
6217	Respule	
8782	Suspension, inhalation	
8800	Suspension, inhalation	
9238	Suspension, inhalation	
9239	Suspension, inhalation	
10162	Suspension, inhalation	
637	Suspension, inhalation	
638	Suspension, inhalation	
639	Suspension, inhalation	
5359	Suspension, inhalation	
5360	Suspension, inhalation	
5361	Suspension, inhalation	
10107	Suspension, inhalation	
10179	Suspension, inhalation	
10180	Suspension, inhalation	
5924	Metered dose, inhaler	
5925	Metered dose, inhaler	
9701	Spray	
9702	Metered dose, inhaler	
1878	Solution, inhalation	
1879	Solution, inhalation	
2226	Metered dose, inhaler	
6120	Solution, inhalation	
8374	Solution, inhalation	
2370	Capsule, inhalation	
5625	Rotacaps	
5630	Solution, inhalation	
9245	Capsule, inhalation	
7534	Capsule, inhalation	
10862	Solution, inhalation	
6080	Metered dose, inhaler	
4563	Elixir	
4636	Elixir	
2127	Injectable, solution	
4416	Tablet CHOOSE scored	YES
4583	Suppository	
4593	Suppository	
7730	Syrup	
7731	Tablet	
4350	Suppository	
4351	Suppository	
4333	Elixir	
4638	Tablet	
1057	Tablet, chewable	
1058	Tablet, film coated	
4082	Tablet, chewable	
5161	Tablet	
5970	Tablet	
5971	Tablet	
6243	Tablet, film coated	
6293	Tablet, film coated	
6940	Tablet, chewable	
6941	Tablet, film coated	
6942	Tablet, chewable	
6991	Tablet, chewable	
6992	Tablet, chewable	
7047	Tablet, film coated	
7486	Tablet, chewable	
7487	Tablet, chewable	
7770	Tablet, chewable	
7771	Tablet, chewable	
7772	Tablet, film coated	
7864	Tablet, film coated	
8407	Granules	
5194	Injectable, lyophilised / freeze-dried / dry powder, for solution CHOOSE with diluent	
10817	Injectable, solution	
10818	Injectable, solution	
9547	Tablet, film coated	
10144	Injectable, solution	
10762	Injectable, solution	
3832	Syrup	
10424	Suppository	
10643	Syrup	
10768	Suppository	
4541	Syrup	
4628	Syrup	
9537	Syrup	
7393	Tablet, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
2652	Elixir	
253	Drops, concentrated	
7940	Suppository	
8424	Syrup	
8847	Syrup	
8952	Tablet, effervescent	
9183	Syrup	
9358	edit form to be specific	
9454	Syrup	
9505	Syrup	
9860	Syrup	
10648	Lozenge	
10649	Suppository	
2288	Granules, for solution	
5143	Tablet, effervescent	
5912	Tablet, effervescent	
5913	Syrup	
9204	Granules, for suspension	
10060	Powder, for suspension	
4380	Elixir	
3069	Syrup	
4649	Syrup	
4650	Syrup	
5580	Syrup	
1239	Syrup	
1240	Tablet	
3491	Syrup	
5859	Syrup	
7530	Syrup	
9391	Capsule	
9739	Syrup	
9740	Syrup	
9741	Tablet	
10582	Syrup	
10013	Syrup	
6048	Solution, inhalation	
4290	Tablet	
4295	Syrup	
7285	Syrup	
10681	Syrup	
4370	Syrup	
6835	Syrup	
7909	Syrup	
10124	Drops, solution	
10125	Syrup	
9624	Suspension	
2289	Tablet, coated	
3774	Suppository	
3775	Suppository	
10296	Tablet	
2543	Syrup	
3070	Syrup	
3592	Syrup	
4086	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
4293	Syrup	
4294	Syrup	
4296	Syrup	
4379	Elixir	
4395	Capsule	
4396	Syrup	
4564	Capsule	
4587	Syrup	
4651	Syrup	
5021	Syrup	
5781	Spray	
7817	Tablet	
8708	Syrup	
8709	Capsule	
9989	Granules, for solution	
9990	Granules, for solution	
9991	Granules, for solution	
9992	Granules, for solution	
10138	Elixir	
10753	Capsule	
9685	Injectable, solution	
1352	Syrup	
4540	Syrup	
5241	Syrup	
6762	Syrup	
10865	Capsule, controlled release / extended release / modified release / prolonged release / slow release / sustained release	
8748	Gel	
4429	Syrup	
9927	Tablet, coated	
4589	Tablet, sugar coated	
6113	Capsule	
6691	Syrup	
3038	Injectable, solution	
4463	Syrup	
4622	Tablet	
5390	Syrup	
10058	Syrup	
2521	Syrup	
4586	Syrup	
1852	Tablet	
3853	Tablet, film coated	
3854	Syrup	
4387	Tablet CHOOSE scored	YES
4388	Syrup	
6013	Tablet, film coated	
8284	Drops, solution	
8633	Drops, solution	
8634	Tablet, film coated	
8635	Syrup	
7221	Syrup	
7222	Tablet, film coated	
8657	Tablet, film coated	
8833	Tablet, film coated	
10792	Tablet, film coated	
4288	Syrup	
5647	Syrup	
5648	Tablet, film coated	
6841	Tablet	
7922	Tablet, film coated	
8404	Tablet, repetab	
9196	Syrup	
9535	Syrup	
10055	Syrup	
10742	Syrup	
11036	Syrup	
11037	Syrup	
11038	Syrup	
4331	Tablet	
803	Tablet	
804	Syrup	
1141	Tablet	
1490	Syrup	
1491	Tablet	
3570	Tablet	
3959	Tablet	
3960	Syrup	
5691	Tablet	
8405	Syrup	
8406	Tablet	
9657	Tablet	
484	Tablet, film coated	
10176	Tablet, coated	
5292	Tablet, coated	
5988	Tablet, coated	
6077	Tablet, film coated	
6078	Tablet, film coated	
6700	Tablet, coated	
8637	Tablet, film coated	
8638	Tablet, film coated	
10169	Tablet, film coated	
10170	Tablet, film coated	
10171	Tablet, film coated	
5159	Tablet	
5182	Syrup	
5519	Syrup	
6237	Tablet, film coated	
6388	Tablet	
6986	Syrup	
7304	Tablet, film coated	
7437	Syrup	
7509	Tablet, film coated	
7562	Tablet, film coated	
8060	Tablet, film coated	
8329	Syrup	
9746	Syrup	
9747	Tablet, film coated	
10743	Tablet	
10744	Syrup	
10901	Syrup	
9532	Tablet	
7257	Tablet	
9940	Syrup	
7502	Suspension	
8456	Injectable, suspension	
8457	Injectable, suspension	
4061	Suspension	
4524	Ointment	
4635	Ointment	
7662	Drops, solution	
10801	Ointment	
8323	Drops, solution	
10220	Drops, solution	
7839	Drops, solution	
8957	Ointment	
6692	Drops, solution	
7057	Gel	
3382	Drops, solution	
3963	Drops, suspension	
7932	Gel	
9918	Drops, solution	
10059	Drops, solution	
11032	Drops, solution	
9660	Drops, solution	
5240	Drops, solution	
9723	Drops, solution	
9829	Drops, solution	
8927	Suspension	
6694	Drops, solution	
6993	Implant	
369	Drops, suspension	
5363	Drops, suspension	
8887	Gel	
9764	Implant	
2451	Drops, solution	
7527	Drops, solution	
10332	Drops, solution	
9726	Drops, suspension	
5886	Drops, suspension	
3525	Drops, suspension	
6360	Drops, solution	
6752	Drops, suspension	
8363	Ointment	
9344	Ointment	
9345	Ointment	
3962	Drops, suspension	
4098	Drops, solution	
7153	Drops, solution	
10089	Drops, solution	
10831	Drops, solution	
3733	Injectable, solution	
10016	Injectable, powder, for solution CHOOSE with diluent	
973	Tablet	
8913	Drops, solution	
10972	Drops, solution	
9661	Drops, suspension	
9725	Drops, suspension	
9619	Drops, solution	
9770	Drops, solution	
579	Drops, solution	
3961	Drops, solution	
4100	Drops, solution	
5103	Drops, solution	
8915	Drops, solution	
9658	Drops, solution	
9820	Drops, solution	
10061	Drops, solution	
10942	Drops, solution	
1292	Drops, solution	
9797	Drops, solution	
10542	Drops, solution	
6187	Drops, solution	
9724	Drops, solution	
8914	Drops, solution	
10832	Drops, solution	
7933	Drops, solution	
3054	Drops, solution	
7959	Drops, solution	
9050	Drops, solution	
10014	Drops, solution	
3074	Drops, solution	
2520	Suspension	
7987	Drops, solution	
6674	Drops, solution	
8502	Drops, solution	
8672	Drops, solution	
10510	Drops, solution	
10911	Drops, solution	
9621	Drops, solution	
9662	Drops, solution	
9677	Drops, solution	
7555	Drops, solution	
5199	Injectable, solution	
5209	Injectable, solution	
7420	Injectable, solution	
10436	Injectable, solution	
10261	Emulsion	
3247	Drops, solution	
10856	Drops, solution	
3780	Drops, solution	
9182	Drops, solution	
4451	Drops, solution	
4245	Drops, solution	
6754	Drops, solution	
4513	Drops, solution	
4297	Drops, solution	
5045	Drops, solution	
2382	Drops, solution	
8528	Powder, for suspension CHOOSE with solvent	
9607	Drops, solution	
8059	Drops, solution	
2277	Drops, solution	
168	Drops, solution	
5725	Drops, solution	
6753	Drops, solution	
4631	Drops, solution	
4612	Drops, suspension	
3790	Solution	
3791	Solution	
3792	Solution	
3793	Solution	
3794	Injectable, solution	
3795	Injectable, solution	
5860	Solution	
5861	Solution	
10601	Spray	
10602	Spray	
10603	Spray	
10604	Spray	
966	Injectable, solution	
9020	Injectable, solution	
9021	Injectable, solution	
8155	Injectable, solution	
8853	Injectable, solution	
9169	Tablet, film coated	
9170	Tablet, film coated	
9313	Tablet, dispersible	
9314	Tablet, dispersible	
9511	Tablet, dispersible	
10710	Tablet, dispersible	
1161	Powder	
1162	Powder	
7234	Powder	
9368	Powder, for suspension	
10915	Powder, for suspension	
7265	Tablet, film coated	
7310	Tablet, film coated	
7921	Powder, for suspension	
8183	Tablet, film coated	
9413	Tablet, film coated	
9782	Tablet, film coated	
10092	Powder, for suspension	
7251	Tablet, chewable	
7252	Tablet, chewable	
10979	Tablet, chewable	
10980	Tablet, chewable	
7596	Tablet	
518	Injectable, solution	
2241	Capsule	
8503	Injectable, solution	
8504	Injectable, solution	
6192	Tablet, film coated	
6532	Injectable, emulsion	
6533	Injectable, emulsion	
6534	Injectable, emulsion	
274	Water for injection, irrigation	
275	Water for injection, irrigation	
276	Water for injection, irrigation	
2491	Water for injection, irrigation	
2492	Water for injection, irrigation	
4227	Water for injection, irrigation	
4229	Water for injection, irrigation	
4231	Water for injection, irrigation	
4235	Water for injection, irrigation	
4237	Water for injection, irrigation	
4238	Water for injection, irrigation	
6364	Water for injection, irrigation	
7185	Water for injection, irrigation	
9038	Water for injection, irrigation	
10771	Water for injection, irrigation	
