MoPHCode	RegistrationNumber	DrugName	Presentation	Form	Agent	Manufacturer	Country	PublicPrice	Stratum
760	208806/03	CEFODOX	10	Tablet	Picomed SARL	Pharma International Co	Jordan	851996	A2
761	208807/03	CEFODOX	50ml	Suspension	Picomed SARL	Pharma International Co	Jordan	735082	A2
3777	208361/02	CEFODOX	50ml	Suspension	Picomed SARL	Pharma International Co	Jordan	604729	A1
3987	208360/02	CEFODOX	10	Tablet	Picomed SARL	Pharma International Co	Jordan	434061	A1
5774	221695/08	CEFORA	10	Tablet	Medi drug International SAL (MDI)	Pharmadex licensed by Orbucell pharma  Canada	Lebanon	703918	A1
1660	973910/02	CEFOTAX	1Vial + 1Amp solvent	Injection	The Lebanese Pharmacists SAL	Eipico	Egypt	217702	A1
2266	973405/01	CEFOTAXIME PANPHARMA	25fl	Injectable  powder for solution IM/IV	Minapharm Halabi	Panpharma	France	6127922	B
8617	49816/1	CEFPODOXIME ARROW LAB	10	Tablet, film coated	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta	499909	A1
12195	135219/1	CEFPROZ	10	Tablet, film coated	C. Catafago & Co	Medpharma Pharma and Chem Ind's LLC	United Arab Emirates	1737588	B
6422	219554/09	CEFPROZ 250	50ml	Powder for Oral Suspension	C. Catafago & Co	Medpharma Pharma and Chem Ind's LLC	United Arab Emirates	712237	A1
7242	186375/13	CEFPROZ 250	100ml	Powder for Oral Suspension	C. Catafago & Co	Medpharma Pharma and Chem Ind's LLC	United Arab Emirates	1343843	A2
6505	218905/10	CEFTAZIDIME PANPHARMA	10 vials	Injectable powder for solution	Minapharm Halabi	Panpharma	France	3300477	B
2271	973948/02	CEFTRIAXONE PANPHARMA	25Flacons	Injectable powder for solution	Minapharm Halabi	Panpharma	France	6325467	B
1842	208669/03	CEFUMAX	1Vial		C. Catafago & Co	Pharco Pharmaceuticals	Egypt	159917	A1
6719	222203/07	CEFUREX	10	Tablet	Macromed S.A.R.L.	Middle East Pharmaceutical Co Midpharma	Jordan	490503	A1
2272	0236861/99	CEFUROXIME – PANPHARMA POUDRE POUR SOLUTION INJ. IM/IV	25 vials	Injectable powder for solution  IM/IV	Minapharm Halabi	Panpharma	France	3922676	B
5966	168034/10	CEFUROXIME – PANPHARMA POUDRE POUR SOLUTION INJ. IM/IV	10Vials	Injectable powder for solution  IM/IV	Minapharm Halabi	Panpharma	France	1651582	B
1394	208593/03	CEFUZIME	1Vial	IM/IV Sterile powder for injection	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates	147823	A1
1395	973915/02	CEFUZIME	10	Tablet	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates	490503	A1
11706	140122/1	CELEBREX	30	Capsule	Mectapharm S.A.L.	Pfizer Pharmaceutical LLC Puerto Rico	USA	1126140	A2
10427	97020/1	CELECOXIB ARROW LAB	30	Capsule	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta	561726	A1
11201	150121/1	CELECOXIB BIOGARAN	30	Gélule	Commercial and Trading Ressources SAL (CTR)	Synthon Hispania SL	Spain	638325	A1
11202	150221/1	CELECOXIB BIOGARAN	30	Gélule	Commercial and Trading Ressources SAL (CTR)	Synthon Hispania SL	Spain	318491	A1
11479	152320/1	CELEZON	56	Tablet	Droguerie de l'Union	The Arab Pharmaceutical Manufacturing PSC	Jordan	95532998	E2
11480	152420/1	CELEZON	56	Tablet	Droguerie de l'Union	The Arab Pharmaceutical Manufacturing PSC	Jordan	188515591	E2
11481	152520/1	CELEZON	56	Tablet	Droguerie de l'Union	The Arab Pharmaceutical Manufacturing PSC	Jordan	188515591	E2
11358	43622/1	CELLABAXIN	Box of 10Vials	Powder for solution fo injection	Pharmadex	Packed by Pharmadex Lebanon under license from Orbucell pharma Canada	Lebanon	10699559	C
3906	194122/05	CELLCEPT	100	Capsule	Omnipharma	Delpharm Milano SRL	Italy	6083575	B
3907	194123/05	CELLCEPT	50	Tablet	Omnipharma	Delpharm Milano SRL	Italy	6083575	B
7452	186077/13	CELLCRISTIN	1Vial x 1ml	Injectable solution	Drugstore 3U S.A.R.L.	Thymoorgan Pharmazie GmbH	Germany	1443287	B
7396	166542/11	CEMIVIL	30	Tablet, film coated	Abela Frères S.A.L.	The Arab Pharmaceutical Manufacturing PSC	Jordan	12763090	C
7397	166541/11	CEMIVIL	30	Tablet, film coated	Abela Frères S.A.L.	The Arab Pharmaceutical Manufacturing PSC	Jordan	41106321	E1
3920	195349/04	CERAZETTE	28	Tablet, film coated	Droguerie de l'Union	N.V. Organon	The Netherlands	407184	A1
4095	194343/05	CEREBROLYSIN	5ampx5ml	solution for injection	Codipha	Ever Neuro Pharma GmbH 	Austria	2303346	B
4097	194345/05	CEREBROLYSIN	5ampx10ml	solution for injection	Codipha	Ever Neuro Pharma GmbH 	Austria	3886393	B
9730	47219/1	CEREZYME	1Vial	Injection	Mersaco	Genzyme Ireland Ltd	Ireland	128412818	E2
11852	177520/1	CEROLINE 	60ml	Oral Solution	Pharmapro	Mediphar Laboratories	Lebanon	894615	A2
5116	23727/06	CERTICAN	60	Tablet	Khalil Fattal & Fils S.A.L.	Novartis Pharma Stein AG	Switzerland	26832962	D
5117	23728/06	CERTICAN	60	Tablet	Khalil Fattal & Fils S.A.L.	Novartis Pharma Stein AG	Switzerland	26832962	D
10996	26721/1	CERUBIDINE	box of 10Vials	Powder for solution for infusion	Mersaco	Cenexi  - Laboratoire Thissen	Belgium	10943137	C
2277	136	CERULYSE	10ml	Gouttes	Spephal S.A.L.	Chauvin	France	339992	A1
6218	222287/08	CERUVIN	10	Tablet	Mediterranean Pharmaceutical Company	Sun Pharmaceuticals Industries Ltd	India	240548	A1
6013	24702/07	CETALLERG	10	Tablet, film coated	Mersaco	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia	180075	A1
4387	208844/03	CETIMED	20	Tablet, scored	Droguerie Cedarspharm S.A.R.L.	Mediphar Laboratories	Lebanon	360918	A1
4388	208843/03	CETIMED	125ml	Syrup	Droguerie Cedarspharm S.A.R.L.	Mediphar Laboratories	Lebanon	415951	A1
1852	148347/04	CETRAK	10	Tablet	C. Catafago & Co	Pharco Pharmaceuticals	Egypt	147823	A1
3780	208987/03	CETRAXAL OTICO	10ml	Solution goutte	Spephal S.A.L.	SALVAT, SA	Spain	821088	A2
5045	24129/06	CETRAXAL PLUS	10ml	ear drops solution	Spephal S.A.L.	SALVAT, SA	Spain	795555	A2
521	405528	CETROTIDE	1Vial	Vial pouder /Prefilled syringe solvent	Food & Drug Corporation FDC	Baxter Oncology GmbH	Germany	3420079	B
522	405527	CETROTIDE	7+7	Vial pouder /Prefilled syringe solvent	Food & Drug Corporation FDC	Baxter Oncology GmbH	Germany	21354452	D
11311	41122	CETROTIDE	7+7	Vial pouder /Prefilled syringe solvent	Food & Drug Corporation FDC	Fareva Pau 2	France	21354452	D
11312	107821	CETROTIDE	1Vial	Vial pouder /Prefilled syringe solvent	Food & Drug Corporation FDC	Fareva Pau 2	France	3420079	B
12228	69424/1	CHEMACIN	5Ampoules	Injectable solution IM/IV	Drugstore 3U S.A.R.L.	Laboratorio Farmaceutico C.T S.r.l.	Italy	1679803	B
10889	77121/1	CHILDREN'S ADVIL	100ml	Suspension	Sadco	Pf Consumer Healthcare Canada ULC	Canada	370901	A1
8651	13716/1	CHILDREN'S PANADOL 5-12 YEARS	100ml	Elixir	Sadco	Aspen Pharma Pty Ltd	Australia	356118	A1
4579	2770	CHLORAMPHENICOL	12	Capsule	Pharmadex	Pharmadex	Lebanon	166381	A1
4580	2775	CHLORAMPHENICOL PALMITATE	60ml	Suspension	Pharmadex	Pharmadex	Lebanon	159981	A1
8920	121816/1	CHLORASEPTIC TOTAL SORE THROAT + COUGH LOZENGES WILD CHERRY	15		Medis Pharm Drugstore	Bestco Inc	USA	537537	A1
2736	767285/00	CHLORHYDRATE DE LIDOCAINE RENAUDIN	10Ampoules x5ml	Injectable solution	Minapharm Halabi	Renaudin 	France	591291	A1
2793	E0344/91	CHLORHYDRATE DE METOCLOPRAMIDE RENAUDIN	10x2ml	Injectable solution	Minapharm Halabi	Renaudin 	France	530818	A1
9389	146917/1	CHLORHYDRATE DE MORPHINE RENAUDIN	10 ampoules x 1ml	Solution for injection	Minapharm Halabi	Renaudin 	France	1100607	A2
4581	405501	CHLORPROMAZINE	50	Tablet	Pharmadex	Pharmadex	Lebanon	529858	A1
11330	155722/1	CHLORPROMAZINE	1000	Tablet	Pharmadex	Pharmadex	Lebanon	8719720	C
11961	96023/1	CHLORPROMAZINE	30	Tablet	Pharmadex	Pharmadex	Lebanon	332761	A1
285	MPA 2272/94	CHLORURE DE POTASSIUM PROAMP	50ampoules x 10ml	Solution a diluer pour perfusion	Droguerie Solupharm SAL	Aguettant	France	1252461	A2
2282	78753/97	CHLORURE DE POTASSIUM RENAUDIN	Bt 10Ampoules x 10ml	Sol à diluer p perf	Minapharm Halabi	Renaudin 	France	385683	A1
2283	236215/98	CHLORURE DE POTASSIUM RENAUDIN	Bt 10Ampoules x 10ml	Sol à diluer p perf	Minapharm Halabi	Renaudin 	France	360150	A1
2285	78752/97	CHLORURE DE SODIUM 0.9 pour cent Renaudin	10Ampoules  x 10ml	Sol inj	Minapharm Halabi	Renaudin 	France	385683	A1
291	MPB 2893/94	CHLORURE DE SODIUM PROAMP	50 ampoules x 10ml	Solution injectable	Droguerie Solupharm SAL	Aguettant	France	1104639	A2
292	MPC 2893/94	CHLORURE DE SODIUM PROAMP	20 ampoules x 20ml	Solution injectable	Droguerie Solupharm SAL	Aguettant	France	705517	A1
9141	31717/1	CHOLECALCIFEROL BIOGARAN	1Ampoule 2ml	Solution buvable	Commercial and Trading Ressources SAL (CTR)	Pharmatis 	France	115570	A1
9160	30817/1	CHOLIB	30	Tablet, film coated	Mersaco	Fournier Laboratories Ireland Ltd	Ireland	1251117	A2
9161	30917/1	CHOLIB	30	Tablet, film coated	Mersaco	Fournier Laboratories Ireland Ltd	Ireland	1358625	A2
8048	127914/1	CHORIOMON	3Vials x 3Ampoules of solvent		Alisar Pharma Corp	IBSA Institut Biochimique SA	Switzerland	6306653	B
5976	24688/07	CIALIS	4	Tablet, film coated	Droguerie de l'Union	Lilly SA	Spain	3101588	B
6163	219707/09	CIALIS	28	Tablet, film coated	Droguerie de l'Union	Lilly SA	Spain	6512261	B
7493	187200/14	CI-CAL	60	Tablet	Venus Drugstore	Pharmalab 1982 Inc	Canada	694767	A1
5667	221862/08	CI-CAL+D	60	Tablet	Venus Drugstore	Pharmalab 1982 Inc	Canada	796899	A2
7421	187099/13	CI-CAL+D	60	Tablet	Venus Drugstore	Pharmalab 1982 Inc	Canada	1118077	A2
7423	187100/13	CI-CAL+D	60	Tablet, chewable	Venus Drugstore	Pharmalab 1982 Inc	Canada	804962	A2
7933	186156/13	CICLOPLEGICEDOL	5ml	Eye drops solution	Abela Frères S.A.L.	Laboratorio Edol Produtos Farmaceuticos SA	Portugal	459594	A1
5626	24330/06	CILANEM	1 vial	Injection IV	Mediterranean Pharmaceutical Company	Sun Pharmaceuticals Industries Ltd	India	850652	A2
9660	94618/1	CILOXAN	5ml	Eye drops solution	Khalil Fattal & Fils S.A.L.	SA Alcon Couvreur NV	Belgium	348055	A1
11366	20322/1	CINACALCET ARROW	28	Comprimés pelliculés	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta	8768039	C
11367	20422/1	CINACALCET ARROW	28	Comprimés pelliculés sécables	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta	16494074	D
11368	20522/1	CINACALCET ARROW	28	Comprimés pelliculés sécables	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta	22062995	D
4389	78771/98	CINARIN	30	Capsule	Pharmapro	Mediphar Laboratories	Lebanon	490183	A1
9149	1017/1	CINITREX	50	Tablet	Droguerie Phenicia	Normon SA	Spain	636981	A1
10086	139219/1	CINNAL-f	1prefilled pen	Solution for injection	Lebiran SARL	Cinnagen Co 	Iran	14826544	D
10087	139119/1	CINNAL-f	1prefilled pen	Solution for injection	Lebiran SARL	Cinnagen Co 	Iran	7372177	C
4582	405502	CINNARIZINE	20	Capsule	Pharmadex	Pharmadex	Lebanon	386515	A1
11244	59020/1	CINNATROPIN	1pre-filled pen	Solution for SC injection	Lebiran SARL	Cinnagen Co 	Iran	4699417	B
11245	59120/1	CINNATROPIN	1pre-filled pen	Solution for SC injection	Lebiran SARL	Cinnagen Co 	Iran	9012607	C
10323	175119/1	CINNOPAR	1pre-filled pen of 28 subcutaneous doses x 2.4ml		Lebiran SARL	Cinnagen Co 	Iran	15275833	D
10085	125519/1	CINNORA	2Prefilled syringes for SC injection		Lebiran SARL	Cinnagen Co 	Iran	14817734	D
10084	139319/1	CINNOVEX	4prefilled syringe	Solution for injection	Lebiran SARL	Cinnagen Co 	Iran	39804728	E1
12046	98022/1	CIPINTU	1Vial	Concentrated solution for infusion	Germanos Health Care Supplies SARL	Onko Ilac Sanayi Ve Tic AS	Turkey	1206771	A2
1248	974065/02	CIPRALEX	28	Tablet, film coated	Sadco	H. Lundbeck AS	Denmark	1548107	B
5155	0023735/06	CIPRALEX	28	Tablet, film coated	Sadco	H. Lundbeck AS	Denmark	2378601	B
1256	28600	CIPRAM	28	Tablet, film coated	Sadco	H. Lundbeck AS	Denmark	2280501	B
11929	88322/1	CIPRO	14	Tablet, film coated	BroadMed SAL	Biofarma Ilac San. ve Tic. AS	Turkey	436749	A1
2295	208475	CIPROBAY	Box of 10 	Tablet	Droguerie R. Pharaon & Fils S.A.L.	Bayer HealthCare Manufacturing SRL	Italy	654451	A1
1662	78815/98	CIPROCIN	10	Tablet	The Lebanese Pharmacists SAL	Eipico	Egypt	240548	A1
1819	261314	CIPRODAR	10	Tablet, film coated	Sadco	Dar Al Dawa Development & Investment Co Ltd	Jordan	392402	A1
1840	974042/02	CIPROFAR	12	Tablet	C. Catafago & Co	Pharco Pharmaceuticals	Egypt	241892	A1
5310	221198/08	CIPROFLOXACINE PANPHARMA	10 poches	Solution pour perfusion	Minapharm Halabi	Biomendi SA	Spain	5120040	B
5938	218560/10	CIPROFLOXACINE PANPHARMA	10 poches	Solution pour perfusion	Minapharm Halabi	Biomendi SA	Spain	9908924	C
7092	187499/13	CIPROFLOXACINE PANPHARMA	10 poches	Solution pour perfusion	Minapharm Halabi	Panpharma	France	9908924	C
7093	187500/13	CIPROFLOXACINE PANPHARMA	10 poches	Solution pour perfusion	Minapharm Halabi	Panpharma	France	5120040	B
11162	33520/1	CIPROFLOXACINE PANPHARMA	10Poches	Solution pour perfusion	Minapharm Halabi	Laboratoire Infomed Fluids SRL	Romania	4914432	B
5931	218870/09	CIPROLON 200	Vial 100ml	Infusion 	Droguerie de l'Union	Hikma Farmaceutica	Portugal	686704	A1
1139	208268/96	CIPROLON 500	10	Tablet, film coated	Droguerie de l'Union	Al-Hikma Pharmaceuticals	Jordan	295645	A1
786	973407/01	CIPROMAX	10	Tablet, film coated	Khalil Fattal & Fils S.A.L.	Spimaco 	Saudi Arabia	392402	A1
3956	195457/04	CIPROMID	10	Tablet, film coated	Macromed S.A.R.L.	Middle East Pharmaceutical Co Midpharma	Jordan	331929	A1
3464	973899/02	CIPROPHARM	10	Tablet	Picomed SARL	Pharma International Co	Jordan	354774	A1
3939	195321/04	CIPROX	100ml	Injection	Macromed S.A.R.L.	Otsuka Pharmaceutical India Private Limited	India	520067	A1
6655	219213/09	CISPLATINE VIATRIS 1MG/ML	1Vial x 10ml	Injectable concentrated solution for intravenous infusion	Benta Trading Co s.a.l.	Benta SAL under license from Viatris Santé, France	Lebanon	412655	A1
6656	219214/09	CISPLATINE VIATRIS 1MG/ML	1Vial x 50ml	Injectable concentrated solution for intravenous infusion	Benta Trading Co s.a.l.	Benta SAL under license from Viatris Santé, France	Lebanon	1179655	A2
5823	219716/09	CITOLES	28	Tablet, film coated	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	511940	A1
11784	26723/1	CITOXAL	30	Tablet, film coated	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	895895	A2
11785	26823/1	CITOXAL	30	Tablet, film coated	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	1410395	A2
11786	26623/1	CITOXAL	30	Tablet, film coated	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	2166786	B
11787	26523/1	CITOXAL	30	Tablet, film coated	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	2559700	B
10320	117519/1	CITRAFLEET	2 Sachets	Powder for oral solution	Bellapharma S.A.R.L.	Casen Recordati 	Spain	1191988	A2
5298	24541/07	CIVAR	10g	Cream	Picomed SARL	Pharma International Co	Jordan	507972	A1
9132	187457/13	CLAFOCARE	50 vials		Drugstore 3U S.A.R.L.	Swiss Parenterals Ltd	India	8031731	C
7074	96408/11	CLAIRYG	1Vial x 200ml	Injectable solution for perfusion	Codipha	LFB Biomedicaments	France	77418284	E2
7075	96407/11	CLAIRYG	1Vial x 100ml	Injectable solution for perfusion	Codipha	LFB Biomedicaments	France	42296819	E1
4390	974245/01	CLAMYCIN	14	Tablet, film coated	Pharmapro	Mediphar Laboratories	Lebanon	641205	A1
3959	194930/05	CLARA	10	Tablet	The Lebanese Pharmacists SAL	Jamjoum Pharmaceuticals	Saudi Arabia	131697	A1
3960	194929/05	CLARA		Syrup	The Lebanese Pharmacists SAL	Jamjoum Pharmaceuticals	Saudi Arabia	215015	A1
7168	97242/12	CLAREM 250	14	Tablet, film coated	Droguerie Columbus	Remedica Ltd 	Cyprus	467657	A1
6410	24657/07	CLAREM 500	14	Tablet, film coated	Droguerie Columbus	Remedica Ltd 	Cyprus	686704	A1
5967	23707/06	CLARIDAR DAR AL DAWA	60ml	Suspension	Sadco	Dar Al Dawa	Jordan	295645	A1
6047	167087/10	CLARIDAR DAR AL DAWA	100ml	Suspension	Sadco	Dar Al Dawa	Jordan	877529	A2
8404	117015/1	CLARINASE	14	Repetabs	New Nouvelle Pharm Drugstore	SAG Manufacturing SLU	Spain	446156	A1
8405	116915/1	CLARITINE	120ml	Syrup	New Nouvelle Pharm Drugstore	Delpharm Montreal Inc 	Canada	430030	A1
8406	116815/1	CLARITINE	10	Tablet	New Nouvelle Pharm Drugstore	Bayer Bitterfeld GmbH	Germany	219046	A1
9657	115318/1	CLARITINE	30	Tablet	New Nouvelle Pharm Drugstore	Bayer Bitterfeld GmbH	Germany	618168	A1
1179	27204	CLENIL 250 MCG SPRAY	200doses 	Spray	Sadco	Chiesi Farmaceutici SpA	Italy	1166455	A2
10290	110616/1	CLINDAMYCIN	3	Vaginal ovules	Pharmadex	Pharmadex	Lebanon	712876	A1
6404	218693/10	CLINDAMYCIN VIANEX BA FREE	1 Ampoule	Solution for injection or infusion	Droguerie Solupharm SAL	Vianex SA- Plant A	Greece	201576	A1
5235	24916/07	CLINIDERM 	30g	Gel	Medapharm Healthcare SAL	Mediphar Laboratories	Lebanon	712876	A1
7660	96900/12	CLINIDERM T	30g	Gel	Medapharm Healthcare SAL	Mediphar Laboratories	Lebanon	890776	A2
7661	186451/12	CLINIDERM T	30g	Gel	Medapharm Healthcare SAL	Mediphar Laboratories	Lebanon	801186	A2
10015	34417/1	CLINTON	7	Tablet, film coated	Premium Serve Drugstore Co. P.S.D. SAL	RAM Pharmaceutical Industries Co Ltd	Jordan	362837	A1
11550	116723/1	CLINTON	10	Tablet, film coated	Premium Serve Drugstore Co. P.S.D. SAL	RAM Pharmaceutical Industries Co Ltd	Jordan	454219	A1
11551	116723/1	CLINTON	30	Tablet, film coated	Premium Serve Drugstore Co. P.S.D. SAL	RAM Pharmaceutical Industries Co Ltd	Jordan	1280682	A2
10490	163020/1	CLOBEVAT	40g	Ointment	Pharmapro	Mediphar Laboratories	Lebanon	302045	A1
10491	162220/1	CLOBEVAT	40g	Cream	Pharmapro	Mediphar Laboratories	Lebanon	302045	A1
5775	221696/08	CLODOR	30	Tablet	Medi drug International SAL (MDI)	Pharmadex licensed by Orbucell pharma  Canada	Lebanon	1148025	A2
1402	405684/00	CLOFEN	5Ampoules	Injection	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates	299677	A1
1403	208723/03	CLOFEN	50g	Creamagel	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates	210983	A1
8292	101015/1	CLOMID	5	Tablet	Mersaco	Patheon France SA	France	274144	A1
11225	153521/1	CLOMIFERT	10	Tablet	Multipharm	Kwality Pharmaceuticals Limited	India	395090	A1
11316	153521/1	CLOMIFERT	10	Tablet	Multipharm	Kwality Pharmaceuticals Limited	India	395090	A1
6544	167191/10	CLOPI TAD	28	Tablet, film coated	Pharmamedic S.A.R.L.	Kr Ka, d.d, Novo Mesto	Slovenia	911125	A2
9975	23719/1	CLOPIDOGREL ARROW	30	Tablet, film coated	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta	658483	A1
11886	21622/1	CLOPIKEY	50	Tablet	Mediterranean Pharmaceutical Company	Emcure Pharmaceuticals Ltd	India	748520	A2
1255	28599	CLOPIXOL ACUPHASE	1x2ml	Injection	Sadco	H. Lundbeck AS	Denmark	857372	A2
1253	23910/78	CLOPIXOL DEPOT	1x1ml	Ampoule	Sadco	H. Lundbeck AS	Denmark	512004	A1
1820	135361	CLORACEF FORTE	75ml	Suspension	Sadco	Dar Al Dawa Development & Investment Co Ltd	Jordan	632950	A1
10423	63620/1	CLOREN	12	Suppositories	Pharmamedic S.A.R.L.	Fulton Medicinali SpA, Italy packed by Chaoul Pharmaceuticals (Cha-pha) SAL	Lebanon	353239	A1
10846	100321/1	CLOREN ADULTS	12	Suppositories	Pharmamedic S.A.R.L.	Chaoul Pharmaceuticals (Cha-pha) SAL, Lebanon (Packing) Manufactured by Fulton Medicinali SpA, Italy	Lebanon	598970	A1
10751	167602/10	CLOTRIX 75	30	Tablet, film coated	Benta Trading Co s.a.l.	Benta SAL	Lebanon	1109630	A2
10982	29822/1	CLOTRIX 75	28	Tablet, film coated	Benta Trading Co s.a.l.	Benta SAL	Lebanon	1035399	A2
5306	24452/06	CLOZAPINE PANPHARMA	30	Tablet, scored	Minapharm Halabi	Synthon Hispania	Spain	808993	A2
10873	27322/1	CO APROVEL	28	Tablet, film coated	Mersaco	Sanofi Winthrop Industrie	France	658483	A1
10874	27222/1	CO APROVEL	28	Tablet, film coated	Mersaco	Sanofi Winthrop Industrie	France	658483	A1
11903	128423/1	CO APROVEL	28	Tablet, film coated	Mersaco	Sanofi Winthrop Industrie	France	658483	A1
11904	128523/1	CO APROVEL	28	Tablet, film coated	Mersaco	Sanofi Winthrop Industrie	France	658483	A1
6574	218776/09	CO-ANGINET	30	Tablet, film coated	Premium Serve Drugstore Co. P.S.D. SAL	The United Pharmaceutical Manufacturing Co Ltd	Jordan	544256	A1
11353	79118/1	CO-AVAZIR	5ml	Sterile ophthalmic suspension	Macromed S.A.R.L.	Orchidia Pharmaceutical Industries	Egypt	193513	A1
1864	973346/01	COBAL	30	Tablet, coated	C. Catafago & Co	The Jordanian Pharmaceutical Manufacturing Company (JPM)	Jordan	486471	A1
6824	166942/11	COBAL	8 Ampoules	Injection	C. Catafago & Co	Steripharm	Tunisia	1128828	A2
11774	137323/1	CO-DIOVAN	28	Tablet, film coated	Khalil Fattal & Fils S.A.L.	Novartis Farma SpA	Italy	602041	A1
11775	137423/1	CO-DIOVAN	28	Tablet, film coated	Khalil Fattal & Fils S.A.L.	Novartis Farma SpA	Italy	846621	A2
11776	137523/1	CO-DIOVAN	28	Tablet, film coated	Khalil Fattal & Fils S.A.L.	Novartis Farma SpA	Italy	901718	A2
4586	19269	CODOPALM	100ml	Syrup	Pharmadex	Pharmadex	Lebanon	149742	A1
4587	20039	CODOPALM EXPECTORANT	100ml	Syrup	Pharmadex	Pharmadex	Lebanon	153582	A1
5021	22269	CODOPALM EXPECTORANT	200ml	Syrup	Pharmadex	Pharmadex	Lebanon	291806	A1
3592	973408/01	COFEX	150ml	Syrup	Premium Serve Drugstore Co. P.S.D. SAL	RAM Pharmaceutical Industries Co Ltd	Jordan	154542	A1
10793	90321/1	COLCHICINE BENTA	30	Tablet, film coated	Benta Trading Co s.a.l.	Benta SAL	Lebanon	332761	A1
8692	116/1	COLCHICINE OPOCALCIUM	20	Tablet, scored	Spephal S.A.L.	S.C. Zentiva S.A.	Romania	288926	A1
8366	67715/1	COLCHICINE SEID	40	Tablet	New Europharm	Seid SA	Spain	382995	A1
4395	973438/01	COLDIN	16	Capsule	Droguerie Cedarspharm S.A.R.L.	Mediphar Laboratories	Lebanon	386515	A1
4396	973439/01	COLDIN	90ml	Syrup	Droguerie Cedarspharm S.A.R.L.	Mediphar Laboratories	Lebanon	386515	A1
10753	155620/1	COLDIN-H 	16	Capsule	Droguerie Cedarspharm S.A.R.L.	Mediphar Laboratories	Lebanon	386515	A1
8708	32316/1	COLD-MED	90ml	Syrup	Pharmapro	Mediphar Laboratories	Lebanon	386515	A1
8709	32416/1	COLD-MED	16	Capsule	Pharmapro	Mediphar Laboratories	Lebanon	386515	A1
11113	149420/1	COLISTIMETHATE	12Vials	Powder for solution for injection	Medi drug International SAL (MDI)	Xellia Pharmaceuticals ApS	Denmark	38239924	D
