MoPHCode	FormRaw	RouteRaw
11535	Tablet, film coated	Oral
8096	Tablet, orodispersible	Oral
8177	Tablet, orodispersible	Oral
8950	Capsule	Oral
10417	Capsule	Oral
8949	Capsule	Oral
10416	Capsule	Oral
5711	transdermal patches	Transdermal
5710	transdermal patches	Transdermal
8491	transdermal patches	Transdermal
8951	Capsule	Oral
10418	Capsule	Oral
11028	Capsule	Oral
11123	Capsule	Oral
11029	Capsule	Oral
11122	Capsule	Oral
1241	Tablet, film coated	Oral
7121	Tablet, film coated	Oral
9284	Tablet, film coated, scored	Oral
8797	Comprimés pelliculés sécables	Oral
8419	Tablet, film coated	Oral
5801	Tablet, film coated	Oral
9285	Tablet, film coated	Oral
8796	Comprimes pellicules	Oral
8420	Tablet, film coated	Oral
2855	Sol inj	IV/IM/SC
8578	Injectable solution	IV/IM/SC
8459	Tablet, sugar coated	Oral
9362	Comprimes pellicules gastroresistants	Oral
11406	Sublingual Tablet	Sublingual
5688	Tablet, sublingual	Sublingual
5689	Tablet, sublingual	Sublingual
10716	Prolonged release solution for injection	SC
10717	Prolonged release solution for injection	SC
10718	Prolonged release solution for injection	SC
10719	Prolonged release solution for injection	SC
10720	Prolonged release solution for injection	SC
10721	Prolonged release solution for injection	SC
10722	Prolonged release solution for injection	SC
9553	Sublingual tablet	Oral
9554	Sublingual tablet	Oral
9699	Sublingual tablet	Oral
10531	Tablet	Oral
5175	Tablet	Oral
11124	Comprimés	Oral
4722	Tablet	Oral
4374	Tablet, scored	Oral
6387	Tablet	Oral
4721	Tablet	Oral
7792	Tablet	Oral
5476	Tablet	Oral
5969	Tablet, scored	Oral
4389	Capsule	Oral
4582	Capsule	Oral
2349	Tablet	Oral
4095	solution for injection	Infusion/IV/IM
4097	solution for injection	Infusion/IV/IM
3340	Tablet, film coated	Oral
11071	Tablet, film coated	Oral
7078	Tablet, prolonged release	Oral
11544	Tablet, prolonged release	Oral
10227	Capsule	Oral
4345	Syrup	Oral
11693	Syrup	Oral
4619	Suspension	Oral
9575	Suspension	Oral
11159	Powder for oral suspension	Oral
5833	Solution for infusion	Infusion
958	Solution	Infusion 
1191	Infusion IV	Infusion 
2661	Solution for Infusion 	Infusion 
8402		Infusion 
11830	Solution for infusion	Infusion
11853	Solution for IV infusion	Infusion
11324	Injectable solution USP	Infusion
1747	Comprimé pelliculé	Oral
1686	Tablet	Oral
3483	Tablet	Oral
1746	Tablet, film coated	Oral
1685	Tablet	Oral
4611	Tablet	Oral
6713	Tablet	Oral
11803	Tablet	Oral
5220	Granules en sachet-dose	Oral
11643	Granules en sachet-dose	Oral
10375	Tablet, film coated	Oral
7289	Tablet, coated	Oral
9874	Suspension	Oral
9406	Tablet	Oral
9873	Tablet	Oral
1351	Suspension	Oral
1350	Tablet	Oral
11754	Tablet, film coated	Oral
6434	Tablet	Oral
4569	Syrup	Oral
4620	Elixir	Oral
11768	Tablet	Oral
10514	Tablet	Oral
10515	Tablet	Oral
4554	Tablet	Oral
4633	Tablet	Oral
4598	Shampoo	Topical
10056	Shampoo	Topical
4599	Lotion	Topical
4547	Lotion	Topical
8443	Nasal spray solution with metering pump	Nasal
10069	Metered dose nasal spray	Nasal
10291	Metered dose nasal spray	Nasal
11528	Nasal drops	Nasal
10067	Nasal Drops	Nasal
10123	Metered dose nasal spray	Nasal
10068	Metered dose nasal spray	Nasal
11527	Metered dose nasal spray	Nasal
11656	Nasal drops	Nasal
10651	Nasal drops	Nasal
1194	Nasal Spray	Nasal
6726	Nasal spray	Nasal
8975	Nasal spray for small children and babies	Nasal
8976	Nasal Spray for adults and children	Nasal
10153	Nasal spray	Nasal
10894	Nasal Spray Solution	Nasal
5915	Nasal spray solution	Nasal
7877	Spray	Nasal
10893	Aqueous nasal spray suspension	Nasal
3490	Spray with dosing valve	Nasal
6825	Nasal Spray 	Nasal
9600	Aqueous Nasal Spray	Nasal
7806	Aqueous Nasal Spray	Nasal
6834	Aqueous nasal Spray	Nasal
5624	nasal spray	Nasal
11229	Suspension pour pulvérisation nasale	Nasal
8362	Nasal Spray	Nasal
6763	Nasal spray	Nasal
1781	Nasal Spray	Nasal
11400	Nasal Spray	Nasal
5234	Nasal Spray	Nasal
5980	Nasal spray suspension	Nasal
11160	Nasal spray suspension	Nasal
11712	Nasal spray suspension	Nasal
4607	Solution	Nasal
9531	Nasal spray	Nasal
9419	Tablet, extended release	Oral
10252	Tablet, extended release	Oral
4270	Syrup	Oral
11235	Tablet, coated	Oral
11234	Sirop	Oral
2576	Aerosol	Oral gingival
8144	Lozenge	Oral
8920		Oral
7744	Comprimés à sucer	Oral
3847	Lozenge	Oral
2634	Flacon	Oral gingival
9842	Suspension for inhalation in pressurised can	Respiratory
1384	Inhaler (CFC free)	Respiratory
9019	Inhaler	Respiratory
603	Respirator solution	Respiratory
4660	Syrup	Oral
1383	Syrup, sugar free	Oral
5949	Respule	Respiratory
4354	Tablet, scored	Oral
5891	Capsule hard inhalation powder	Respiratory
10805	Inhalation powder	Respiratory
9246	Inhalation powder	Respiratory
11578	Airmaster Poudre pour inhalation	Respiratory
10804	Inhalation powder	Respiratory
9247	Inhalation powder	Respiratory
10803	Inhalation powder	Respiratory
9248	Inhalation powder	Respiratory
11577	Airmaster Poudre pour inhalation	Respiratory
11126	Ciphaler	Respiratory
5356	Inhaler	Respiratory
10898	Suspension for inhalation	Respiratory
11125	Ciphaler	Respiratory
5357	Inhaler	Respiratory
1595	Turbuhaler Inhalation powder	Respiratory
5250	Inhalation Powder	Respiratory
11184	Inhalation powder	Respiratory
11185	Inhalation powder	Respiratory
5984	Turbuhaler, Inhalation powder	Respiratory
11186	Inhalation powder	Respiratory
11127	Inhaler	Respiratory
11128	Inhaler	Respiratory
6073	Solution for inhalation	Respiratory
10115	Inhalation powder	Respiratory
7907	Inhalation powder	Respiratory
7908	Inhalation powder	Respiratory
9667	Inhalation powder, Capsules, hard	Respiratory
9668	Inhalation powder, Capsules, hard	Respiratory
7445	Inhaler	Respiratory
6474	Aerosol	Respiratory
2227	Metered dose inhaler	Respiratory
8435	Unit Dose Vial	Respiratory
6097	Respules	Respiratory
11751	Single dose inhalation solution for nebulization	Respiratory
10145	Inhalation powder pre-dispensed	Respiratory
7989	Inhalation powder	Respiratory
8543	Inhalation solution	Respiratory
11067	Inhalation solution	Respiratory
11554	Pressurised inhalation suspension	Respiratory
1179	Spray	Respiratory
10897	Suspension for inhalation	Respiratory
6158	Inhaler (CFC free)	Respiratory
5121	nebuliser suspension	Respiratory
8800	Suspension pour inhalation par nébuliseur	Respiratory
9239	Suspension pour inhalation par nébuliseur	Respiratory
11717	Single dose inhalation suspension for nebulization	Respiratory
6217	Respules	Respiratory
8782	Suspension pour inhalation par nébuliseur	Respiratory
9238	Suspension pour inhalation par nébuliseur	Respiratory
10162	Pressurised inhalation suspension	Respiratory
10180	Suspension for inhalation	Respiratory
10179	Suspension for inhalation	Respiratory
10107	Suspension for inhalation	Respiratory
1878	Unit Dose Vial	Respiratory
1879	Unit Dose Vial	Respiratory
8374	Solution pour Inhalation par nébuliseur 	Respiratory
2226	Metered aerosol	Respiratory
6120	Respule	Respiratory
2370	Capsule, hard, inhalation powder plus handihaler	Respiratory
5625	Rotacaps	Respiratory
5630	Inhalation solution	Respiratory
9245	Inhalation powder	Respiratory
7534	Inhalation Powder	Respiratory
10862		Respiratory
4563	Elixir	Oral
4636	Elixir	Oral
2127	Sol p perfusion	Infusion
4416	Tablet, scored	Oral
4583	Suppository	Rectal
4593	Suppository	Rectal
7730	Syrup	Oral
7731	Tablet	Oral
4350	Suppository	Rectal
11359	Suppository	Rectal
4351	Suppository	Rectal
11357	Suppository	Rectal
4638	Tablet	Oral
1057	Tablet, chewable	Oral
6992	Tablet, chewable	Oral
11687	Tablet, chewable	Oral
7771	Tablet, chewable	Oral
6942	Tablet, chewable	Oral
5353	Tablet	Oral
7487	Tablet, chewable	Oral
1058	Tablet, film coated	Oral
7864	Tablet, film coated	Oral
5161	Tablet	Oral
6243	Tablet, film coated	Oral
11688	Tablet, film coated	Oral
7772	Tablet, film coated	Oral
6293	Tablet, film coated	Oral
6941	Tablet, film coated	Oral
2973	Tablet	Oral
7047	Tablet, film coated	Oral
4082	Tablet, chewable	Oral
6991	Tablet, chewable	Oral
11686	Tablet, chewable	Oral
7770	Tablet, chewable	Oral
6940	Tablet, chewable	Oral
5354	Tablet	Oral
7486	Tablet, chewable	Oral
8407	Granules	Oral
11890	Sachets granules for oral solution	Oral
5970	Tablet	Oral
5971	Tablet	Oral
5194	powder + solvent for injection	SC
10817	Solution for injection	SC
10762	Solution for injection	SC
10424	Suppositories	Rectal
10643	Syrup	Oral
10768	Suppositories	Rectal
4541	Syrup	Oral
4628	Syrup	Oral
9537		Oral
7393	Tablet, extended release bilayer	Oral
10649	Suppository	Rectal
8952	Tablet, effervescent	Oral
9358		Oral
8847	Solution	Oral
9505	Syrup	Oral
11695	Cough syrup	Oral
8424	Syrup	Oral
9860	Syrup	Oral
9454		Oral
11862	Syrup	
5912	Tablet effervescent	Oral
5143	Tablet, effervescent	Oral
2288	Sachet	Oral
9204	Granules for oral suspension	Oral
5913	Syrup	Oral
4380	Elixir	Oral
4650	Syrup	Oral
4649	Syrup	Oral
7530	Syrup	Oral
1239	Syrup	Oral
3491	Syrup, sugar free	Oral
9739	Syrup	Oral
5859	Oral solution sans sucre	Oral
11451	Oral solution sans sucre	Oral
11227	Tablet	Oral
9391	Capsule	Oral
10013	Syrup	Oral
6048	Solution for Inhalation	Respiratory
4290	Tablet	Oral
4295	Syrup	Oral
7285	Syrup	Oral
10681		Oral
10125	Syrup	Oral
7909	Syrup	Oral
4370	Syrup, sugar free	Oral
6835	Syrup, sugar free	Oral
10124	Drops	Oral
9624	Oral suspension	Oral
2289	Comprimés enrobés	Oral
3774	Suppository	Rectal
3775	Suppository	Rectal
1655	Syrup	Oral
10296	Tablet	Oral
4651	Syrup	Oral
3592	Syrup	Oral
4293	Syrup	Oral
4294	Syrup	Oral
10138	Elixir	Oral
4395	Capsule	Oral
8709	Capsule	Oral
4396	Syrup	Oral
8708	Syrup	Oral
4564	Capsule	Oral
4587	Syrup	Oral
5021	Syrup	Oral
5781	Solution pour pulverisation nasale et buccale en flacon pressurise	Oral gingival/Respiratory
9989	Granules for oral solution	Oral
9990	Granules for oral solution	Oral
9991	Granules for oral solution	Oral
9992	Granules for oral solution	Oral
10753	Capsule	Oral
9685	Injection	IV/IM
1352	Expectorant Syrup, sugar free	Oral
4540	Syrup	Oral
5241	Syrup	Oral
6762	Syrup	Oral
10865	Capsule, hard, modified release	Oral
8748	Gel	Topical
4429	Syrup	Oral
9927	Tablet, coated	Oral
6691	SYRUP	Oral
4589	Tablet, sugar coated	Oral
4463	Syrup	Oral
4622	Tablet	Oral
11110	Tablet	Oral
11334	Sirop	Oral
2521	Sirop	Oral
11664	Sirop	Oral
4586	Syrup	Oral
8634	Tablet, film coated	Oral
6013	Tablet, film coated	Oral
4387	Tablet, scored	Oral
1852	Tablet	Oral
3853	Tablet	Oral
8633	Oral Drops	Oral
8284	Oral drops solution	Oral
8635	Oral solution	Oral
4388	Syrup	Oral
3854	Solution	Oral
8833	Tablet, film coated	Oral
7222	Tablet, film coated	Oral
10792	Tablet, film coated	Oral
11475	Tablet, film coated	Oral
11421	Tablet, film coated	Oral
7221	Oral solution	Oral
11497	Tablet	Oral
8404	Repetabs	Oral
10742	Syrup	Oral
10055	Syrup	Oral
11036	Syrup	Oral
9535	Syrup	Oral
11038	Syrup	Oral
5647	Syrup	Oral
9196	Oral solution	Oral
5648	Tablet, film coated	Oral
7922	Tablet, film coated	Oral
4288	Syrup	Oral
4331	Tablet	Oral
8406	Tablet	Oral
9657	Tablet	Oral
3570	Tablet	Oral
3959	Tablet	Oral
5691	Tablet	Oral
1491	Tablet	Oral
803	Tablet	Oral
8405	Syrup	Oral
3960	Syrup	Oral
804	Syrup	Oral
484	fct rond without section	Oral
10176	Comprimés pelliculés	Oral
7255	Tablet, film coated	Oral
5292	Tablet, coated	Oral
7256	Tablet, film coated	Oral
5988	Tablet, coated	Oral
7509	Tablet, film coated	Oral
11702	Tablet, film coated	Oral
7562	Tablet, film coated	Oral
8060	Tablet, film coated	Oral
5159	Tablet	Oral
6388	Tablet	Oral
10743	Tablet	Oral
11655	Tablet, film coated	Oral
7304	Tablet, film coated	Oral
6237	Tablet, film coated	Oral
9747	Tablet, film coated	Oral
5182	Oral Solution	Oral
6986	Syrup	Oral
5519	Syrup	Oral
10744	Syrup	Oral
11037	Oral solution	Oral
10901	Oral solution	Oral
7437	Oral Solution	Oral
11874	Solution buvable	Oral
8329	Oral solution	Oral
9746	Syrup	Oral
9532	Comprimés	Oral
7257	Tablet	Oral
9940	Oral solution	Oral
7502		Intratracheal
8456	Intratracheal suspension	Intratracheal
8457	Intratracheal suspension	Intratracheal
4061	Intratracheal suspension	Intratracheal
4524	Ointment	Ophtalmic
4635	Ointment	Ophtalmic
11309	Eye drops	Ophtalmic
7662	Eye Drops solution	Ophtalmic
10801	Eye ointment	Ophtalmic
8323	Eye Drops	Ophtalmic
10220	Eye drops	Ophtalmic
7839	Eye drops solution	Ophtalmic
8957	Ophtalmic Ointment	Ophtalmic
11533	Collyre en solution	Ophtalmic
7057	Ophtalmic Gel	Ophtalmic
3382	Ophtalmic solution	Ophtalmic
11436	Ophtalmic solution	Ophtalmic
9918	Eye drops solution	Ophtalmic
3963	Sterile Ophtalmic solution	Ophtalmic
7932	Eye gel	Ophtalmic
11032	Eye drops	Ophtalmic
9660	Eye drops solution	Ophtalmic
5240	Ophtalmic Solution	Ophtalmic
11418	Sterile Ophtalmic solution	Ophtalmic
9829	Eye drops solution	Ophtalmic
9723	Eye Drops solution	Ophtalmic
6694	Collyre en solution	Ophtalmic
11545	Collyre en solution	Ophtalmic
6993	Intravitreal implant in applicator	Intravitreal
11439	Intravitreal implant in applicator	Intravitreal
369	Ophtalmic suspension	Ophtalmic
11435	Ophtalmic suspension	Ophtalmic
5363	Sterile ophtalmic suspension	Ophtalmic
9764	Intravitreal Implant	Intravitreal
2451	Collyre	Ophtalmic
7527	Eye drops solution	Ophtalmic
10332	Eye drops solution	Ophtalmic
8749	Eye Drops Solution	Ophtalmic
6752	Eye suspension	Ophtalmic
11353	Sterile ophthalmic suspension	Ophtalmic
3525	Sterile Ophtalmic suspension	Ophtalmic
9345	Ophtalmic Ointment	Ophtalmic
8363	Eye Ointment	Ophtalmic
6360	Eye drops solution	Ophtalmic
3962	Sterile Ophtalmic suspension	Ophtalmic
4098	Sterile ophtalmic solution	Ophtalmic
11730	Sterile ophtalmic solution	Ophtalmic
11580	Sterile ophtalmic solution	Ophtalmic
10089	Eye drops solution	Ophtalmic
7153	Ophtalmic solution	Ophtalmic
8750	Eye Drops Solution	Ophtalmic
11073	Collyre en solution	Ophtalmic
10831	Ophtalmic solution, eye drops	Ophtalmic
3733	Solution	Intraocular
10016	Powder and solvent for solution for injection for intraocular use	Intraocular
11508	Tablet	Oral
10972	Collyre en solution	Ophtalmic
11678	eye drops solution	Ophtalmic
9661	Eye Drops suspension	Ophtalmic
9725	Eye drops suspension	Ophtalmic
10942	Collyre en solution	Ophtalmic
9049	Eye drops solution	Ophtalmic
11863	Eye drops	Ophtalmic
11420	Sterile Ophtalmic solution	Ophtalmic
3961	Sterile Ophtalmic solution	Ophtalmic
579	Eye drops solution	Ophtalmic
4100	Eye drops solution	Ophtalmic
11438	Eye drops solution	Ophtalmic
5103	eye drops solution	Ophtalmic
11423	eye drops solution	Ophtalmic
9658	Eye drops solution	Ophtalmic
11093	Collyre en solution	Ophtalmic
10061	Eye drops	Ophtalmic
9820	Sterile ophthalmic solution (preservative free)	Ophtalmic
1292	Eye drops	Ophtalmic
10542	Eye drops	Ophtalmic
9797	eye drops solution	Ophtalmic
6187	Eye drops solution	Ophtalmic
11437	Eye drops solution	Ophtalmic
9724	Eye drops solution	Ophtalmic
11092	Collyre en solution	Ophtalmic
10832	Ophtalmic solution	Ophtalmic
7933	Eye drops solution	Ophtalmic
11675	Ophtalmic solution	Ophtalmic
7959	Eye drops solution	Ophtalmic
9050	Eye drops solution	Ophtalmic
11713	Eye drops solution	Ophtalmic
10014	Eye drops solution	Ophtalmic
3074	Ophtalmic solution	Ophtalmic
2520	Collyre	Ophtalmic
7987	Eye drops solution	Ophtalmic
8502	Collyre en solution	Ophtalmic
6674	eye drops solution	Ophtalmic
9662	Eye drops	Ophtalmic
11417	Ophtalmic solution	Ophtalmic
9677	Ophthalmic solution	Ophtalmic
11657	Ophthalmic solution	Ophtalmic
7555	Eye drops solution	Ophtalmic
5199	Injectable solution	IV
5209	Injectable solution	Intravitreal
7420	Injectable solution	Intravitreal
10436	Solution for injection	Ophtalmic
11708	Solution for intravitreal injection	Intravitreal
10261	Sterile Ophtalmic Emulsion	Ophtalmic
11731	Sterile Ophtalmic Emulsion	Ophtalmic
11659	eye drops	Ophtalmic
3247		Ophtalmic
10856	Eye drops	Ophtalmic
3780	Solution goutte	Otic
9182	Sterile solution	Otic
4451	Drops solution	Otic
4245	Drops solution	Otic
6754	Ear drops	Otic
4513	Drops	Otic
5045	ear drops solution	Otic
9607	Gouttes Auriculaire	Otic
8528	Poudre et solvant pour suspension pour instillation auriculaire	Otic
8059	Otic solution	Otic
2277	Gouttes	Otic
168	Gouttes	Otic
5725	Ear drops	Otic
6753	Eye/Ear drops	Ophtalmic/Otic
4631	Drops solution	Ophtalmic/Otic
4612	Drops suspension	Ophtalmic/Otic
3792	Oral/ Sublingual	Sublingual
3793	Oral/ Sublingual	Sublingual
5860	Oral/ Sublingual	Sublingual
5861	Oral/ Sublingual	Sublingual
10601	Sublingual spray	Sublingual
10602	Sublingual spray	Sublingual
10603	Sublingual spray	Sublingual
10604	Sublingual spray	Sublingual
11187	Oral lyophilisate	Oral
966	Injection	IV
8155	Injectable solution	IV
8853	Solution for injectio/infusion	Infusion/IV
9511	Tablet, dispersible	Oral
11411	Tablet, dispersible	Oral
9313	Tablet, dispersible	Oral
10710	Tablet, dispersible	Oral
11870	Comprimés	Oral
11762	Tablet, film coated	Oral
11705	Tablet, film coated	Oral
11868	Comprimés	Oral
11763	Tablet, film coated	Oral
11704	Tablet, film coated	Oral
11869	Comprimés	Oral
11764	Tablet, film coated	Oral
1161	Powder	Oral/Rectal
9368	Powder for oral suspension	Oral/Rectal
7265	Tablet, film coated	Oral
7310	Tablet, film coated	Oral
8183	Tablet, film coated	Oral
9782	Comprimé pelliculé	Oral
10092	Poudre pour suspension buvable	Oral
10979	Tablet, chewable	Oral
10980	Tablet, chewable	Oral
7596	Tablet	Oral
518	Ampoule	Infusion/IV
11062		IV/IM
8503	Solution for injection	IV/IM
11880	Solution for injection	IV/IM
11320	Solution for injection	IV/IM
6192	Tablet	Oral
9038	Sterile water for injection	Water for injection, irrigation
2492	Ampoule	Water for injection, irrigation
274	Solvant pour preparation parenterale	Water for injection, irrigation
275	Solvant pour preparation parenterale	Water for injection, irrigation
276	Solvant pour preparation parenterale	Water for injection, irrigation
2491	Sol p preparation inj	Water for injection, irrigation
4227		Water for injection, irrigation
4229		Water for injection, irrigation
11650		Water for injection, irrigation
10771		Water for injection, irrigation
11151		Water for injection, irrigation
4231		Water for injection, irrigation
4235		Water for injection, irrigation
4237		Water for injection, irrigation
4238		Water for injection, irrigation
11412	Solvent for injection 	Water for injection, irrigation
11413	Solvent for injection 	Water for injection, irrigation
