MoPHCode	RegistrationNumber	ResponsibleParty	ResponsiblePartyCountry	CargoShippingTerms
8035	186110/13	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	CIF
8034	186111/13	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	CIF
8721	167715/1	Ferrer Internacional SA	Spain	CIF
8722	167815/1	Ferrer Internacional SA	Spain	CIF
8723	167915/1	Ferrer Internacional SA	Spain	CIF
7729	78214/1	Bayer Consumer Care AG	Switzerland	CIF
7869	108014/1	Bayer Consumer Care AG	Switzerland	CIF
11797	99523/1	Johnson & Johnson Consumer NV/SA	Belgium	CIF
4646	26580/89			FOB
7332	97875/11			FOB
9496	19818/1	Korhispana SL	Spain	CIF
4313	261479/97			FOB
2886	405976/00			CIF
3902	194782/04	Pierre Fabre Dermatologie 	France	CIF
11788	130023/1	Pierre Fabre Medicament 	France	CIF
4067	194314/05			CIF
10122	117019/1	GSK Consumer Healthcare Schweiz AG 	Switzerland	CIF
7156	194030/05	Jamjoum Pharmaceuticals	Saudi Arabia	CIF
4714	194149/05			FOB
4362	208688/03			FOB
10202	121319/1	GSK Consumer Healthcare Schweiz AG 	Switzerland	CIF
6385	168250/10			FOB
3903	195336/04			CIF
9157	59217/1	Laboratoires Biogaran	France	CIF
2748	26117	Sandoz GmbH	Austria	CIF
11088	105720/1	Sandoz GmbH	Austria	CIF
4423	2439/94			FOB
856	27739	Novartis Pharma AG	Switzerland	CIF
5589	221407/08	Apotex Inc	Canada	CIF
8341	97115/1			FOB
7155	194031/05	Jamjoum Pharmaceuticals	Saudi Arabia	CIF
4715	194150/05			FOB
4361	208687/03			FOB
4568	78/95			FOB
4641	2725			FOB
4610	2891			FOB
4621	2888			FOB
7558	187438/13	Bailleul	France	CIF
10168	98019/1	Meda Pharma GmbH & Co KG	Germany	CIF
259	27703	Johnson and Johnson Santé Beauté	France	CIF
4499	82/95			FOB
3992	25310	Bayer Consumer Care AG	Switzerland	CIF
1499	236433/98			CIF
7220	96690/12			FOB
7543	96594/12	Pharma International Co	Jordan	CIF
5211	222235/07			FOB
6220	24531/07	Hayat Pharmaceuticals Industries Co PLC	Jordan	CIF
10120	117219/1	GSK Consumer Healthcare Schweiz AG 	Switzerland	CIF
9045	121916/1	Natureplex LLC	USA	CIF
9907	30619/1	Norma Chemichals Ltd	UK	CIF
11502	54721/1	Dar Al Dawa Development & Investment Co Ltd	Jordan	CIF
9843	16719/1	Aspen Pharma Trading Limited	Ireland	CIF
164	974009/02	Walter Ritter GmbH & Co.KG	Germany	CIF
4481	22448			FOB
4600	2889			FOB
8081	120114/1			FOB
4567	59/95			FOB
6872	97363/12	Leo Pharma A/S	Denmark	CIF
4523	21359			FOB
4634	2727			FOB
2747		Sandoz GmbH	Austria	CIF
7321	166908/11	Medical Union Pharmaceuticals Company	Egypt	CIF
4618	2726			FOB
11478	119223/1	Natureplex	USA	CIF
1089	25292	Leo Pharma A/S	Denmark	CIF
5500	218022/09	Leo Pharma A/S	Denmark	CIF
8192	46715/1	Leo Pharma A/S	Denmark	CIF
11819	78424/1	Laboratoires Biogaran	France	CIF
4400	208685/03			FOB
7531	97885/12	Amman Pharmaceutical Industries Co Ltd	Jordan	CIF
1440	973977/02			CIF
1548	195075/04	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia	CIF
1088	25254	Leo Pharma A/S	Denmark	CIF
5499	218023/09	Leo Pharma A/S	Denmark	CIF
8191	46915/1	Leo Pharma A/S	Denmark	CIF
11180	117022/1			FOB
9445	150817/1	Engelhard Arznemittel GmbH and Co.Kg	Germany	CIF
8807	222927/14	Middle East Pharmaceutical Industries Co Ltd - Avalon Pharma	Saudi Arabia	CIF
9179	53717/1	Laboratorio Aldo-Union SL	Spain	CIF
9180	53817/1	Laboratorio Aldo-Union SL	Spain	CIF
4397	24751			FOB
9919	55619/1			FOB
4632	2847			FOB
771	236879/00			CIF
11376	45420/1	Fidia Farmaceutici SpA	Italy	CIF
772	236880/00			CIF
9320	187184/13	Laborate Pharmaceuticals India Ltd	India	CIF
5298	24541/07			CIF
4287	236962/99			FOB
5783	218737/10	Meda Pharma GmbH & Co KG	Germany	CIF
9686	172016/1			FOB
11881	57923/1	Jerash Pharmaceuticals Ltd. Co	Jordan	CIF
8870	52515/1			FOB
3698	135371			CIF
7560	186379/13			FOB
4431	2707/94			FOB
8932	3417/1	Leo Pharma A/S	Denmark	CIF
8931	3217/1	Leo Pharma A/S	Denmark	CIF
8933	3317/1	Leo Pharma A/S	Denmark	CIF
8996	10117/1	Leo Pharma A/S	Denmark	CIF
508	236445/98			CIF
611	27179			CIF
4684	26556/88			FOB
8560	144815/1	Organon Belgium	Belgium	CIF
612	27180			CIF
4417	2375/94			FOB
3559	194793/05			CIF
6905	218696/10	Amman Pharmaceutical Industries Co	Jordan	CIF
10136	85419/1	Amman Pharmaceutical Industries 	Jordan	CIF
6027	221948/09			FOB
7539	186286/13	Julphar	United Arab Emirates	CIF
10967	123518/1	Jamjoum Pharmaceutical Co	Saudi Arabia	CIF
9261	148817/1	Organon Canada Inc	Canada	CIF
7897	114114/1	Laboratorios Serra Pamies SA	Spain	CIF
9530	62417/1			FOB
10364	94920/1	Leo Pharma A/S	Denmark	CIF
10363	94820/1	Leo Pharma A/S	Denmark	CIF
8017	186126/13			FOB
8052	19515/1	Ferrer Internacional SA	Spain	CIF
9351	156517/1	Glaxo Operations UK Ltd	UK	CIF
10491	162220/1			FOB
6697	096203/11			FOB
4898	26693/89			FOB
9352	156617/1	Glaxo Operations UK Ltd	UK	CIF
10490	163020/1			FOB
6696	096202/11			FOB
4505	21365			FOB
4613	22577			FOB
1527	236740/99			CIF
7969	25014/1	Faes Pharma SA	Spain	CIF
1087	25834	Leo Pharma A/S	Denmark	CIF
8193	46815/1	Leo Pharma A/S	Denmark	CIF
7532	97884/12	Amman Pharmaceutical Industries Co Ltd	Jordan	CIF
3514	148181/03			CIF
6014	24710/07	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia	CIF
4688	26589/89			FOB
7687	187340/13	Laborate Pharmaceuticals India Ltd		CIF
11846	99723/1	Johnson & Johnson Consumer NV/SA	Belgium	CIF
4411	25651			FOB
8156	33515/1	Organon Belgium	Belgium	CIF
5504	222378/08			FOB
8563	166615/1	Organon Belgium	Belgium	CIF
3526	194792/05			CIF
5239	24303/06			CIF
10366	94620/1	Leo Pharma A/S	Denmark	CIF
759	208552/03			CIF
4903	38909/96			FOB
4904	38918/96			FOB
4559	84/95			FOB
4532	79/95			FOB
4490	2885/94			FOB
4488	2885/94			FOB
4492	2885/94			FOB
4494	2885/94			FOB
4590	31			FOB
4594	32			FOB
4591	30			FOB
4592	33			FOB
7494	97451/12	Medpharma Pharma and Chem Ind's LLC	United Arab Emirates	CIF
11611	165220/1	Middle East Pharmaceutical Industries Co Ltd - Avalon Pharma	Saudi Arabia	CIF
9215	38917/1	Laboratoires Bailleul	France	CIF
3414	27099			CIF
4368	2830/94			FOB
4367	2828/94			FOB
4369	2829/94			FOB
8652	28116/1	Galderma	France	CIF
10938	66621/1			FOB
3415	135370			CIF
10939	66521/1			FOB
8928	92416/1	S.E.R.P	Monaco	CIF
11171	134121/1	Galderma International	France	CIF
5095	974074	Bailleul	France	CIF
4467	38691/96			FOB
7661	186451/12			FOB
11726	159223/1			FOB
7660	96900/12			FOB
11727	159323/1			FOB
9061	25517/1	Galderma International	France	CIF
10671	21320/1	Galderma International	France	CIF
3695	27096			CIF
3694	27095			CIF
6336	219279/09	Medpharma Pharma and Chem Ind's LLC	United Arab Emirates	CIF
5235	24916/07			FOB
2767	26674			CIF
11805	130323/1	Pierre Fabre Medicament	France	CIF
4439	236679/99			FOB
4414	2824/94			FOB
7875	31514/1	Pella Pharmaceuticals Co Ltd	Jordan	CIF
6400	221671/08	Ferrer Internacional SA	Spain	CIF
9330	123315/1			FOB
11370	80022/1	GlaxoSmithKline Export Limited	UK	CIF
10365	94720/1	Leo Pharma A/S	Denmark	CIF
3977	195471/04	Pierre Fabre Dermatologie 	France	CIF
10452	68620/1	Pierre Fabre Dermatologie 	France	CIF
8593	1416/1			FOB
8724	74916/1	Bailleul	France	CIF
3978	195470/04	Pierre Fabre Dermatologie 	France	CIF
10453	68720/1	Pierre Fabre Dermatologie 	France	CIF
3976	195469/04	Pierre Fabre Dermatologie 	France	CIF
10451	1320/1	Pierre Fabre Dermatologie 	France	CIF
4075	23632/06	Laboratoires SMB, SA	Belgium	CIF
8725	75016/1	Bailleul	France	CIF
5114	24301	Pierre Fabre Dermatologie 	France	CIF
10454	68820/1	Pierre Fabre Dermatologie 	France	CIF
176	27916/94			CIF
9017	158016/1	Leo Pharma A/S	Denmark	CIF
9329	146115/1	Pella Pharmaceuticals Co Ltd	Jordan	CIF
7630	186106/13	Meda Pharma GmbH & Co KG	Germany	CIF
10255	163219/1	Sanofi Aventis Groupe	France	CIF
11809	1324/1	Sanofi Winthrop Industrie	France	CIF
10623	145720/1	Sanofi Aventis Groupe	France	CIF
11810	90923/1	Sanofi Winthrop Industrie	France	CIF
10329	90319/1			FOB
2755	974104/01	Pierre Fabre Dermatologie 	France	CIF
6402	166842/11	Bailleul	France	CIF
5205	24332/06	Pierre Fabre Dermatologie 	France	CIF
10090	2814/1	Laboratorio Edol Produtos Farmaceuticos SA	Portugal	CIF
6144	167088/10	Dar Al Dawa Development & Investment Co Ltd	Jordan	CIF
6096	24906/07	Bailleul	France	CIF
8274	61415/1	McNeil Products Ltd	UK	CIF
8275	61315/1	McNeil Products Ltd	UK	CIF
11861	181820/1	Middle East Pharmaceutical Industries Co Ltd - Avalon Pharma	Saudi Arabia	CIF
7697	187449/13	Pella Pharmaceuticals Co Ltd	Jordan	CIF
8411	166818/11	Medochemie Ltd	Cyprus	CIF
7612	187335/13	Laborate Pharmaceuticals India Ltd	India	CIF
9687	74017/1			FOB
9409	146317/1	Galderma International	France	CIF
9410	146217/1	Galderma International	France	CIF
10290	110616/1			FOB
3711	24739/79			CIF
9769	130418/1	Bouchara Recordati	France	CIF
6182	218338/09	Medinova AG	Switzerland	CIF
11840	89624/1			FOB
2579	20528	Sanofi Aventis	France	CIF
7235	221853/08	Jordan River Pharmaceutical Industries LLC	Jordan	CIF
8098	154814/1	Bayer Consumer Care AG	Switzerland	CIF
10852	185518/1	Jordan River Pharmaceutical Industries LLC	Jordan	CIF
11663	3323/1			FOB
1459	236236/98			CIF
1460	236235/98			CIF
11310	105717/1	Amman Pharmaceutical Industries 	Jordan	CIF
11694	3223/1			FOB
10289	110716/1			FOB
7761	96417/11	Hayat Pharmaceuticals Industries Co PLC	Jordan	CIF
3268	974211/01	Ital Farmaco SpA	Italy	CIF
4316	261475/97			FOB
4317	261476/97			FOB
4319	261477/97			FOB
11035	84522/1			FOB
5071	23730/06	Laboratorio Elea Phoenix SA	Argentine	CIF
6213	218596/10	Sanofi SpA	Italy	CIF
6420	218595/10	Sanofi SpA	Italy	CIF
6421	218594/10	Sanofi SpA	Italy	CIF
9083	122316/1	Sanofi SpA	Italy	CIF
11121	181020/1	Sanofi SpA	Italy	CIF
5135	208862/03	Bruschettini SRL	Italy	CIF
7183	186288/13	Ferring GmbH	Germany	CIF
10838	121520/1	Hikma Pharmaceuticals	Jordan	CIF
2937	208285/03	Panpharma GmbH	Germany	CIF
8577	716/1	Rotex Medica GmbH	Germany	CIF
10839	121620/1	Hikma Pharmaceuticals	Jordan	CIF
2936	208819/03			CIF
11832	12124/1	Bayer OY	Finland	CIF
1301	767258/00	Pfizer Italia SRL	Italy	CIF
1302	767259/00	Pfizer Italia SRL	Italy	CIF
7826	96716/12			FOB
7827	96717/12			FOB
11155	122122/1			FOB
11156	122022/1			FOB
3411	973857/02	Ferring International Center SA	Switzerland	CIF
3412	973858/02	Ferring International Center SA	Switzerland	CIF
2905	26894			CIF
544	208805/03	Bayer AG	Germany	CIF
6284	168014/10	Bayer AG	Germany	CIF
141	22411	Bayer AG	Germany	CIF
8018	69914/1	N.V. Organon	The Netherlands	CIF
3920	195349/04			CIF
7852	81514/1			FOB
6561	96426/11	Laboratoire HRA Pharma	France	CIF
542	1990/72	Bayer AG	Germany	CIF
8270	66415/1	Bayer PLC	UK	CIF
8225	120714/1	Laboratoires Besins International	France	CIF
9455	140217/1	Seid SA	Spain	CIF
2043	27888			CIF
6757	97528/11	Novo Nordisk AS	Denmark	CIF
8761	62516/1	Pharmazeutische Fabrik Montavit GmbH	Austria	CIF
1007	973943/02	Medinova AG	Switzerland	CIF
2904	27841			CIF
8272	66515/1	Bayer Austria	Austria	CIF
117	25530			CIF
8616	96015/1	Laboratoires Besins International	France	CIF
8929	130916/1			CIF
968	148389/04	Laboratorio Elea Phoenix SA	Argentine	CIF
5593	218138/09	Laboratoires Besins International	France	CIF
6739	97029/12	Laboratoires Besins International	France	CIF
8226	1515/1	Laboratoires Besins International	France	CIF
969	148388/04	Laboratorio Elea Phoenix SA	Argentine	CIF
7319	166972/11	Marcyrl Pharmaceuticals Industries (MPI)	Egypt	CIF
5332	24491/06	Merck Serono Ltd	UK	CIF
6767	167197/10	Ferring GmbH	Germany	CIF
5986	218137/09	Laboratoires Besins International	France	CIF
6738	97030/12	Laboratoires Besins International	France	CIF
9118	8617/1	Seid SA	Spain	CIF
7069	219474/10	Marcyrl Pharmaceuticals Industries (MPI)	Egypt	CIF
11539	164820/1	LD Collins & Co. Ltd	UK	CIF
7253	96357/11	Jordan River Pharmaceutical Industries LLC	Jordan	CIF
9299	100617/1	IBSA Institut Biochimique SA	Switzerland	CIF
3172	24437/79	Abbott Healthcare Products BV	The Netherlands	CIF
6664	166810/11	Bayer AG	Germany	CIF
10026	76519/1	Bayer Hispania	Spain	CIF
8269	66715/1	Bayer (Schweiz) AG	Switzerland	CIF
8048	127914/1	IBSA Institut Biochimique SA	Switzerland	CIF
9269	109116/1	NV Phare Belgium SA	Belgium	CIF
5612	221995/09	Ferring GmbH	Germany	CIF
9357	122917/1	IBSA Institut Biochimique SA	Switzerland	CIF
7179	096729/12	Ferring - Leciva, AS	Czech Republic	CIF
7178	096728/12	Ferring - Leciva, AS	Czech Republic	CIF
9270	109216/1	NV Phare Belgium SA	Belgium	CIF
9356	122817/1	IBSA Institut Biochimique SA	Switzerland	CIF
3905	974014/02			CIF
3904	974015/02			CIF
10086	139219/1	Cinnagen Co 	Iran	CIF
4025	24101/06	Merck Serono SpA	Italy	CIF
10087	139119/1	Cinnagen Co 	Iran	CIF
5334	24478/06	Merck Serono SpA	Italy	CIF
5595	221166/08	Merck Serono SpA	Italy	CIF
8909	147616/1	Merck Sharp & Dohme Ltd	UK	CIF
10508	118220/1	N.V. Organon	The Netherlands	CIF
8908	147716/1	Merck Sharp & Dohme Ltd	UK	CIF
10507	118620/1	N.V. Organon	The Netherlands	CIF
10975	116021/1	Merck Serono SpA	Italy	CIF
11022	37322/1	N.V. Organon	The Netherlands	CIF
11021	37222/1	N.V. Organon	The Netherlands	CIF
6470	167818/11	Merck Serono SA	Switzerland	CIF
8292	101015/1	Sanofi Aventis	France	CIF
11225	153521/1	Humble Healthcare Limited	India	CIF
11316	153521/1	Humble Healthcare Limited	India	CIF
138	26321	Bayer AG	Germany	CIF
4596	195091			FOB
9114	61317/1	Arrow Génériques	France	CIF
6352	166650/11	S.E.R.P	Monaco	CIF
10143	100519/1	Meda Pharma GmbH & Co KG	Germany	CIF
4246	261448/97			FOB
5792	219588/09	Apogepha Arzneimittel GmbH	Germany	CIF
5979	168028/10	Apogepha Arzneimittel GmbH	Germany	CIF
10106	97519/1	Apogepha Arzneimittel GmbH		CIF
10474	34220/1	Apogepha Arzneimittel GmbH	Germany	CIF
11646	66522/1	Viatris Pharma SRL	Italy	CIF
11228	113820/1	Biofarma Ilac San. ve Tic. AS	Turkey	CIF
3980	194494/05			CIF
10695	17520/1	Tad Pharma GmbH	Germany	CIF
11484	140221/1	Biofarma Ilac San. ve Tic. AS	Turkey	CIF
10836	45320/1	Arrow Génériques	France	CIF
10334	FE132420/1			FOB
9036	150416/1			FOB
3981	194493/05			CIF
10696	17420/1	Tad Pharma GmbH	Germany	CIF
11485	140121/1	Biofarma Ilac San. ve Tic. AS	Turkey	CIF
10837	45320/1	Arrow Génériques	France	CIF
10333	FE132520/1			FOB
9037	150516/1			FOB
6401	219247/09	Ferring GmbH	Germany	CIF
11864	131423/1	Dr. Pfleger Arzneimittel   GmbH	Germany	CIF
7733	27414/1	Astellas Pharma Europe BV	The Netherlands	CIF
11637	106621/1	Upjohn EESV	The Netherlands	CIF
3996	24529/07	Gador SA	Argentine	CIF
10011	85019/1			FOB
10608	156319/1			FOB
7536	219299/09	RAM Pharmaceutical Industries Co Ltd	Jordan	CIF
8531	219467/09	Midpharma	Jordan	CIF
8532	219466/09	Midpharma	Jordan	CIF
7485	186159/13			FOB
11638	106521/1	Upjohn EESV	The Netherlands	CIF
9387	140617/1	Arrow Génériques	France	CIF
9734	143518/1	Arrow Génériques	France	CIF
10012	85119/1			FOB
9151	49317/1	EVA Pharma for Pharmaceuticals and Medical Appliances	Egypt	CIF
11802	37223/1	Stragen France	France	CIF
5976	24688/07	Lilly SA	Spain	CIF
10562	62920/1	Apotex Inc	Canada	CIF
5157	24715/07			FOB
9260	97652/11			FOB
10798	36121/1			FOB
11888	70323/1	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia	CIF
11889	70423/1	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia	CIF
7698	186510/13	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	CIF
8036	126914/1	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	CIF
7798	222931/14			FOB
5583	222377/08			FOB
11567	78522/1			FOB
9994	102519/1			FOB
11291	25521/1	Tad Pharma GmbH	Germany	CIF
4677	194148/05			FOB
10188	41820/1			FOB
7755	186155/13	Dar Al Dawa Development & Investment Co Ltd	Jordan	CIF
8695	64516/1			FOB
9259	121017/1			FOB
6163	219707/09	Lilly SA  Alcobendas	Spain	CIF
9244	25117/1	Apotex Inc	Canada	CIF
8741	97549/11			FOB
10799	36221/1			FOB
11887	70223/1	Tabuk Pharmaceutical Manufacturing Company 	Saudi Arabia	CIF
9545	24218/1	Joswe Medical (Jordan Sweden Medical and Sterilization Co)	Jordan	CIF
6557	096208/11			FOB
11566	70222/1			FOB
11290	25421/1	Tad Pharma GmbH	Germany	CIF
7600	186076/13			FOB
9433	70417/1	Dar Al Dawa Development & Investment Co Ltd	Jordan	CIF
9340	143417/1			FOB
10563	63020/1	Apotex Inc	Canada	CIF
10354	97651/2011			FOB
10600	5820/1	Laboratoires Biogaran	France	CIF
10335	52520/1			FOB
10429	74120/1			FOB
10845	34122/1			FOB
2708	195005/04	Bayer AG	Germany	CIF
11559	139621/1	Humble Healthcare Limited	India	CIF
10607	156419/1			FOB
4608	20111			FOB
1204				CIF
7291	186083/13	Berlin Chemie AG	Germany	CIF
8777	121214/1	Spimaco 	Saudi Arabia	CIF
7292	186084/13	Berlin Chemie AG	Germany	CIF
3110	405937/00	Sanofi Aventis France	France	CIF
8306	185804/13			FOB
11203	103122/1	Laboratoires Biogaran	France	CIF
5983	218866/09	Apotex Inc	Canada	CIF
8544	38214/1	EVA Pharma for Pharmaceuticals and Medical Appliances	Egypt	CIF
9437	26218/1	EVA Pharma for Pharmaceuticals and Medical Appliances	Egypt	CIF
5468	24709/07	Astellas Pharma Europe BV	The Netherlands	CIF
7316	187401/13	Apotex Inc	Canada	CIF
8589	166611/11			FOB
5087	24670/07			FOB
6029	222262/08			FOB
9072	66717/1	Genericon Pharma GmbH	Austria	CIF
6344	166832/11			FOB
11575	100823/1	Arrow Génériques	France	CIF
10949	10721/1	Laboratoires Biogaran	France	CIF
6345	166833/11			FOB
11576	100723/1	Arrow Génériques	France	CIF
10948	10821/1	Laboratoires Biogaran	France	CIF
11166	177820/1	Galenicum Health SL	Spain	CIF
10913	173120/1	Arrow Génériques	France	CIF
9318	108217/1	Astellas Pharma Europe BV	The Netherlands	CIF
5639	218177/09	Organon Pharma (UK) Limited	UK	CIF
8070	93514/1	Kern Pharma SL	Spain	CIF
9081	175416/1	Accord Healthcare Limited	UK	CIF
9317	116317/1	Arrow Génériques	France	CIF
5547	222461/08			FOB
8588	2216/1	Laboratoires Bailleul	France	CIF
11593	126623/1	Bailleul	France	CIF
5546	222462/08			FOB
10181	168319/1			FOB
10692	13420/1	Arrow Génériques	France	CIF
9414	146817/1	Laboratoires Biogaran	France	CIF
8285	110715/1	Genzyme Europe BV	The Netherlands	CIF
11244	59020/1	Cinnagen Co 	Iran	CIF
9395	154016/1	Pfizer SA	Belgium	CIF
10863	29618/1	BioSidus SAU	Argentine	CIF
2014	208835/03	Novo Nordisk AS	Denmark	CIF
5185	222232/07			CIF
11245	59120/1	Cinnagen Co 	Iran	CIF
2015	208834/03	Novo Nordisk AS	Denmark	CIF
7032	096732/12	Sandoz GmbH	Austria	CIF
9837	164518/1	Pfizer SA	Belgium	CIF
6915	96688/12	Ferring GmbH	Germany	CIF
6914	96689/12	Ferring GmbH	Germany	CIF
10205	172419/1	GP-Pharm, SA	Spain	CIF
6583	219570/09	Ferring GmbH	Germany	CIF
10749	98720/1	GP-Pharm, SA	Spain	CIF
850	26820	Novartis Pharma AG	Switzerland	CIF
5848	218903/10	Novartis Pharma AG	Switzerland	CIF
5849	218904/10	Novartis Pharma AG	Switzerland	CIF
7148	96712/12	Ipsen Pharma 	France	CIF
7149	96711/12	Ipsen Pharma 	France	CIF
11670	4822/1	Recordati Rare Diseases	France	CIF
11671	91222/1	Recordati Rare Diseases	France	CIF
11672	91322/1	Recordati Rare Diseases	France	CIF
8446	144115/1	Merck Sharp & Dohme Ltd	UK	CIF
11039	37122/1	N.V. Organon	The Netherlands	CIF
521	405528			CIF
522	405527			CIF
11311	41122	Merck Europe BV	The Netherlands	CIF
11312	107821	Merck Europe BV	The Netherlands	CIF
8565	170415/1	Organon Belgium	Belgium	CIF
4291	13929			FOB
7159	25/95			FOB
3885	MP0050/95	Medochemie Ltd	Cyprus	CIF
8279	75515/1	Medochemie Ltd	Cyprus	CIF
9694	29415/1			CIF
10206	186418/1	Aburaihan Pharmaceutical Company	Iran	CIF
9289	2917/1			FOB
4292	6930			FOB
9014	18417/1	Panpharma GmbH	Germany	CIF
9693	29515/1	Les Laboratoires Medis SA	Tunisia	CIF
439	19019	Pfizer SA	Belgium	CIF
7406	187304/13	Laboratorio Italiano Biochimico Farmaceutico Lisapharma SpA	Italy	CIF
5497	222460/08			FOB
9885	47619/1			FOB
8744	159715/1	Les Laboratoires Medis SA	Tunisia	CIF
9411	151916/1	Neon Laboratories Limited	India	CIF
9884	47719/1			FOB
8691	171415/1	Neon Laboratories Limited	India	CIF
5498	222459/08			FOB
441	25161/81	Pfizer SA	Belgium	CIF
7868	186480/12	Les Laboratoires Medis SA	Tunisia	CIF
442	25162/81	Pfizer SA	Belgium	CIF
6904	97214/12			FOB
416	8291			CIF
417	20285			CIF
11844	73123/1			FOB
6028	221949/09			FOB
7041	96449/11	Jazeera Pharmaceutical Industries	Saudi Arabia	CIF
11173	124021/1			FOB
9732	160417/1	European Egyptian Pharmaceutical Industries	Egypt	CIF
4667	27587/94			FOB
4459	2377/94			FOB
4666	27589/94			FOB
4461	2379/94			FOB
4664	27588/94			FOB
4460	2376/94			FOB
4668	27590/94			FOB
4462	2374/94			FOB
7077	96727/12	Pharmatex Italia SRL	Italy	CIF
11051	81817/1	Vuab Pharma AS	Czech Republic	CIF
9729	56318/1			FOB
437	17963			CIF
2645	947/72	Sanofi Aventis	France	CIF
8120	122514/1	Faes Farma SA	Spain	CIF
8121	122414/1	Faes Farma SA	Spain	CIF
10752	103920/1			FOB
1309	973424/01			CIF
1310	973425/01			CIF
7327	185925/13	Aspen Pharma Trading Limited	Ireland	CIF
1311	973427/01			CIF
1312	973426/01			CIF
4710	194471/05			FOB
8903	89516/1	Merck Healthcare KGaA	Germany	CIF
8904	89616/1	Merck Healthcare KGaA	Germany	CIF
2028	208483	Novo Nordisk AS	Denmark	CIF
10323	175119/1	Cinnagen Co 	Iran	CIF
5742	218334/09	Lilly France SAS	France	CIF
10866	119017/1	BioSidus SAU	Argentine	CIF
10027	87219/1	Future Health Pharma GmbH	Switzerland	CIF
9973	40119/1	Future Health Pharma GmbH	Switzerland	CIF
11366	20322/1	Arrow Génériques	France	CIF
11368	20522/1	Arrow Génériques	France	CIF
11367	20422/1	Arrow Génériques	France	CIF
2503	208487	Elerte	France	CIF
11172	39521/1	Elerte	France	CIF
1665		Lagap SA	Switzerland	CIF
9938	21219/1	Italfarmaco SpA	Italy	CIF
2768	236399			CIF
4466	25653			FOB
6955	96705/12	Bailleul	France	CIF
7284	186107/13	Galderma International	France	CIF
4560	75/95			FOB
4562	75/95			FOB
7158	20565/72			FOB
11877	130218/1	Jazeera Pharmaceutical Industries	Saudi Arabia	CIF
11878	130318/1	Jazeera Pharmaceutical Industries	Saudi Arabia	CIF
11879	130118/1	Jazeera Pharmaceutical Industries	Saudi Arabia	CIF
11239	135621	Pfizer Europe MA EEIG	Belgium	CIF
