Code	Parent	Route CLEAN	Parenteral
8747	Parentaral	IM-SC-Intramuscular-Subcutanous	Parentaral
8748	T-Topical	T-Topical	
8751	Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
8753	O-Oral	O-Oral	
8754	O-Oral	O-Oral	
8756	OG-Oral gingival	OG-Oral gingival	
8757	T-Topical	T-Topical	
8758	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
8759	O-Oral	O-Oral	
8760	O-Oral	O-Oral	
8761	V-Vaginal	V-Vaginal	
8763	O-Oral	O-Oral	
8764	O-Oral	O-Oral	
8765	O-Oral	O-Oral	
8766	O-Oral	O-Oral	
8767	O-Oral	O-Oral	
8768	O-Oral	O-Oral	
8769	O-Oral	O-Oral	
8773	Parentaral	Inf-Infusion	Parentaral
8774	Parentaral	Inf-Infusion	Parentaral
8775	O-Oral	O-Oral	
8777	O-Oral	O-Oral	
8778	O-Oral	O-Oral	
8779	T-Topical	T-Topical	
8782	Res-Respiratory	Res-Respiratory	
8783	O-Oral	O-Oral	
8785	O-Oral	O-Oral	
8786	Parentaral	Inf-Infusion	Parentaral
8787	Parentaral	Inf-Infusion	Parentaral
8788	Parentaral	SC-Subcutanous	Parentaral
8789	O-Oral	O-Oral	
8790	O-Oral	O-Oral	
8791	O-Oral	O-Oral	
8792	O-Oral	O-Oral	
8793	O-Oral	O-Oral	
8794	O-Oral	O-Oral	
8796	O-Oral	O-Oral	
8797	O-Oral	O-Oral	
8800	Res-Respiratory	Res-Respiratory	
8804	Parentaral	Inf-Infusion	Parentaral
8805	Parentaral	Inf-Infusion	Parentaral
8806	Parentaral	Inf-Infusion	Parentaral
8807	T-Topical	T-Topical	
8809	O-Oral	O-Oral	
8810	O-Oral	O-Oral	
8811	O-Oral	O-Oral	
8812	O-Oral	O-Oral	
8814	T-Topical	T-Topical	
8815	O-Oral	O-Oral	
8816	O-Oral	O-Oral	
8817	O-Oral	O-Oral	
8818	O-Oral	O-Oral	
8819	O-Oral	O-Oral	
8820	O-Oral	O-Oral	
8822	O-Oral	O-Oral	
8823	O-Oral	O-Oral	
8824	O-Oral	O-Oral	
8825	O-Oral	O-Oral	
8826	IV-Intravenous	IV-Intravenous	
8827	O-Oral	O-Oral	
8828	O-Oral	O-Oral	
8829	O-Oral	O-Oral	
8830	O-Oral	O-Oral	
8831	O-Oral	O-Oral	
8832	Parentaral	SC-Subcutanous	Parentaral
8833	O-Oral	O-Oral	
8834	Parentaral	Inf-Infusion	Parentaral
8835	Parentaral	Inf-Infusion	Parentaral
8836	O-Oral	O-Oral	
8838	O-Oral	O-Oral	
8839	O-Oral	O-Oral	
8840	O-Oral	O-Oral	
8841	O-Oral	O-Oral	
8842	O-Oral	O-Oral	
8843	O-Oral	O-Oral	
8844	O-Oral	O-Oral	
8847	O-Oral	O-Oral	
8848	Parentaral	IM-SC-Intramuscular-Subcutanous	Parentaral
8849	Parentaral	Inf-Infusion	Parentaral
8850	Parentaral	Inf-Infusion	Parentaral
8851	Parentaral	Inf-Infusion	Parentaral
8852	Parentaral	Inf-Infusion	Parentaral
8853	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
8854	Parentaral	SC-Subcutanous	Parentaral
8856	Parentaral	Inf-IV-Epid-Infusion-Intravenous-Epidural	Parentaral
8857	Parentaral	IV-Epid-Intavenous-Epidural	Parentaral
8858	Parentaral	Inf-Infusion	Parentaral
8859	O-Oral	O-Oral	
8862	Parentaral	Inf-Infusion	Parentaral
8863	Parentaral	IV-IM-Inf-R-Intravenous-Intramuscular-Infusion-Rectal	Parentaral
8864	Parentaral	IV-IM-Inf-R-Intravenous-Intramuscular-Infusion-Rectal	Parentaral
8865	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
8868	Parentaral	Inf-Infusion	Parentaral
8869	O-Oral	O-Oral	
8870	T-Topical	T-Topical	
8871	Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
8876	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
8877	O-Oral	O-Oral	
8879	O-Oral	O-Oral	
8880	O-Oral	O-Oral	
8881	O-Oral	O-Oral	
8882	O-Oral	O-Oral	
8883	O-Oral	O-Oral	
8886	O-Oral	O-Oral	
8887	Oph-Ophtalmic	Oph-Ophtalmic	
8888	O-Oral	O-Oral	
8889	O-Oral	O-Oral	
8892	O-Oral	O-Oral	
8893	O-Oral	O-Oral	
8894	Parentaral	IM-Intramuscular	Parentaral
8895	Parentaral	IM-Intramuscular	Parentaral
8896	Parentaral	IM-Intramuscular	Parentaral
8897	Parentaral	IM-Intramuscular	Parentaral
8898	O-Oral	O-Oral	
8899	Parentaral	Inf-Infusion	Parentaral
8900	Parentaral	Inf-Infusion	Parentaral
8901	Parentaral	Inf-Infusion	Parentaral
8903	O-Oral	O-Oral	
8904	O-Oral	O-Oral	
8905	O-Oral	O-Oral	
8906	IV-Intravenous	IV-Intravenous	
8907	Parentaral	SC-Subcutanous	Parentaral
8908	Parentaral	IM-SC-Intramuscular-Subcutanous	Parentaral
8909	Parentaral	IM-SC-Intramuscular-Subcutanous	Parentaral
8910	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
8911	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
8912	Parentaral	Inf-Infusion	Parentaral
8913	Oph-Ophtalmic	Oph-Ophtalmic	
8914	Oph-Ophtalmic	Oph-Ophtalmic	
8915	Oph-Ophtalmic	Oph-Ophtalmic	
8918	O-Oral	O-Oral	
8919	O-Oral	O-Oral	
8920	O-Oral	O-Oral	
8921	Parentaral	SC-Subcutanous	Parentaral
8922	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
8923	O-Oral	O-Oral	
8924	O-Oral	O-Oral	
8925	Parentaral	Inf-Infusion	Parentaral
8926	Parentaral	Inf-Infusion	Parentaral
8927	Oph-Ophtalmic	Oph-Ophtalmic	
8928	T-Topical	T-Topical	
8929	O-Oral-V-Vaginal	O-Oral-V-Vaginal	
8931	T-Topical	T-Topical	
8932	T-Topical	T-Topical	
8933	T-Topical	T-Topical	
8938	O-Oral	O-Oral	
8939	O-Oral	O-Oral	
8942	Parentaral	Inf-Infusion	Parentaral
8943	Parentaral	Inf-Infusion	Parentaral
8944	Parentaral	SC-Subcutanous	Parentaral
8947	Parentaral	SC-Subcutanous	Parentaral
8948	Parentaral	SC-Subcutanous	Parentaral
8949	O-Oral	O-Oral	
8950	O-Oral	O-Oral	
8951	O-Oral	O-Oral	
8952	O-Oral	O-Oral	
8953	TS-Topical,scalp	TS-Topical,scalp	
8957	Oph-Ophtalmic	Oph-Ophtalmic	
8958	IV-Intravenous	IV-Intravenous	
8959	IV-Intravenous	IV-Intravenous	
8960	O-Oral	O-Oral	
8961	O-Oral	O-Oral	
8962	IV-Intravenous	IV-Intravenous	
8963	Parentaral	IM-Intramuscular	Parentaral
8964	Parentaral	IM-Intramuscular	Parentaral
8965	O-Oral	O-Oral	
8971	O-Oral	O-Oral	
8972	O-Oral	O-Oral	
8973	R-Rectal	R-Rectal	
8975	N-Nasal	N-Nasal	
8976	N-Nasal	N-Nasal	
8978	N-Nasal	N-Nasal	
8979	O-Oral	O-Oral	
8980	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
8981	Parentaral	Inf-Infusion	Parentaral
8982	Parentaral	IM-Intramuscular	Parentaral
8983	IV-Intravenous	IV-Intravenous	
8984	IV-Intravenous	IV-Intravenous	
8985	IV-Intravenous	IV-Intravenous	
8986	IV-Intravenous	IV-Intravenous	
8987	IV-Intravenous	IV-Intravenous	
8988	IV-Intravenous	IV-Intravenous	
8989	Parentaral	Inf-Infusion	Parentaral
8990	O-Oral	O-Oral	
8991	O-Oral	O-Oral	
8992	O-Oral	O-Oral	
8993	O-Oral	O-Oral	
8994	O-Oral	O-Oral	
8996	TS-Topical,scalp	TS-Topical,scalp	
8998	O-Oral	O-Oral	
8999	O-Oral	O-Oral	
9000	O-Oral	O-Oral	
9001	O-Oral	O-Oral	
9002	Parentaral	SC-Subcutanous	Parentaral
9003	Parentaral	SC-Subcutanous	Parentaral
9004	Parentaral	IM-Intramuscular	Parentaral
9005	O-Oral	O-Oral	
9006	O-Oral	O-Oral	
9007	O-Oral	O-Oral	
9008	O-Oral	O-Oral	
9009	O-Oral	O-Oral	
9010	O-Oral	O-Oral	
9011	O-Oral	O-Oral	
9012	O-Oral	O-Oral	
9013	O-Oral	O-Oral	
9014	IV-Intravenous	IV-Intravenous	
9015	Parentaral	Inf-Infusion	Parentaral
9016	Parentaral	Inf-Infusion	Parentaral
9017	T-Topical	T-Topical	
9019	Res-Respiratory	Res-Respiratory	
9020	Parentaral	IV-IM-SC-Intravenous-Intamuscular-Subcutanous	Parentaral
9021	Parentaral	IV-IM-SC-Intravenous-Intamuscular-Subcutanous	Parentaral
9022	T-Topical	T-Topical	
9023	O-Oral	O-Oral	
9024	O-Oral	O-Oral	
9025	O-Oral	O-Oral	
9026	O-Oral	O-Oral	
9029	T-Topical	T-Topical	
9031	Parentaral	IM-Intramuscular	Parentaral
9032	Parentaral	IM-Intramuscular	Parentaral
9033	Parentaral	Inf-Infusion	Parentaral
9034	O-Oral	O-Oral	
9035	Parentaral	IM-Intramuscular	Parentaral
9036	O-Oral	O-Oral	
9037	O-Oral	O-Oral	
9038	Irrigation	Irrigation	
9039	O-Oral	O-Oral	
9040	O-Oral	O-Oral	
9041	O-Oral	O-Oral	
9042	O-Oral	O-Oral	
9043	O-Oral	O-Oral	
9045	T-Topical	T-Topical	
9046	IVes-Intravesical	IVes-Intravesical	
9048	O-Oral	O-Oral	
9050	Oph-Ophtalmic	Oph-Ophtalmic	
9051	O-Oral	O-Oral	
9052	O-Oral	O-Oral	
9053	O-Oral	O-Oral	
9054	O-Oral	O-Oral	
9055	O-Oral	O-Oral	
9056	O-Oral	O-Oral	
9058	O-Oral	O-Oral	
9059	O-Oral	O-Oral	
9061	T-Topical	T-Topical	
9063	O-Oral	O-Oral	
9064	O-Oral	O-Oral	
9065	O-Oral	O-Oral	
9066	O-Oral	O-Oral	
9067	O-Oral	O-Oral	
9068	O-Oral	O-Oral	
9069	O-Oral	O-Oral	
9070	O-Oral	O-Oral	
9071	O-Oral	O-Oral	
9072	O-Oral	O-Oral	
9073	Parentaral	IM-Intramuscular	Parentaral
9081	O-Oral	O-Oral	
9083	O-Oral	O-Oral	
9086	Parentaral	IV-IM-SC-Intravenous-Intramuscular-Subcutanous	Parentaral
9087	Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
9090	O-Oral	O-Oral	
9092	O-Oral	O-Oral	
9093	O-Oral	O-Oral	
9094	O-Oral	O-Oral	
9095	O-Oral	O-Oral	
9096	O-Oral	O-Oral	
9097	O-Oral	O-Oral	
9098	O-Oral	O-Oral	
9099	O-Oral	O-Oral	
9100	O-Oral	O-Oral	
9101	O-Oral	O-Oral	
9102	Parentaral	Inf-Infusion	Parentaral
9103	Parentaral	Inf-Infusion	Parentaral
9104	Parentaral	Inf-Infusion	Parentaral
9105	Parentaral	Inf-Infusion	Parentaral
9106	O-Oral	O-Oral	
9108	O-Oral	O-Oral	
9109	Parentaral	IM-Intramuscular	Parentaral
9110	Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
9111	Parentaral	Inf-Infusion	Parentaral
9112	O-Oral	O-Oral	
9114	O-Oral	O-Oral	
9115	O-Oral	O-Oral	
9116	Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
9117	Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
9118	T-Topical	T-Topical	
9120	R-Rectal	R-Rectal	
9122	O-Oral	O-Oral	
9123	O-Oral	O-Oral	
9124	O-Oral	O-Oral	
9125	O-Oral	O-Oral	
9126	O-Oral	O-Oral	
9127	Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
9128	Parentaral	Inf-Infusion	Parentaral
9129	Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
9130	Parentaral	Inf-Infusion	Parentaral
9132	Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
9133	Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
9134	Parentaral	Inf-Infusion	Parentaral
9139	O-Oral	O-Oral	
9140	O-Oral	O-Oral	
9141	O-Oral	O-Oral	
9144	Parentaral	Inf-IV-IM-Infusion-Intravenous-Intramuscular	Parentaral
9146	O-Oral	O-Oral	
9147	O-Oral	O-Oral	
9148	O-Oral	O-Oral	
9149	O-Oral	O-Oral	
9150	Parentaral	Inf-Infusion	Parentaral
9151	O-Oral	O-Oral	
9152	O-Oral	O-Oral	
9153	O-Oral	O-Oral	
9154	O-Oral	O-Oral	
9155	O-Oral	O-Oral	
9156	O-Oral	O-Oral	
9157	T-Topical	T-Topical	
9160	O-Oral	O-Oral	
9161	O-Oral	O-Oral	
9162	O-Oral	O-Oral	
9163	O-Oral	O-Oral	
9164	O-Oral	O-Oral	
9165	Parentaral	SC-Subcutanous	Parentaral
9166	T-Topical	T-Topical	
9167	O-Oral	O-Oral	
9169	O-Oral	O-Oral	
9170	O-Oral	O-Oral	
9172	O-Oral	O-Oral	
9173	O-Oral	O-Oral	
9174	O-Oral	O-Oral	
9175	O-Oral	O-Oral	
9176	O-Oral	O-Oral	
9179	T-Topical	T-Topical	
9180	T-Topical	T-Topical	
9181	O-Oral	O-Oral	
9182	Ot-Otic	Ot-Otic	
9183	O-Oral	O-Oral	
9184	Parentaral	Inf-Infusion	Parentaral
9185	Parentaral	Inf-Infusion	Parentaral
9186	Parentaral	Inf-Infusion	Parentaral
9189	Parentaral	Inf-Infusion	Parentaral
9190	Parentaral	Inf-Infusion	Parentaral
9191	O-Oral	O-Oral	
9196	O-Oral	O-Oral	
9198	Parentaral	Inf-Infusion	Parentaral
9199	O-Oral	O-Oral	
9200	O-Oral	O-Oral	
9201	O-Oral	O-Oral	
9202	Parentaral	Inf-Infusion	Parentaral
9203	Parentaral	Inf-Infusion	Parentaral
9204	O-Oral	O-Oral	
9205	Parentaral	IV-IM-SC-Intravenous-Intamuscular-Subcutanous	Parentaral
9206	Parentaral	IM-Intramuscular	Parentaral
9207	Parentaral	IM-Intramuscular	Parentaral
9209	Parentaral	Inf-Infusion	Parentaral
9210	Parentaral	Inf-Infusion	Parentaral
9211	Parentaral	Inf-Infusion	Parentaral
9212	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
9214	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
9215	T-Topical	T-Topical	
9216	Parentaral	Inf-Infusion	Parentaral
9217	O-Oral	O-Oral	
9218	O-Oral	O-Oral	
9220	O-Oral	O-Oral	
9221	O-Oral	O-Oral	
9222	O-Oral	O-Oral	
9223	O-Oral	O-Oral	
9224	O-Oral	O-Oral	
9227	IO-Intraoral	IO-Intraoral	
9228	Parentaral	Inf-Infusion	Parentaral
9230	O-Oral	O-Oral	
9234	O-Oral	O-Oral	
9235	O-Oral	O-Oral	
9236	O-Oral	O-Oral	
9237	O-Oral	O-Oral	
9238	Res-Respiratory	Res-Respiratory	
9239	Res-Respiratory	Res-Respiratory	
9240	Parentaral	Inf-IV-IM-Infusion-Intravenous-Intramuscular	Parentaral
9241	O-Oral	O-Oral	
9242	Parentaral	SC-Subcutanous	Parentaral
9243	O-Oral	O-Oral	
9244	O-Oral	O-Oral	
9245	InhRes-Inhalation or respiratory	InhRes-Inhalation or respiratory	
9246	InhRes-Inhalation or respiratory	InhRes-Inhalation or respiratory	
9247	InhRes-Inhalation or respiratory	InhRes-Inhalation or respiratory	
9248	InhRes-Inhalation or respiratory	InhRes-Inhalation or respiratory	
9249	O-Oral	O-Oral	
9250	O-Oral	O-Oral	
9251	O-Oral	O-Oral	
9252	O-Oral	O-Oral	
9253	O-Oral	O-Oral	
9254	O-Oral	O-Oral	
9255	O-Oral	O-Oral	
9256	O-Oral	O-Oral	
9257	O-Oral	O-Oral	
9259	O-Oral	O-Oral	
9260	O-Oral	O-Oral	
9261	T-Topical	T-Topical	
9262	O-Oral	O-Oral	
9263	O-Oral	O-Oral	
9264	O-Oral	O-Oral	
9265	O-Oral	O-Oral	
9266	O-Oral	O-Oral	
9267	O-Oral	O-Oral	
9268	O-Oral	O-Oral	
9269	Parentaral	IM-SC-Intramuscular-Subcutanous	Parentaral
9270	Parentaral	IM-SC-Intramuscular-Subcutanous	Parentaral
9271	O-Oral	O-Oral	
9272	Parentaral	SC-Subcutanous	Parentaral
9275	IV-Intravenous	IV-Intravenous	
9276	O-Oral	O-Oral	
9277	O-Oral	O-Oral	
9278	O-Oral	O-Oral	
9279	O-Oral	O-Oral	
9280	O-Oral	O-Oral	
9281	O-Oral	O-Oral	
9282	O-Oral	O-Oral	
9283	O-Oral	O-Oral	
9284	O-Oral	O-Oral	
9285	O-Oral	O-Oral	
9286	O-Oral	O-Oral	
9287	O-Oral	O-Oral	
9288	Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
9289	Parentaral	IM/IV/Intraarticular/intralesional/soft tissue injection	Parentaral
9290	O-Oral	O-Oral	
9294	O-Oral	O-Oral	
9295	O-Oral	O-Oral	
9296	O-Oral	O-Oral	
9297	O-Oral	O-Oral	
9298	O-Oral	O-Oral	
9299	Parentaral	SC-Subcutanous	Parentaral
9300	Parentaral	Inf-Infusion	Parentaral
9302	Parentaral	IM-Intramuscular	Parentaral
9303	Parentaral	IM-Intramuscular	Parentaral
9313	O-Oral	O-Oral	
9314	O-Oral	O-Oral	
9315	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
9317	O-Oral	O-Oral	
9318	O-Oral	O-Oral	
9320	T-Topical	T-Topical	
9321	O-Oral	O-Oral	
9322	O-Oral	O-Oral	
9323	O-Oral	O-Oral	
9324	O-Oral	O-Oral	
9325	Parentaral	IM-Intramuscular	Parentaral
9326	O-Oral	O-Oral	
9327	O-Oral	O-Oral	
9328	O-Oral	O-Oral	
9329	T-Topical	T-Topical	
9330	T-Topical	T-Topical	
9331	IV-Intravenous	IV-Intravenous	
9332	Parentaral	Inf-IM-Infusion-Intramuscular	Parentaral
9333	Parentaral	Inf-Infusion	Parentaral
9337	O-Oral	O-Oral	
9339	O-Oral	O-Oral	
9340	O-Oral	O-Oral	
9341	O-Oral	O-Oral	
9342	O-Oral	O-Oral	
9343	T-Topical	T-Topical	
9344	Oph-Ophtalmic	Oph-Ophtalmic	
9345	Oph-Ophtalmic	Oph-Ophtalmic	
9346	Parentaral	Varicose vein	Parentaral
9347	Parentaral	Varicose vein	Parentaral
9348	Parentaral	Varicose vein	Parentaral
9349	O-Oral	O-Oral	
9350	O-Oral	O-Oral	
9351	T-Topical	T-Topical	
9352	T-Topical	T-Topical	
9353	O-Oral	O-Oral	
9354	O-Oral	O-Oral	
9355	O-Oral	O-Oral	
9356	Parentaral	IM-SC-Intramuscular-Subcutanous	Parentaral
9357	Parentaral	IM-SC-Intramuscular-Subcutanous	Parentaral
9358	O-Oral	O-Oral	
9359	Parentaral	SC-Subcutanous	Parentaral
9360	O-Oral	O-Oral	
9361	O-Oral	O-Oral	
9362	O-Oral	O-Oral	
9363	O-Oral	O-Oral	
9364	O-Oral	O-Oral	
9365	O-Oral	O-Oral	
9366	Parentaral	Inf-Infusion	Parentaral
9367	O-Oral	O-Oral	
9368	O-R-Oral-Rectal	O-R-Oral-Rectal	
9369	Parentaral	Inf-Infusion	Parentaral
9370	Parentaral	Inf-Infusion	Parentaral
9371	Parentaral	Inf-Infusion	Parentaral
9372	Parentaral	Inf-Infusion	Parentaral
9373	Parentaral	Inf-Infusion	Parentaral
9374	Parentaral	Inf-Infusion	Parentaral
9375	Parentaral	Inf-Infusion	Parentaral
9376	Parentaral	Inf-Infusion	Parentaral
9377	Parentaral	Inf-Infusion	Parentaral
9378	Parentaral	Inf-Infusion	Parentaral
9379	Parentaral	Inf-Infusion	Parentaral
9380	Parentaral	Inf-Infusion	Parentaral
9382	O-Oral	O-Oral	
9383	Parentaral	Inf-Infusion	Parentaral
9384	Parentaral	Inf-Infusion	Parentaral
9385	Parentaral	Inf-Infusion	Parentaral
9386	Parentaral	IV-SC-Intravenous-Subcutanous	Parentaral
9387	O-Oral	O-Oral	
9389	Parentaral	P-Parenteral	Parentaral
9390	O-Oral	O-Oral	
9391	O-Oral	O-Oral	
9394	Parentaral	Inf-Infusion	Parentaral
9395	Parentaral	SC-Subcutanous	Parentaral
9396	Parentaral	Inf-Infusion	Parentaral
9397	Parentaral	Inf-Infusion	Parentaral
9399	Parentaral	Inf-Inh-Infusion-Inhalation	Parentaral
9400	T-Topical	T-Topical	
9406	O-Oral	O-Oral	
9407	O-Oral	O-Oral	
9408	O-Oral	O-Oral	
9409	T-Topical	T-Topical	
9410	T-Topical	T-Topical	
9411	Parentaral	Inf-IV-IM-Infusion-Intravenous-Intramuscular	Parentaral
9412	O-Oral	O-Oral	
9413	O-Oral	O-Oral	
9414	O-Oral	O-Oral	
9416	Parentaral	IM-Intramuscular	Parentaral
9419	O-Oral	O-Oral	
9420	O-Oral	O-Oral	
9422	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
9423	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
9426	Parentaral	Inf-Infusion	Parentaral
9427	Parentaral	Inf-Infusion	Parentaral
9432	Parentaral	Inf-Infusion	Parentaral
9433	O-Oral	O-Oral	
9436	O-Oral	O-Oral	
9437	O-Oral	O-Oral	
9438	O-Oral	O-Oral	
9439	Parentaral	IM-Intramuscular	Parentaral
9440	Parentaral	IM-Intramuscular	Parentaral
9441	T-Topical	T-Topical	
9442	O-Oral	O-Oral	
9443	Parentaral	Inf-IM-Infusion-Intramuscular	Parentaral
9444	Parentaral	Inf-Infusion	Parentaral
9445	T-Topical	T-Topical	
9446	O-Oral	O-Oral	
9448	Parentaral	Inf-Infusion	Parentaral
9449	O-Oral	O-Oral	
9450	TD-Transdermal	TD-Transdermal	
9451	TD-Transdermal	TD-Transdermal	
9452	TD-Transdermal	TD-Transdermal	
9453	TD-Transdermal	TD-Transdermal	
9454	O-Oral	O-Oral	
9455	T-Topical	T-Topical	
9456	Parentaral	SC-Subcutanous	Parentaral
9457	Parentaral	SC-Subcutanous	Parentaral
9458	Parentaral	Inf-Infusion	Parentaral
9459	O-Oral	O-Oral	
9460	O-Oral	O-Oral	
9461	O-Oral	O-Oral	
9462	O-Oral	O-Oral	
9463	O-Oral	O-Oral	
9464	O-Oral	O-Oral	
9465	O-Oral	O-Oral	
9466	O-Oral	O-Oral	
9467	O-Oral	O-Oral	
9468	O-Oral	O-Oral	
9469	O-Oral	O-Oral	
9470	Parentaral	Inf-Infusion	Parentaral
9471	Parentaral	Inf-Infusion	Parentaral
9472	O-Oral	O-Oral	
9473	O-Oral	O-Oral	
9474	O-Oral	O-Oral	
9475	O-Oral	O-Oral	
9477	Parentaral	IV-SC-Intravenous-Subcutanous	Parentaral
9478	O-Oral	O-Oral	
9479	O-Oral	O-Oral	
9480	O-Oral	O-Oral	
9481	O-Oral	O-Oral	
9482	Parentaral	Inf-Infusion	Parentaral
9483	Parentaral	Inf-Infusion	Parentaral
9484	Parentaral	Inf-Infusion	Parentaral
9485	O-Oral	O-Oral	
9486	O-Oral	O-Oral	
9487	O-Oral	O-Oral	
9488	T-Topical	T-Topical	
9489	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
9491	O-Oral	O-Oral	
9492	O-Oral	O-Oral	
9493	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
9494	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
9495	O-Oral	O-Oral	
9496	T-Topical	T-Topical	
9497	Parentaral	IV-SC-Intravenous-Subcutanous	Parentaral
9498	Parentaral	IV-SC-Intravenous-Subcutanous	Parentaral
9499	O-Oral	O-Oral	
9500	O-Oral	O-Oral	
9501	O-Oral	O-Oral	
9502	O-Oral	O-Oral	
9504	T-Topical	T-Topical	
9505	O-Oral	O-Oral	
9506	Epil-Epilesional	Epil-Epilesional	
9507	Epil-Epilesional	Epil-Epilesional	
9508	Epil-Epilesional	Epil-Epilesional	
9509	Parentaral	Injectable route (except IV route)	Parentaral
9510	Parentaral	Injectable route (except IV route)	Parentaral
9511	O-Oral	O-Oral	
9513	O-Oral	O-Oral	
9514	O-Oral	O-Oral	
9515	O-Oral	O-Oral	
9516	O-Oral	O-Oral	
9519	Parentaral	Inf-Infusion	Parentaral
9520	Parentaral	Inf-Infusion	Parentaral
9522	O-Oral	O-Oral	
9523	O-Oral	O-Oral	
9526	Parentaral	Inf-Infusion	Parentaral
9527	Parentaral	Inf-Infusion	Parentaral
9528	Parentaral	Inf-Inh-Infusion-Inhalation	Parentaral
9529	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
9530	T-Topical	T-Topical	
9531	N-Nasal	N-Nasal	
9532	O-Oral	O-Oral	
9534	OG-Oral gingival	OG-Oral gingival	
9535	O-Oral	O-Oral	
9536	Parentaral	IM-Intramuscular	Parentaral
9537	O-Oral	O-Oral	
9538	O-Oral	O-Oral	
9539	O-Oral	O-Oral	
9540	O-Oral	O-Oral	
9541	O-Oral	O-Oral	
9542	O-Oral	O-Oral	
9543	Parentaral	SC-Subcutanous	Parentaral
9544	Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
9545	O-Oral	O-Oral	
9546	O-Oral	O-Oral	
9547	O-Oral	O-Oral	
9548	Parentaral	SC-Subcutanous	Parentaral
9549	Parentaral	Inf-Infusion	Parentaral
9550	Parentaral	SC-Subcutanous	Parentaral
9552	Parentaral	Inf-Infusion	Parentaral
9553	O-Oral	O-Oral	
9554	O-Oral	O-Oral	
9555	Parentaral	Inf-Infusion	Parentaral
9556	Parentaral	Inf-Infusion	Parentaral
9557	Parentaral	Inf-Infusion	Parentaral
9558	Parentaral	Inf-Infusion	Parentaral
9559	Parentaral	Inf-Infusion	Parentaral
9560	Parentaral	Inf-Infusion	Parentaral
9561	Parentaral	Inf-Infusion	Parentaral
9562	Parentaral	Inf-Infusion	Parentaral
9563	Parentaral	Inf-Infusion	Parentaral
9564	Parentaral	Inf-Infusion	Parentaral
9565	Parentaral	Inf-Infusion	Parentaral
9567	O-Oral	O-Oral	
9568	O-Oral	O-Oral	
9570	Parentaral	Inf-Infusion	Parentaral
9571	Parentaral	Inf-Infusion	Parentaral
9572	O-Oral	O-Oral	
9573	O-Oral	O-Oral	
9574	O-Oral	O-Oral	
9575	O-Oral	O-Oral	
9577	Res-Respiratory	Res-Respiratory	
9578	Parentaral	Inf-Infusion	Parentaral
9579	O-Oral	O-Oral	
9580	O-Oral	O-Oral	
9581	O-Oral	O-Oral	
9582	O-Oral	O-Oral	
9583	O-Oral	O-Oral	
9584	Parentaral	Inf-Infusion	Parentaral
9585	Parentaral	Inf-Infusion	Parentaral
9586	Parentaral	Inf-Infusion	Parentaral
9587	Parentaral	Inf-Infusion	Parentaral
9588	Parentaral	Inf-Infusion	Parentaral
9589	O-Oral	O-Oral	
9590	O-Oral	O-Oral	
9591	O-Oral	O-Oral	
9592	Parentaral	Inf-IV-Infusion-Intravenous	Parentaral
9593	O-Oral	O-Oral	
9595	O-Oral	O-Oral	
9597	Parentaral	SC-Subcutanous	Parentaral
9598	Parentaral	SC-Subcutanous	Parentaral
9599	Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
9600	N-Nasal	N-Nasal	
9601	O-Oral	O-Oral	
9602	O-Oral	O-Oral	
9603	Parentaral	Inf-Infusion	Parentaral
9604	Parentaral	Inf-Infusion	Parentaral
9605	Parentaral	IV-IM-Intravenous-Intramuscular	Parentaral
9606	Parentaral	Inf-Infusion	Parentaral
9607	Ot-Otic	Ot-Otic	
9608	T-Topical	T-Topical	
9609	O-Oral	O-Oral	
9610	O-Oral	O-Oral	
9611	O-Oral	O-Oral	
9612	O-Oral	O-Oral	
9613	O-Oral	O-Oral	
