MoPHCode	RegistrationNumber	DrugName	Dosage	Presentation	Form	Agent	Manufacturer	Country	SubsidyPercentage
10992	21022/1	EMPAZIMET	5mg/1000mg	60	Tablet, film coated	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	0
7340	186386/13	EMZAVIR	200mg/300mg	30	Tablet, film coated	Benta Trading Co s.a.l.	Benta SAL (Packing) manufactured by Hetero Labs Ltd, India	Lebanon	0
10397	165319/1	ENBREL	25mg	4 Prefilled syringe	Injectable solution	Food & Drug Corporation FDC	Pfizer Manufacturing Belgium NV 	Belgium	0
10398	165119/1	ENBREL	50mg	4 Prefilled syringe	Injectable solution	Food & Drug Corporation FDC	Pfizer Manufacturing Belgium NV 	Belgium	0
10399	117119/1	ENBREL	50mg	4 Prefilled Pen	Injectable solution	Food & Drug Corporation FDC	Pfizer Manufacturing Belgium NV 	Belgium	0
6767	167197/10	ENDOMETRIN	100mg	21	Vaginal Tablet	Sadco	Sever Pharma Solutions AB	Sweden	0
513	27258	ENDOXAN	500mg	1	Vial	Abela Frères S.A.L.	Baxter Oncology GmbH	Germany	0
6836	167605/10	ENEAS	10/20mg	30	Tablet	Mersaco	Ferrer Internacional SA	Spain	0
10710	162717/1	ENFEROX	500mg	28	Tablet, dispersible	BroadMed SAL	Ilko Ilac Sanayi ve Tic. A.S	Turkey	0
11711	53422/1	ENFORZA	5mg/10mg	30	Tablet, film coated	Droguerie de l'Union	Hikma Pharmaceuticals	Jordan	0
10584	118820/1	ENGERIX-B 10	10mcg	1dose 0.5ml	Prefilled syringe	Abela Frères S.A.L.	GlaxoSmithKline Biologicals SA	Belgium	0
32	26275	ENGERIX-B 20	20mcg/ml	1dose x 1ml	prefilled syringe	Abela Frères S.A.L.	GlaxoSmithKline Biologicals SA	Belgium	0
10798	36121/1	ENKOR	20mg	4	Tablet, film coated	BroadMed SAL	Atlantic Pharma Producoes Farmaceuticas SA, Portugal Packed by Pharmadex	Lebanon	0
10799	36221/1	ENKOR	5mg	28	Tablet, film coated	BroadMed SAL	Atlantic Pharma Producoes Farmaceuticas SA, Portugal Packed by Pharmadex	Lebanon	0
11362	118521/1	ENOMEX	2000 Anti-Xa IU	2prefilled syringes of 0.2ml	Injectable solution for SC/IV use	Raymond Georges Abou Adal & Co	Hebei Changshan Biochemical Pharmaceutical Co., Ltd., China for Arwan Pharmaceutical Industries Lebanon SAL  	Lebanon	0
11363	105820/1	ENOMEX	4000 Anti-Xa IU	2prefilled syringes of 0.4ml	Injectable solution for SC/IV use	Raymond Georges Abou Adal & Co	Hebei Changshan Biochemical Pharmaceutical Co., Ltd., China for Arwan Pharmaceutical Industries Lebanon SAL  	Lebanon	0
11364	105920/1	ENOMEX	6000 Anti-Xa IU	2prefilled syringes of 0.6ml	Injectable solution for SC/IV use	Raymond Georges Abou Adal & Co	Hebei Changshan Biochemical Pharmaceutical Co., Ltd., China for Arwan Pharmaceutical Industries Lebanon SAL  	Lebanon	0
11365	114821/1	ENOMEX	8000 Anti-Xa IU	2prefilled syringes of 0.8ml	Injectable solution for SC/IV use	Raymond Georges Abou Adal & Co	Hebei Changshan Biochemical Pharmaceutical Co., Ltd., China for Arwan Pharmaceutical Industries Lebanon SAL  	Lebanon	0
9949	173616/1	ENOXA MEDIS	2000UI Anti-Xa 20mg	2prefilled syringes/0.2ml	Injectable solution	Medis Pharm Drugstore	Les Laboratoires Medis	Tunisia	0
9950	173516/1	ENOXA MEDIS	4000UI Anti-Xa 40mg	2prefilled syringes/0.4ml	Injectable solution	Medis Pharm Drugstore	Les Laboratoires Medis	Tunisia	0
9951	173716/1	ENOXA MEDIS	6000UI Anti-Xa 60mg	2prefilled syringes/0.6ml	Injectable solution	Medis Pharm Drugstore	Les Laboratoires Medis	Tunisia	0
9952	173816/1	ENOXA MEDIS	8000UI Anti-Xa 80mg	2prefilled syringes/0.8ml	Injectable solution	Medis Pharm Drugstore	Les Laboratoires Medis	Tunisia	0
11733	71022/1	ENOXAMED	4000IU Anti-XA/0.4ml	2x0.4ml	Solution for injection 	PMD (Pharmacist's medical drugstore)	Unimed Laboratories	Tunisia	0
11734	71122/1	ENOXAMED	4000IU Anti-XA/0.4ml	6x0.4ml	Solution for injection 	PMD (Pharmacist's medical drugstore)	Unimed Laboratories	Tunisia	0
11740	70922/1	ENOXAMED	2000IU Anti-XA/0.2ml	6x0.2ml	Solution for injection 	PMD (Pharmacist's medical drugstore)	Unimed Laboratories	Tunisia	0
11741	54122/1	ENOXAMED	2000IU Anti-XA/0.2ml	2x0.2ml	Solution for injection 	PMD (Pharmacist's medical drugstore)	Unimed Laboratories	Tunisia	0
11742	71222/1	ENOXAMED	6000IU Anti-XA/0.6ml	2x0.6ml	Solution for injection 	PMD (Pharmacist's medical drugstore)	Unimed Laboratories	Tunisia	0
11743	71322/1	ENOXAMED	6000IU Anti-XA/0.6ml	10x0.6ml	Solution for injection 	PMD (Pharmacist's medical drugstore)	Unimed Laboratories	Tunisia	0
11744	71522/1	ENOXAMED	8000IU Anti-XA/0.8ml	2x0.8ml	Solution for injection 	PMD (Pharmacist's medical drugstore)	Unimed Laboratories	Tunisia	0
11745	71422/1	ENOXAMED	8000IU Anti-XA/0.8ml	10x0.8ml	Solution for injection 	PMD (Pharmacist's medical drugstore)	Unimed Laboratories	Tunisia	0
11746	71622/1	ENOXAMED	10000IU Anti-XA/1ml	2x1ml	Solution for injection 	PMD (Pharmacist's medical drugstore)	Unimed Laboratories	Tunisia	0
11198	79421/1	ENOXAPARIN LEDRAXEN	6000UI (60mg)/0.6ml	2prefilled syringes	Solution for injection	Minapharm Halabi	Centre Specialités Pharmaceutiques	France	0
11199	79321/1	ENOXAPARIN LEDRAXEN	4000UI (40mg)/0.4ml	2prefilled syringes	Solution for injection	Minapharm Halabi	Centre Specialités Pharmaceutiques	France	0
6724	218816/09	ENRICH N		30ml	Oral drops	Premium Serve Drugstore Co. P.S.D. SAL	Marcyrl Pharmaceuticals Industries (MPI)	Egypt	0
6867	218850/09	ENRICH N		100ml	Syrup	Premium Serve Drugstore Co. P.S.D. SAL	Marcyrl Pharmaceuticals Industries (MPI)	Egypt	0
10688	152019/1	ENTECAVIR ARROW	1mg	30	Comprimés pelliculés	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta	0
10689	151919/1	ENTECAVIR ARROW	0.5mg	30	Comprimés pelliculés	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta	0
10133	161919/1	ENTECAVIR BIOGARAN	1mg	30	Comprimés pelliculés	Commercial and Trading Ressources SAL (CTR)	Remedica Ltd 	Cyprus	0
10134	161819/1	ENTECAVIR BIOGARAN	0.5mg	30	Comprimés pelliculés	Commercial and Trading Ressources SAL (CTR)	Remedica Ltd 	Cyprus	0
6213	218596/10	ENTEROGERMINA 	2 Billions	20 flaconsx5ml	oral suspension	Mersaco	Opella Healthcare Italy SRL	Italy	0
6420	218595/10	ENTEROGERMINA 	2 Billions	10Flacons x 5ml	Oral suspension	Mersaco	Opella Healthcare Italy SRL	Italy	0
6421	218594/10	ENTEROGERMINA 	2 Billions	12	Capsule	Mersaco	Opella Healthcare Italy SRL	Italy	0
9083	122316/1	ENTEROGERMINA 	6 Billions/2g	10 sachets	Powder for oral suspension	Mersaco	Sanofi SpA	Italy	0
11121	181020/1	ENTEROGERMINA 	6 Billions/2g	9 sachets	Oral powder	Mersaco	Opella Healthcare Italy SRL	Italy	0
10833	98320/1	ENTOCORT CIR	3mg	100	Capsule, hard, modified release	Taba Chemipharm	Recipharm Fontaine SAS	France	0
10834	98420/1	ENTOCORT CIR	3mg	50	Capsule, hard, modified release	Taba Chemipharm	Recipharm Fontaine SAS	France	0
8447	164215/1	ENTRESTO	50mg	28	Tablet, film coated	Khalil Fattal & Fils S.A.L.	Novartis Farma SpA	Italy	0
8448	164315/1	ENTRESTO	100mg	28	Tablet, film coated	Khalil Fattal & Fils S.A.L.	Novartis Farma SpA	Italy	0
8449	164415/1	ENTRESTO	200mg	56	Tablet, film coated	Khalil Fattal & Fils S.A.L.	Novartis Farma SpA	Italy	0
10633	30120/1	ENTRILIV	0.5mg	30	Tablet, film coated	Khalil Fattal & Fils S.A.L.	Lek Pharmaceuticals dd	Slovenia	0
10634	30220/1	ENTRILIV	1mg	30	Tablet, film coated	Khalil Fattal & Fils S.A.L.	Lek Pharmaceuticals dd	Slovenia	0
8398	122615/1	ENTYVIO	300mg	1Vial	Powder for concentrate for solution for infusion	Century Pharma SAL	Takeda Austria GmbH	Austria	0
10627	56321/1	ENTYVIO	108mg	2(2x1) pre-filled pens (multipack)	Solution for injection	Century Pharma SAL	Takeda Austria GmbH	Austria	0
10628	56221/1	ENTYVIO	108mg	2(2x1) pre-filled syringes (multipack)	Solution for injection	Century Pharma SAL	Takeda Austria GmbH	Austria	0
11558	19123/1	ENZASTIK 40	40mg	4x28	Capsule	Droguerie Mercury S.A.L.	Eugia Pharma Specialities Limited	India	0
4590	31	EOSIN ALCOHOLIC	2%	75ml	Solution	Pharmadex	Pharmadex	Lebanon	0
4591	30	EOSIN ALCOHOLIC	1%	75ml	Solution	Pharmadex	Pharmadex	Lebanon	0
4592	33	EOSIN AQUEUSE	1%	75ml	Solution	Pharmadex	Pharmadex	Lebanon	0
4594	32	EOSIN AQUEUSE	2%	75ml	Solution	Pharmadex	Pharmadex	Lebanon	0
103	38861	EPANUTIN	100mg	100	Capsule	Droguerie Fattal  S.A.L.	Pfizer Manufacturing Deutschland GmbH for Parke Davis	Germany	0
4595	19266	EPARDEX	50mg	30	Tablet, enteric coated	Pharmadex	Pharmadex	Lebanon	0
11183	130722/1	EPARDEX	50mg	500	Tablet, enteric coated	Pharmadex	Pharmadex	Lebanon	0
9935	20819/1	EPCLUSA	400mg/100mg	28	Tablet, film coated	Khalil Fattal & Fils S.A.L.	Gilead Sciences Ireland UC	Ireland	0
272	MPO 2266/94	EPHEDRINE AGUETTANT	30mg/ml	10Ampoules x 1ml	Solution injectable	Droguerie Solupharm SAL	Aguettant	France	0
11500	147021/1	EPHEDRINE AGUETTANT	3mg/ml	10 prefilled syringes	Solution for injection	Pharmamed	Aguettant	France	0
2279	973404/01	EPHEDRINE RENAUDIN	30mg/ml(3%)	10amp x 1ml	Injectable solution	Minapharm Halabi	Renaudin 	France	0
9061	25517/1	EPIDUO		30g Pump	Gel	Raymond Georges Abou Adal & Co	Galderma	France	0
10671	21320/1	EPIDUO FORTE	0.3%/2.5%	30g pump	Gel	Raymond Georges Abou Adal & Co	Galderma	France	0
8590	38315/1	EPINORD	8mg/4ml	10 ampoules	Injection	Medi drug International SAL (MDI)	Pharmadex licensed by Orbucell pharma  Canada	Lebanon	0
6653	218857/09	EPIRUBICINE VIATRIS 2MG/ML	10mg/5ml	1Vial x 5ml	Solution	Benta Trading Co s.a.l.	Benta SAL under license from Viatris Santé, France	Lebanon	0
6654	218858/09	EPIRUBICINE VIATRIS 2MG/ML	50mg/25ml	1Vial x 25ml	Solution	Benta Trading Co s.a.l.	Benta SAL under license from Viatris Santé, France	Lebanon	0
11863	132820/1	EPISOPT		5ml	Eye drops	C. Catafago & Co	Egyptian International Pharmaceutical Industries Co (Eipico)	Egypt	0
9067	8017/1	EPLERENONE ARROW	25mg	30	Comprimes pellicules	Darapharma S.A.L.	Synthon Hispania SL	Spain	0
9068	7917/1	EPLERENONE ARROW	50mg	30	Comprimes pellicules	Darapharma S.A.L.	Synthon Hispania SL	Spain	0
9898	169518/1	EPLERENONE ARROW	50mg	30	Comprimes pellicules	Darapharma S.A.L.	Arrow Génériques	France	0
9899	169418/1	EPLERENONE ARROW	25mg	30	Comprimes pellicules	Darapharma S.A.L.	Arrow Génériques	France	0
11459	93222/1	EPLERENONE ARROW	25mg	30	Comprimes pellicules	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta	0
11460	93422/1	EPLERENONE ARROW	50mg	30	Comprimes pellicules	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta	0
9025	156916/1	EPLERENONE BIOGARAN	25mg	30	Comprimes pellicules	Commercial and Trading Ressources SAL (CTR)	Bluepharma Industria Farmaceutica SA	Portugal	0
9026	157016/1	EPLERENONE BIOGARAN	50mg	30	Comprimes pellicules	Commercial and Trading Ressources SAL (CTR)	Bluepharma Industria Farmaceutica SA	Portugal	0
11302	17523/1	EPOMAX	4000UI/ml	1Vial of 1ml	Solution for injection	Medis Pharm Drugstore	Les Laboratoires Medis	Tunisia	0
11303	17423/1	EPOMAX	2000UI/ml	10Vial of 1ml	Solution for injection	Medis Pharm Drugstore	Les Laboratoires Medis	Tunisia	0
11790	139023/1	EPOMAX	1000UI/ml	1Vial of 1ml	Solution for injection	Medis Pharm Drugstore	Les Laboratoires Medis	Tunisia	0
6442	222454/08	EPOTEX 4000 BENTA	4,000IU		Injectable	Benta Trading Co s.a.l.	Benta SAL	Lebanon	0
11531	119723/1	EPOTEX 4000 BENTA	4,000IU	6Prefilled syringes		Benta Trading Co s.a.l.	Benta SAL	Lebanon	0
1433	973713/02	EPOTIN	2000IU/ml	10Vials	Injection	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates	0
1434	973712/02	EPOTIN	4,000IU/ml	10Vials	Injection	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates	0
10472	194519/1	EPREX	10,000IU/ml	6 x 1ml	Prefilled syringe	Mersaco	Cilag AG	Switzerland	0
10473	194419/1	EPREX	40,000IU/ml	1Prefilled syringe	Injectable solution	Mersaco	Cilag AG	Switzerland	0
10471	194319/1	EPREX	4,000IU/0.4ml	6 x 0.4ml	Prefilled syringe	Mersaco	Cilag AG	Switzerland	0
4495	58/95	EPSOM SALT	40g	40g	Granules	Mephico S.A.L.	Mephico SAL	Lebanon	0
1860	405950/00	ERACID 250	250mg	14	Tablet, coated	C. Catafago & Co	The Jordanian Pharmaceutical Manufacturing Company (JPM)	Jordan	0
1861	973920/02	ERACID 500	500mg	14	Tablet, coated	C. Catafago & Co	The Jordanian Pharmaceutical Manufacturing Company (JPM)	Jordan	0
7454	96390/11	ERADECIN	250mg	6	Capsule	Food & Drug Corporation FDC	SAJA- Saudi Arabia Japanese Pharmaceutical Co	Saudi Arabia	0
5502	221699/08	ERBITUX	5mg/ml	1Vial 20ml	Solution for Infusion	Food & Drug Corporation FDC	Merck Healthcare KGaA	Germany	0
9755	53119/1	ERELZI	50mg	4Prefilled syringe	Solution for injection	Khalil Fattal & Fils S.A.L.	Sandoz GmbH, (Schaftenau)	Austria	0
9756	53019/1	ERELZI	50mg	4Prefilled pen	Solution for injection	Khalil Fattal & Fils S.A.L.	Sandoz GmbH, (Schaftenau)	Austria	0
9757	53219/1	ERELZI	25mg	4Prefilled syringe	Solution for injection	Khalil Fattal & Fils S.A.L.	Sandoz GmbH, (Schaftenau)	Austria	0
8338	222942/14	ERIVEDGE	150mg	28	Capsule	Omnipharma	Patheon Inc	Canada	0
9626	104818/1	ERLEADA	60mg	120	Tablet, film coated	Abela Frères S.A.L.	Janssen Ortho LLC	USA	0
11677	126623/1	ERLEADA	60mg	120	Tablet, film coated	Abela Frères S.A.L.	Janssen Ortho LLC	USA	0
10994	6522/1	ERTANZ	1g	1Vial	Powder for injection	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	0
11739	164423/1	ERTAPENEM INJECTION	1g	Pack of 10Vials	Powder for concentrate for solution for infusion	Drugstore 3U S.A.R.L.	ACS Dobfar S.P.A.	Italy	0
11317	53223/1	ERWINASE	10,000IU	5 Vials	Lyophilisate for solution for injection	BroadMed SAL	Porton Biopharma Limited	UK	0
2767	26674	ERYFLUID	4%	100ml	Lotion	Mersaco	Pierre Fabre Medicament Production	France	0
11805	130323/1	ERYFLUID	4%	100ml	Lotion	Mersaco	Pierre Fabre Medicament Production	France	0
5095	974074	ERYLIK		30g	Gel	Pharmamedic S.A.R.L.	Laboratoires Chemineau	France	0
4414	2824/94	ERYTHROMYCIN 1.5 %	15mg/ml	120ml	Solution	Medapharm Healthcare SAL	Mediphar Laboratories	Lebanon	0
4413	2706/94	ERYTHROMYCIN STEARATE	500mg	16	Tablet, scored	Medapharm Healthcare SAL	Mediphar Laboratories	Lebanon	0
8980	179516/1	ESAC	40mg	1Vial	IV Injection	Abela Frères S.A.L.	Hikma Italia SpA	Italy	0
10811	79220/1	ESCITALOPRAM BIOGARAN	10mg	28	Comprimés pelliculés sécables	Commercial and Trading Ressources SAL (CTR)	Bluepharma Industria Farmaceutica SA	Portugal	0
10812	79320/1	ESCITALOPRAM BIOGARAN	15mg	28	Comprimés pelliculés sécables	Commercial and Trading Ressources SAL (CTR)	Bluepharma Industria Farmaceutica SA	Portugal	0
10813	79420/1	ESCITALOPRAM BIOGARAN	20mg	28	Comprimés pelliculés sécables	Commercial and Trading Ressources SAL (CTR)	Bluepharma Industria Farmaceutica SA	Portugal	0
7027	97246/12	ESCITALOPRAM NORMON	10mg	28	Tablet, film coated	Droguerie Phenicia	Normon SA	Spain	0
2504	208991/03	ESELAN	40mg	5Vials 	Injectable powder for solution	Medi drug International SAL (MDI)	Anfarm Hellas SA	Greece	0
4497	24273	ESIDREX	25mg	20	Tablet	Mephico S.A.L.	Mephico SAL	Lebanon	0
7304	187344/13	ESLORAT	5mg	20	Tablet, film coated	Droguerie Phenicia	Normon SA	Spain	0
2869	261402	ESMERON	50mg	10Vial x 5ml	Injection	Droguerie de l'Union	Siegfried Hameln GmbH	Germany	0
11238	76621/1	ESMERON	50mg	10Vial x 5ml	Injection	Droguerie de l'Union	Siegfried Hameln GmbH	Germany	0
7571	96416/11	ESO TAD	40mg	14	Capsule, hard, gastro-resistant	Pharmamedic S.A.R.L.	Kr Ka, d.d, Novo Mesto	Slovenia	0
8553	165615/1	ESO TAD	20mg	14	Capsule, hard, gastro-resistant	Pharmamedic S.A.R.L.	Kr Ka, d.d, Novo Mesto	Slovenia	0
7773	187159/13	ESOMEP	40mg	14	Tablet, gastroresistant	Khalil Fattal & Fils S.A.L.	Pharmaline under license from Sandoz GmbH, Austria	Lebanon	0
7774	187160/13	ESOMEP	20mg	14	Tablet, gastroresistant	Khalil Fattal & Fils S.A.L.	Pharmaline under license from Sandoz GmbH, Austria	Lebanon	0
7605	187086/13	ESOMEPRAZOLE ARROW	20mg	28	Capsule, gastro-resistant	Darapharma S.A.L.	Arrow Génériques	France	0
7606	187087/13	ESOMEPRAZOLE ARROW	40mg	28	Capsule, gastro-resistant	Darapharma S.A.L.	Arrow Génériques	France	0
7836	23614/1	ESOMEPRAZOLE NORMON	40mg	1Vial	Injectable powder for solution for injection or infusion, IV	Droguerie Phenicia	Normon SA	Spain	0
10908	13421/1	ESPEROCT	500IU/Vial	1Vial + 1prefilled syringe +1plunger rod + 1Vial adapter	Powder and solvent for solution for injection	Mersaco	Novo Nordisk AS	Denmark	0
10909	13521/1	ESPEROCT	1000IU/Vial	1Vial + 1prefilled syringe +1plunger rod + 1Vial adapter	Powder and solvent for solution for injection	Mersaco	Novo Nordisk AS	Denmark	0
11659	98723/1	ESTAPORIN	0.05%	5ml	eye drops	Droguerie R. Pharaon & Fils S.A.L.	Pharmaline SAL	Lebanon	0
7898	127414/1	ESTECINA 200MG	200mg/100ml	Box of 50 Bags		Droguerie Phenicia	Normon SA	Spain	0
7952	51414/1	ESTECINA 500MG	500mg	14	Tablets, film coated	Droguerie Phenicia	Normon SA	Spain	0
2043	27888	ESTROFEM		28	Tablet, film coated	Mersaco	Novo Nordisk AS	Denmark	0
11598	106723/1	ETANERREL	25mg/0.5ml	0.5ml in 1 PFS	Solution for injection	Levant Pulse SARL	Reliance Life Sciences pvt Ltd	India	0
11599	106623/1	ETANERREL	50mg/ml	1ml in 1 PFS	Solution for injection	Levant Pulse SARL	Reliance Life Sciences pvt Ltd	India	0
2511	135396	ETOPOSIDE EBEWE	100mg	1 x 5ml	Vial	Khalil Fattal & Fils S.A.L.	Fareva Unterach GmbH	Austria	0
6779	97378/12	ETOPOSIDE VIATRIS 20MG/ML	100mg/5ml	1vial	Injectable concentrated solution for infusion 	Benta Trading Co s.a.l.	Benta SAL under license from Viatris Santé, France	Lebanon	0
9281	28317/1	ETOXA	60mg	30	Tablet, film coated	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	0
9282	28217/1	ETOXA	90mg	30	Tablet, film coated	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	0
9283	28117/1	ETOXA	120mg	7	Tablet, film coated	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	0
10117	17820/1	ETOXA	60mg	10	Tablet, film coated	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	0
10118	18720/1	ETOXA	90mg	10	Tablet, film coated	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	0
10024	35019/1	ETOXIB	120mg	7	Tablet, film coated	Pharmamedic S.A.R.L.	KrKa, dd, Novo Mesto	Slovenia	0
10025	34819/1	ETOXIB	60mg	28	Tablet, film coated	Pharmamedic S.A.R.L.	KrKa, dd, Novo Mesto	Slovenia	0
10070	34919/1	ETOXIB	90mg	28	Tablet, film coated	Pharmamedic S.A.R.L.	KrKa, dd, Novo Mesto	Slovenia	0
2512		EUCARBON		100	Tablet	Mersaco	F. Trenka Chem.- Pharm. Fabrik GmbH	Austria	0
5764	219286/09	EURO D 10000 IU	10,000IU	30	Capsule	Venus Drugstore	Olds Soft Gels Inc	Canada	0
7492	186791/14	EURO D HP 50.000 IU	50,000IU	10	Capsule	Venus Drugstore	Olds Soft Gels Inc	Canada	0
5113	24311	EURO-FER CF		30	Capsule	Venus Drugstore	Pharmalab 1982 Inc	Canada	0
11320	111822/1	EUROFOLIC 	10mg/ml	5Vials of 5ml	Solution for injection	New Europharm	Haupt Pharma Wolfratshausen GmbH	Germany	0
3495		EURO-K		60	Tablet, sustained release	Venus Drugstore	Pharmalab 1982 Inc	Canada	0
1309	973424/01	EUTHYROX	25mcg	100	Tablet	Food & Drug Corporation FDC	Merck Healthcare KGaA	Germany	0
1310	973425/01	EUTHYROX	50mcg	100	Tablet	Food & Drug Corporation FDC	Merck Healthcare KGaA	Germany	0
1311	973427/01	EUTHYROX	100mcg	100	Tablet	Food & Drug Corporation FDC	Merck Healthcare KGaA	Germany	0
1312	973426/01	EUTHYROX	150mcg	100	Tablet	Food & Drug Corporation FDC	Merck Healthcare KGaA	Germany	0
4596	195091	EVA TABLET	60mg	30	Tablet	Pharmadex	Pharmadex	Lebanon	0
6917	166518/11	EVAFLOX	400mg	5	Tablet, film coated	C. Catafago & Co	EVA Pharma for Pharmaceuticals and Medical Appliances	Egypt	0
10622	141820/1	EVENITY	105mg/1.17ml	2 single use pre-filled syringe	Injection	Mersaco	Patheon Italia SpA	Italy	0
10481	2220/1	EVEROLIMUS ARROW	2.5mg	30	Tablet	Darapharma S.A.L.	Ethypharm	France	0
10482	2320/1	EVEROLIMUS ARROW	5mg	30	Tablet	Darapharma S.A.L.	Ethypharm	France	0
10483	2420/1	EVEROLIMUS ARROW	10mg	30	Tablet	Darapharma S.A.L.	Ethypharm	France	0
11380	113021/1	EVEROLIMUS BIOGARAN	2.5mg	30	Comprimé	Commercial and Trading Ressources SAL (CTR)	Ethypharm	France	0
11381	113121/1	EVEROLIMUS BIOGARAN	5mg	30	Comprimé	Commercial and Trading Ressources SAL (CTR)	Ethypharm	France	0
11382	113221/1	EVEROLIMUS BIOGARAN	10mg	30	Comprimé	Commercial and Trading Ressources SAL (CTR)	Ethypharm	France	0
7266	97675/11	EVOLTRA	1mg/ml	1Vial	Concentrate for solution for infusion	Mersaco	Sanofi Winthrop Industrie	France	0
11046	78421/1	EXACYL 	0.5g/5ml	5Ampoules of 5ml	Solution for IV injection	Mersaco	Delpharm Dijon	France	0
10643	53221/1	EXALL FORTE		120ml	Syrup	Droguerie de l'Union	Algorithm S.A.L.	Lebanon	0
5711	221415/08	EXELON TRANSDERMAL PATCH 10	9.5mg/24h	30	transdermal patches	Khalil Fattal & Fils S.A.L.	LTS Lohmann Therapie System	Germany	0
8491	112415/1	EXELON TRANSDERMAL PATCH 15	13.3mg/24h	30	transdermal patches	Khalil Fattal & Fils S.A.L.	LTS Lohmann Therapie System AG	Germany	0
5710	221416/08	EXELON TRANSDERMAL PATCH 5	4.6mg/24h	30	transdermal patches	Khalil Fattal & Fils S.A.L.	LTS Lohmann Therapie System	Germany	0
8979	132816/1	EXEMESTANE 	25mg	30	Tablet, film coated	Mediterranean Pharmaceutical Company	Accord Healthcare Limited	UK	0
7440	186512/13	EXEMESTANE ARROW	25mg	30	Tablet, film coated	Darapharma S.A.L.	Eirgen Pharma Ltd	Ireland	0
10599	19020/1	EXEMESTANE BGR	25mg	30	Comprimés pelliculés	Commercial and Trading Ressources SAL (CTR)	Synthon Hispania SL	Spain	0
7688	187093/13	EXEMESTANE GENEPHARM	25mg	30	Tablet, film coated	Nobel Pharm Plus SARL	Genepharm SA	Greece	0
11629	110222/1	EXEMESTANE GP PHARM	25mg	30	Tablet, film coated	Mediterranean Pharmaceutical Company	GP-Pharm, SA	Argentine	0
7121	096579/12	EXENTA	10mg	30	Tablet, film coated	Droguerie de l'Union	Algorithm S.A.L.	Lebanon	0
11028	141420/1	EXENTAZIL	28/10mg	30	Capsule	Droguerie de l'Union	Algorithm S.A.L. (Packager and final batch releaser), Macleods Pharmaceuticals Limited, India (Bulk mamufacturer)	Lebanon	0
11029	141320/1	EXENTAZIL	14/10mg	30	Capsule	Droguerie de l'Union	Algorithm S.A.L. (Packager and final batch releaser), Macleods Pharmaceuticals Limited, India (Bulk mamufacturer)	Lebanon	0
11777	137823/1	EXFORGE	5/160mg	28	Tablet, film coated	Khalil Fattal & Fils S.A.L.	Novartis Farma SpA	Italy	0
11778	137923/1	EXFORGE	10/160mg	28	Tablet, film coated	Khalil Fattal & Fils S.A.L.	Novartis Farma SpA	Italy	0
11779	138123/1	EXFORGE HCT	5/160/25 mg	28	Tablet, film coated	Khalil Fattal & Fils S.A.L.	Novartis Farma SpA	Italy	0
11780	138323/1	EXFORGE HCT	10/160/25 mg	28	Tablet, film coated	Khalil Fattal & Fils S.A.L.	Novartis Farma SpA	Italy	0
11781	138023/1	EXFORGE HCT	5/160/12.5 mg	28	Tablet, film coated	Khalil Fattal & Fils S.A.L.	Novartis Farma SpA	Italy	0
11782	138223/1	EXFORGE HCT	10/160/12.5 mg	28	Tablet, film coated	Khalil Fattal & Fils S.A.L.	Novartis Farma SpA	Italy	0
2748	26117	EXODERIL		30g	Cream	Khalil Fattal & Fils S.A.L.	Merck KGaA & Co	Austria	0
11088	105720/1	EXODERIL	1%	10ml	Solution	Khalil Fattal & Fils S.A.L.	Globopharm Pharmazeut Prod.U.Handels GmbH	Austria	0
7255	218721/10	EXOFEN	120mg	15	Tablet, film coated	Premium Serve Drugstore Co. P.S.D. SAL	The United Pharmaceutical Manufacturing Co Ltd	Jordan	0
7256	218722/10	EXOFEN	180mg	15	Tablet, film coated	Premium Serve Drugstore Co. P.S.D. SAL	The United Pharmaceutical Manufacturing Co Ltd	Jordan	0
