MoPHCode	RegistrationNumber	DrugName	Presentation	Agent	Manufacturer	Country	Public Price LL	Pharmacist Margin	Stratum	public price Decision 119/1 20230126	Responsible Party Name	Responsible Party Country	Exch_Dates
10860	28820/1	BETAMOX ES	100ml	Pharmamedic S.A.R.L.	Laboratorios Atral SA	Portugal	592,635	23.08	A1	6.62	Laboratorios Atral SA	Portugal	2/4/2025
10531	167820/1	BETASERC	60	Mersaco	Pharmaline SAL Licensed by Abbott Healthcare Products BV, The Netherlands	Lebanon	1,478,552	23.08	B	16.52			2/4/2025
4684	26556/88	BETASONE	15g	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	120,306	23.08	A1	1.34			2/4/2025
4688	26589/89	BETASONE-N	15g	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	398,033	23.08	A1	4.45			2/4/2025
1726	208015/03	BETIXIM 100	60ml	Macromed S.A.R.L.	Middle East Pharmaceutical Co Midpharma	Jordan	700,142	23.08	A1	7.82			2/4/2025
5245	194491/05	BETIXIM 100	30ml	Macromed S.A.R.L.	Middle East Pharmaceutical Co Midpharma	Jordan	326,554	23.08	A1	3.65			2/4/2025
1727	208034/03	BETIXIM 400	5	Macromed S.A.R.L.	Middle East Pharmaceutical Co Midpharma	Jordan	1,026,696	23.08	A2	11.47			2/4/2025
7733	27414/1	BETMIGA	30	Mersaco	Astellas Pharma Europe BV	The Netherlands	3,758,727	23.08	B	42.00	Astellas Pharma Europe BV	The Netherlands	2/4/2025
508	236445/98	BETNOVATE	30ml	Abela Frères S.A.L.	Aspen Bad Oldesloe GmbH	Germany	235,172	23.08	A1	2.63			2/4/2025
611	27179	BETNOVATE	30g	Abela Frères S.A.L.	Glaxo Operations UK Ltd	UK	279,519	23.08	A1	3.12			2/4/2025
612	27180	BETNOVATE	30g	Abela Frères S.A.L.	Glaxo Operations UK Ltd	UK	279,519	23.08	A1	3.12			2/4/2025
11596	106923/1	BEVACIREL	1Vial	Levant Pulse SARL	Reliance Life Sciences pvt Ltd	India	49,744,595	10.71	E1	555.81	Reliance Life Sciences pvt Ltd	India	2/4/2025
11597	107023/1	BEVACIREL	1Vial	Levant Pulse SARL	Reliance Life Sciences pvt Ltd	India	14,719,570	19.35	D	164.46		India	2/4/2025
1862	208672/03	BEVACOL 135	48	C. Catafago & Co	The Jordanian Pharmaceutical Manufacturing Company (JPM)	Jordan	532,162	23.08	A1	5.95	The Jordanian Pharmaceutical Manufacturing Company (JPM)	Jordan	2/4/2025
10089	129018/1	BGLAU	5ml	Abela Frères S.A.L.	Laboratorio Edol Produtos Farmaceuticos SA	Portugal	638,325	23.08	A1	7.13	Laboratorio Edol Produtos Farmaceuticos SA	Portugal	2/4/2025
259	27703	BIAFINE	100ml/93g	Biopharm	JNTL Consumer Health (France) SAS	France	524,099	23.08	A1	5.86	Johnson and Johnson Santé Beauté	France	2/4/2025
8881	103816/1	BICALUTAMIDE ACCORD	28	Mediterranean Pharmaceutical Company	Accord Healthcare Limited	UK	1,382,814	23.08	A2	15.45	Accord Healthcare Limited	UK	2/4/2025
11016	51722/1	BICALUTAMIDE BIOGARAN	30	Commercial and Trading Ressources SAL (CTR)	Synthon Hispania SL	Spain	4,315,078	23.08	B	48.21	Laboratoires Biogaran	France	2/4/2025
11630	111122/1	BICALUTAMIDE GP PHARM	28	Mediterranean Pharmaceutical Company	GP-Pharm, SA	Argentine	1,306,215	23.08	A2	14.59	Pharminicio SL	Spain	2/4/2025
5889	222451/08	BICAMIDE	28	Nobel Pharm Plus SARL	Genepharm SARL	Greece	1,451,753	23.08	B	16.22			2/4/2025
9066	175116/1	BICANORM	100	Fresenius Medical Care Lebanon	Fresenius medical Care  Deutschland GmbH	Germany	2,623,181	23.08	B	29.31	Fresenius medical Care  Deutschland GmbH	Germany	2/4/2025
9900	173218/1	BIKTARVY	30	Khalil Fattal & Fils S.A.L.	Gilead Sciences Ireland UC	Ireland	69,724,037	10.71	E1	779.04	Gilead Sciences Ireland UC	Ireland	2/4/2025
6368	166905/11	BINOCRIT	6 Prefilled syringes	Khalil Fattal & Fils S.A.L.	IDT Biologika GmbH	Germany	17,590,239	19.35	D	196.54	Sandoz GmbH	Austria	2/4/2025
6370	166903/11	BINOCRIT	6 Prefilled syringes	Khalil Fattal & Fils S.A.L.	IDT Biologika GmbH	Germany	5,582,795	21.26	C	62.38	Sandoz GmbH	Austria	2/4/2025
6791	97990/12	BINOCRIT	1 Prefilled syringe	Khalil Fattal & Fils S.A.L.	IDT Biologika GmbH	Germany	11,726,826	19.35	D	131.03	Sandoz GmbH	Austria	2/4/2025
6372	166901/11	BINOCRIT	6 Prefilled syringes	Khalil Fattal & Fils S.A.L.	IDT Biologika GmbH	Germany	6,195,623	23.08	B	69.22	Sandoz GmbH	Austria	2/4/2025
10079	103119/1	BINOSTO	4	Levant Alie Houses S.A.L.	Swiss Co Services AG	Switzerland	1,709,368	23.08	B	19.10	Labatec Pharma SA	Switzerland	2/4/2025
10512	113717/1	BIOCARBON	50	Mersaco	Pharmazeutische Fabrik Montavit GesmbH	Austria	1,361,312	23.08	A2	15.21	F. Trenka Chemisch Pharmazeutiche Fabrik GmbH	Austria	2/4/2025
9522	79318/1	BIO-D3 25000IU	15	Benta Trading Co s.a.l.	Manufactured by Lambo Laboratoria NV, Belgium For Benta SAL, Lebanon On Behalf of Laboratoire Surveal, Belgium	Lebanon	1,130,108	23.08	A2	12.63			2/4/2025
9760	14519/1	BIO-D3 25000IU	30	Benta Trading Co s.a.l.	Manufactured by Lambo Laboratoria NV, Belgium For Benta SAL, Lebanon On Behalf of Laboratoire Surveal, Belgium	Lebanon	2,147,588	23.08	B	24.00			2/4/2025
8712	59216/1	BIODAL	12	Macromed S.A.R.L.	Hayat Pharmaceuticals Industries Co PLC	Jordan	1,110,014	23.08	A2	12.40	Hayat Pharmaceuticals Industries Co PLC	Jordan	2/4/2025
8620	1216/1	BIODROXIL	12	Khalil Fattal & Fils S.A.L.	Pharmaline under license from Sandoz GmbH, Austria	Lebanon	452,007	23.08	A1	5.05			2/4/2025
8621	1316/1	BIODROXIL	12	Khalil Fattal & Fils S.A.L.	Pharmaline under license from Sandoz GmbH, Austria	Lebanon	993,870	23.08	A2	11.10			2/4/2025
7069	219474/10	BIOGEST	10Ampoules x 2ml	Premium Serve Drugstore Co. P.S.D. SAL	Marcyrl Pharmaceuticals Industries (MPI)	Egypt	2,328,879	23.08	B	26.02	Marcyrl Pharmaceuticals Industries (MPI)	Egypt	2/4/2025
7319	166972/11	BIOGEST	30	Premium Serve Drugstore Co. P.S.D. SAL	Marcyrl Pharmaceuticals Industries (MPI)	Egypt	1,804,780	23.08	B	20.17	Marcyrl Pharmaceuticals Industries (MPI)	Egypt	2/4/2025
11501	113621/1	BIOLASOMIDE	50	BroadMed SAL	Biofarma Ilac San. ve Tic. AS	Turkey	181,419	23.08	A1	2.03	Biofarma Ilac San. ve Tic. AS	Turkey	2/4/2025
4378	194794/05	BIPAX	30	Medapharm Healthcare SAL	Mediphar Laboratories	Lebanon	363,477	23.08	A1	4.06			2/4/2025
5615	221706/08	BI-PRETERAX ARGININE	30	Khalil Fattal & Fils S.A.L.	Servier (Ireland) Industrie Ltd	Ireland	452,875	23.08	A1	5.06	Les Laboratoires Servier	France	2/4/2025
6262	166647/11	BI-PRETERAX ARGININE	30	Khalil Fattal & Fils S.A.L.	Servier (Ireland) Industrie Ltd	Ireland	765,990	23.08	A2	8.56	Les Laboratoires Servier	France	2/4/2025
6248	167844/11	BI-PROFENID LP	20	Mersaco	Opella Healthcare International SAS	France	392,402	23.08	A1	4.38	Sanofi Aventis	France	2/4/2025
5506	24945/07	BISCORDEX	30	Medi drug International SAL (MDI)	Pharmadex licensed by Orbucell pharma  Canada	Lebanon	406,992	23.08	A1	4.55			2/4/2025
5507	24944/07	BISCORDEX	30	Medi drug International SAL (MDI)	Pharmadex licensed by Orbucell pharma  Canada	Lebanon	789,667	23.08	A2	8.82			2/4/2025
6715	166532/11	BISCORDEX PLUS	30	Medi drug International SAL (MDI)	Pharmadex (Packing)  licensed by Orbucell pharma  Canada	Lebanon	723,115	23.08	A1	8.08			2/4/2025
5181	24718/07	BISOCOR 10	30	Benta Trading Co s.a.l.	Benta SAL	Lebanon	460,746	23.08	A2	5.15			2/4/2025
11445	35223/1	BISOCOR 2.5	30	Benta Trading Co s.a.l.	Manufactured by Benta Lyon, France for Benta SAL	Lebanon	207,336	23.08	A1	2.32			2/4/2025
5192	24714/07	BISOCOR 5	30	Benta Trading Co s.a.l.	Benta SAL	Lebanon	345,560	23.08	A1	3.86			2/4/2025
11444	35123/1	BISOCOR 5	30	Benta Trading Co s.a.l.	Manufactured by Benta Lyon, France for Benta SAL	Lebanon	345,560	23.08	A1	3.86			2/4/2025
5397	222455/08	BISOCOR 5 PLUS	30	Benta Trading Co s.a.l.	Benta SAL	Lebanon	678,321	23.08	A1	7.58			2/4/2025
4078	23881/07	BISOPROLOL NORMON	30	Droguerie Phenicia	Normon SA	Spain	321,178	23.08	A1	3.59	Normon SA	Spain	2/4/2025
4079	23882/07	BISOPROLOL NORMON	30	Droguerie Phenicia	Normon SA	Spain	372,244	23.08	A1	4.16	Normon SA	Spain	2/4/2025
7838	66314/1	BISOPROLOL NORMON	28	Droguerie Phenicia	Normon SA	Spain	235,172	23.08	A1	2.63	Normon SA	Spain	2/4/2025
11946	96022/1	BISOPROLOL NORMON	20	Droguerie Phenicia	Normon SA	Spain	167,980	23.08	A1	1.88	Normon SA	Spain	2/4/2025
11251	121720/1	BISOPROLOL QUIVER LAB	30	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta	292,958	23.08	A1	3.27	Arrow Génériques	France	2/4/2025
11252	121820/1	BISOPROLOL QUIVER LAB	30	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta	544,256	23.08	A1	6.08	Arrow Génériques	France	2/4/2025
11253	121920/1	BISOPROLOL QUIVER LAB	30	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta	544,256	23.08	A1	6.08	Arrow Génériques	France	2/4/2025
11383	72222/1	BISOPROLOL REF	30	Commercial and Trading Ressources SAL (CTR)	Les Laboratoires Servier Industrie	France	272,800	23.08	A1	3.05	Laboratoires Biogaran	France	2/4/2025
11384	72422/1	BISOPROLOL REF	30	Commercial and Trading Ressources SAL (CTR)	Les Laboratoires Servier Industrie	France	272,800	23.08	A1	3.05	Laboratoires Biogaran	France	2/4/2025
11385	72322/1	BISOPROLOL REF	30	Commercial and Trading Ressources SAL (CTR)	Les Laboratoires Servier Industrie	France	544,256	23.08	A1	6.08	Laboratoires Biogaran	France	2/4/2025
11666	130823/1	BIVASTINA 100	1Vial	Benta Trading Co s.a.l.	Manufactured by JSC Biocad, Russia for Benta SAL	Lebanon	18,490,076	19.35	D	206.59			2/4/2025
10795	96721/1	BIVASTINA 100	2Vials	Benta Trading Co s.a.l.	Manufactured by JSC Biocad, Russia for Benta SAL	Lebanon	47,495,416	10.71	E1	530.68			2/4/2025
10794	96821/1	BIVASTINA 400	2Vials	Benta Trading Co s.a.l.	Manufactured by JSC Biocad, Russia for Benta SAL	Lebanon	142,487,946	2.44	E2	1,592.04			2/4/2025
11667	6524/1	BIVASTINA 400	1Vial	Benta Trading Co s.a.l.	Manufactured by JSC Biocad, Russia for Benta SAL	Lebanon	77,844,379	10.71	E1	869.77			2/4/2025
10867	57317/1	BLASTOFERON	12 disposable Prefilled syringes	Droguerie Phenicia	BioSidus SAU	Argentine	55,847,685	10.71	E1	624.00	BioSidus SAU	Argentine	2/4/2025
10868	57217/1	BLASTOFERON	12 disposable Prefilled syringes	Droguerie Phenicia	BioSidus SAU	Argentine	40,725,735	10.71	E1	455.04	BioSidus SAU	Argentine	2/4/2025
7551	186649/13	BLEO-CELL	1Vial	Drugstore 3U S.A.R.L.	Thymoorgan Pharmazie GmbH	Germany	3,054,554	23.08	B	34.13	Stadapharm GmbH	Germany	2/4/2025
8498	161415/1	BLINCYTO	1 Single use Vial for Intavenous infusion	Mersaco	Amgen Technology (Ireland) Unlimited Company	Ireland	239,484,334	2.44	E2	2,675.80	Amgen Inc	USA	2/4/2025
481	27946/95	BLOKIUM 100MG	30	Droguerie Phenicia	Industrias Farmaceuticas Almirall, S.A.	Spain	377,620	23.08	A1	4.22	Almirall SA	Spain	2/4/2025
480	27945/95	BLOKIUM 50MG	30	Droguerie Phenicia	Industrias Farmaceuticas Almirall, S.A.	Spain	186,794	23.08	A1	2.09	Almirall SA	Spain	2/4/2025
1381	405698/00	BLOPRESS	28	Abela Frères S.A.L.	The Arab Pharmaceutical Manufacturing PSC (APM) under license from Takeda Pharmaceutical company Ltd Japan 	Jordan	847,965	23.08	A2	9.47			2/4/2025
1382	974041/02	BLOPRESS	28	Abela Frères S.A.L.	The Arab Pharmaceutical Manufacturing PSC (APM) under license from Takeda Pharmaceutical company Ltd Japan 	Jordan	1,131,515	23.08	A2	12.64			2/4/2025
6018	23609/06	BLOPRESS PLUS 16MG	28	Abela Frères S.A.L.	The Arab Pharmaceutical Manufacturing PSC (APM) under license from Takeda Pharmaceutical company Ltd Japan 	Jordan	1,257,837	23.08	A2	14.05			2/4/2025
6017	24537/07	BLOPRESS PLUS 8MG	28	Abela Frères S.A.L.	The Arab Pharmaceutical Manufacturing PSC (APM) under license from Takeda Pharmaceutical company Ltd Japan 	Jordan	1,060,292	23.08	A2	11.85			2/4/2025
11030	114621/1	BLOVEK	30	Droguerie de l'Union	Algorithm S.A.L. (Packager and final batch releaser), Macleods Pharmaceuticals Limited, India (Bulk mamufacturer)	Lebanon	511,940	23.08	A1	5.72	Algorithm S.A.L.	Lebanon	2/4/2025
8341	97115/1	BODERM	15	Benta Trading Co s.a.l.	Benta SAL	Lebanon	749,992	23.08	A2	8.38			2/4/2025
10157	4019/1	BONAFOR	1	Pharmaline S.A.L.	Pharmaline SAL	Lebanon	383,955	23.08	A1	4.29			2/4/2025
9972	28719/1	BONDRONAT	1vial	Omnipharma	Roche Diagnostics  GmbH 	Germany	24,963,868	19.35	D	278.93	Atnahs Pharma UK Limited	UK	2/4/2025
9970	40219/1	BONVIVA	1	Omnipharma	Penn Pharmaceutical Services Ltd	UK	1,265,900	23.08	A2	14.14	Atnahs Pharma UK Limited	UK	2/4/2025
9971	40019/1	BONVIVA	1 prefilled syringe	Omnipharma	Vetter Pharma- Fertigung GmbH & Co KG	Germany	3,144,591	23.08	B	35.14	Atnahs Pharma UK Limited	UK	2/4/2025
6451	218895/09	BOOSTRIX	1 Prefilled syringe 0.5ml + 2 needles	Abela Frères S.A.L.	GlaxoSmithKline Biologicals SA	Belgium	1,394,909	23.08	A2	15.59	GlaxoSmithKline Biologicals SA	Belgium	2/4/2025
9386	186162/13	BORCADE	1 vial	Benta Trading Co s.a.l.	Hetero Labs Limited, India for Benta SAL	Lebanon	11,020,381	19.35	D	123.13			2/4/2025
10687	189319/1	BORCADE	1 vial	Benta Trading Co s.a.l.	Manufactured by MSN Laboratories Private Ltd, India for Benta SAL	Lebanon	11,020,381	19.35	D	123.13			2/4/2025
9477	146117/1	BORTEZOMIB ACCORD	1Vial	Mediterranean Pharmaceutical Company	Accord Healthcare Limited	UK	13,007,658	21.26	C	145.34	Accord Healthcare Limited	UK	2/4/2025
11619	110122/1	BORTEZOMIB GP PHARM	1Vial	Mediterranean Pharmaceutical Company	GP-Pharm, SA	Argentine	13,007,658	21.26	C	145.34	Pharminicio SL	Spain	2/4/2025
10598	87420/1	BORTEZOMIB NEAPOLIS	box of 1Vial of 10ml	Medis Pharm Drugstore	Neapolis Pharma	Tunisia	14,169,600	19.35	D	158.32	Neapolis Pharma	Tunisia	2/4/2025
11269	177320/1	BORTEZOMIB SPC	1Vial	Advanced Healthcare Services SAL	Pharmaline SAL Licensed by Sudair Pharma Company, KSA	Lebanon	15,743,401	19.35	D	175.90			2/4/2025
9468	179517/1	BOSENTAN ARROW	56	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta	46,880,685	10.71	E1	523.81	Arrow Génériques	France	2/4/2025
9469	179417/1	BOSENTAN ARROW	56	Darapharma S.A.L.	APL Swift Services (Malta) Limited	Malta	46,880,685	10.71	E1	523.81	Arrow Génériques	France	2/4/2025
9910	60519/1	BOSULIF	28	Droguerie Fattal  S.A.L.	Pfizer Manufacturing Deutschland GmbH 	Germany	35,663,747	19.35	D	398.48	Pfizer Europe MA EEIG	Belgium	2/4/2025
9911	60619/1	BOSULIF	28	Droguerie Fattal  S.A.L.	Pfizer Manufacturing Deutschland GmbH 	Germany	123,564,667	2.44	E2	1,380.61	Pfizer Europe MA EEIG	Belgium	2/4/2025
9912	60719/1	BOSULIF	28	Droguerie Fattal  S.A.L.	Pfizer Manufacturing Deutschland GmbH 	Germany	154,453,246	2.44	E2	1,725.73	Pfizer Europe MA EEIG	Belgium	2/4/2025
363	405431/00	BOTOX	1Vial	Mersaco	Allergan Pharmaceuticals (Ireland)	Ireland	18,625,995	19.35	D	208.11			2/4/2025
11440	137822/1	BOTOX	1Vial	Mersaco	Allergan Pharmaceuticals (Ireland)	Ireland	18,625,995	19.35	D	208.11	Abbvie Limited	Ireland	2/4/2025
11714	79620/1	BRAVIGO	56	Nobel Pharm Plus SARL	Genepharm SA	Greece	1,237,679	23.08	A2	13.83	Genepharm SA	Greece	2/4/2025
11715	79520/1	BRAVIGO	56	Nobel Pharm Plus SARL	Genepharm SA	Greece	1,237,679	23.08	A2	13.83	Genepharm SA	Greece	2/4/2025
1177	135268	BREXIN	20	Sadco	Fine Foods & Pharmaceuticals N.T.M., SpA	Italy	971,598	23.08	A2	10.86			2/4/2025
11554	52622/1	BREZTRI AEROSPHERE	1inhaler 120actuations Dessicated flow path (DFP)	Omnipharma	AstraZeneca Dunkerque Production	France	6,705,774	23.08	B	74.92	AstraZeneca AB	Sweden	2/4/2025
8155	22615/1	BRIDION	10vialsx2ml	Droguerie de l'Union	N.V. Organon	The Netherlands	65,228,611	10.71	E1	728.81	Merck Sharp & Dohme (UK) Limited	UK	2/4/2025
6517	166754/11	BRILINTA	56	Omnipharma	AstraZeneca AB	Sweden	5,544,694	23.08	B	61.95	AstraZeneca AB	Sweden	2/4/2025
7153	166968/11	BRIMO 	5ml	The Lebanese Pharmacists SAL	Jamjoum Pharmaceuticals	Saudi Arabia	658,483	23.08	A1	7.36	Jamjoum Pharmaceuticals	Saudi Arabia	2/4/2025
8750	185839/13	BRIMOGAN	5ml	Pharmamedic S.A.R.L.	Cooper SA Pharmaceuticals	Greece	483,783	23.08	A1	5.41	Cooper SA Pharmaceuticals	Greece	2/4/2025
11073	115122/1	BRIMONIDINE BIOGARAN	Flacon de 5ml	Commercial and Trading Ressources SAL (CTR)	UAB Santonika	Lithuania	412,560	23.08	A1	4.61	Laboratoires Biogaran	France	2/4/2025
10826	71420/1	BRINAVESS	1Vial	Droguerie de l'Union	Siegfried Hameln GmbH	Germany	41,821,582	10.71	E1	467.28	Correvio	France	2/4/2025
7996	137714/1	BRINTELLIX	28	Sadco	H. Lundbeck AS	Denmark	6,927,508	23.08	B	77.40	H. Lundbeck AS	Denmark	2/4/2025
7997	137614/1	BRINTELLIX	28	Sadco	H. Lundbeck AS	Denmark	4,345,987	23.08	B	48.56	H. Lundbeck AS	Denmark	2/4/2025
7998	137514/1	BRINTELLIX	28	Sadco	H. Lundbeck AS	Denmark	2,592,272	23.08	B	28.96	H. Lundbeck AS	Denmark	2/4/2025
9846	5119/1	BRIVIACT	56	Sadco	UCB Pharma SA, Chemin Du Foriest	Belgium	9,627,931	21.26	C	107.57	UCB Pharma SA, Allee De La Recherche	Belgium	2/4/2025
9847	5219/1	BRIVIACT	56	Sadco	UCB Pharma SA, Chemin Du Foriest	Belgium	9,627,931	21.26	C	107.57	UCB Pharma SA, Allee De La Recherche	Belgium	2/4/2025
9848	5219/1	BRIVIACT	300ml	Sadco	Unither Manufacturing LLC	USA	10,314,804	21.26	C	115.25	UCB Pharma SA, Allee De La Recherche	Belgium	2/4/2025
10947	51622/1	BROMAZEPAM BIOGARAN	30	Commercial and Trading Ressources SAL (CTR)	Les Laboratoires Servier Industrie	France	180,075	23.08	A1	2.01	Laboratoires Biogaran	France	2/4/2025
10138	147119/1	BROMEX	120ml	Medapharm Healthcare SAL	Mediphar Laboratories	Lebanon	250,851	23.08	A1	2.80			2/4/2025
4380	2231/94	BROMHEXINE	90ml	Droguerie Cedarspharm S.A.R.L.	Mediphar Laboratories	Lebanon	176,619	23.08	A1	1.97			2/4/2025
1655	973395/01	BRONCHOPHANE	125ml	United SAL	Eipico	Egypt	115,570	23.08	A1	1.29			2/4/2025
6467	96221/11	BRONCHO-VAXOM ADULTS	30	UPO S.A.L.	OM Pharma SA	Switzerland	2,746,814	23.08	B	30.69	OM Pharma SA	Switzerland	2/4/2025
6466	96222/11	BRONCHO-VAXOM CHILDREN	30	UPO S.A.L.	OM Pharma SA	Switzerland	1,988,887	23.08	B	22.22	OM Pharma SA	Switzerland	2/4/2025
5948	218588/10	BROT	30	New Allpharma	Medochemie Ltd	Cyprus	327,898	23.08	A1	3.66	Medochemie Ltd	Cyprus	2/4/2025
7328	185998/13	BRUFEN	100ml	Mersaco	Abbvie SRL	Italy	364,181	23.08	A1	4.07	Abbott Laboratories Ltd	UK	2/4/2025
5734	219572/09	BRUFEN	30	Mersaco	Pharmaline Licensed by Abbott laboratories Ltd, UK	Lebanon	311,776	23.08	A1	3.48			2/4/2025
5735	219579/09	BRUFEN	30	Mersaco	Pharmaline Licensed by Abbott laboratories Ltd, UK	Lebanon	385,295	23.08	A1	4.30			2/4/2025
5135	208862/03	BRUMIXOL	6	Soins et Santé	Bruschettini SRL	Italy	795,555	23.08	A2	8.89	Bruschettini SRL	Italy	2/4/2025
6674	097668/11	BRUNISTILL	20 unidose  of 0.5ml	Pharmamedic S.A.R.L.	Pharma Stulln GmbH	Germany	940,690	23.08	A2	10.51	Bruschettini SRL	Italy	2/4/2025
8726	45416/1	BRUXICAM	1 Bottle of 10ml	Pharmamedic S.A.R.L.	Bruschettini SRL	Italy	530,818	23.08	A1	5.93	Bruschettini SRL	Italy	2/4/2025
6217	221174/08	BUDECORT	20	Droguerie de l'Union	Cipla Ltd	India	1,226,928	23.08	A2	13.71	Cipla Ltd	India	2/4/2025
6158	222434/08	BUDECORT 200	200 Metered doses	Droguerie de l'Union	Cipla Ltd	India	808,993	23.08	A2	9.04	Cipla Ltd	India	2/4/2025
10162	104319/1	BUDENA	200puffs (10ml)	Mediterranean Pharmaceutical Company	Laboratorio Aldo-Union SL	Spain	823,775	23.08	A2	9.20	Laboratorio Aldo-Union SL	Spain	2/4/2025
7160	96731/12	BUDENOFALK	100	Meksapharma SARL	Dr Falk Pharma GmbH	Germany	8,554,692	21.26	C	95.58	Dr Falk Pharma GmbH	Germany	2/4/2025
8782	141316/1	BUDESONIDE ARROW	Récipient unidose x20	Darapharma S.A.L.	Arrow Génériques	France	1,342,499	23.08	A2	15.00	Arrow Génériques	France	2/4/2025
8800	172516/1	BUDESONIDE ARROW	Récipient unidose x20	Darapharma S.A.L.	Arrow Génériques	France	1,342,499	23.08	A2	15.00	Arrow Génériques	France	2/4/2025
9238	98317/1	BUDESONIDE ARROW	Récipient unidose x20	Darapharma S.A.L.	Laboratoire Unither	France	1,342,499	23.08	A2	15.00	Arrow Génériques	France	2/4/2025
9239	98217/1	BUDESONIDE ARROW	Récipient unidose x20	Darapharma S.A.L.	Laboratoire Unither	France	1,342,499	23.08	A2	15.00	Arrow Génériques	France	2/4/2025
11184	99620/1	BUFOMIX EASYHALER	120doses	UPO S.A.L.	Orion Corporation Orion Pharma	Finland	2,365,163	23.08	B	26.43	Hikma Pharmaceuticals	Jordan	2/4/2025
11185	99720/1	BUFOMIX EASYHALER	60doses	UPO S.A.L.	Orion Corporation Orion Pharma	Finland	1,182,581	23.08	A2	13.21	Hikma Pharmaceuticals	Jordan	2/4/2025
11186	99520/1	BUFOMIX EASYHALER	60doses	UPO S.A.L.	Orion Corporation Orion Pharma	Finland	2,365,163	23.08	B	26.43	Hikma Pharmaceuticals	Jordan	2/4/2025
11406	6422/1	BUPENSAN	7	Bellapharma S.A.R.L.	GL Pharma GmbH	Austria	1,259,180	23.08	A2	14.07	GL Pharma GmbH	Austria	2/4/2025
4021	24496/06	BUPIVACAINE AGUETTANT 2.5MG/ML 	10vialsx20ml	Pharmamed	Aguettant	France	2,736,063	23.08	B	30.57			2/4/2025
4022	24497/06	BUPIVACAINE AGUETTANT 5MG/ML	10vialsx20ml	Pharmamed	Aguettant	France	3,078,743	23.08	B	34.40			2/4/2025
10755	50021/1	BUPIVACAINE AGUETTANT for spinal anaesthesia	5ampoules x4ml	Pharmamed	Cenexi-Fontenay Sous Bois	France	1,554,826	23.08	B	17.37			2/4/2025
11120	181920/1	BUPIVACAINE HEAVY PANPHARMA	10Ampoules	Minapharm Halabi	Panpharma GmbH	Germany	2,586,897	23.08	B	28.90	Panpharma	France	2/4/2025
5688	218890/09	BUPRENORPHINE ARROW	7	Minapharm Halabi	Ethypharm	France	1,671,740	23.08	B	18.68	Arrow Génériques	France	2/4/2025
5689	218892/09	BUPRENORPHINE ARROW	7	Minapharm Halabi	Ethypharm	France	563,070	23.08	A1	6.29	Arrow Génériques	France	2/4/2025
10186	132719/1	BURINEX	20	UPO S.A.L.	Allphamed Pharbil Arzneimittel GmbH	Germany	201,576	23.08	A1	2.25	Karo Pharma AB	Sweden	2/4/2025
10204	182019/1	BURINEX	20	UPO S.A.L.	Allphamed Pharbil Arzneimittel GmbH	Germany	1,054,916	23.08	A2	11.79	Karo Pharma AB	Sweden	2/4/2025
9501	43118/1	BUSCOPAN	50	Mersaco	Delpharm Reims	France	692,079	23.08	A1	7.73	Sanofi Aventis Deutschland GmbH	Germany	2/4/2025
9502	43018/1	BUSCOPAN 	20	Mersaco	Delpharm Reims	France	291,614	23.08	A1	3.26	Sanofi Aventis Deutschland GmbH	Germany	2/4/2025
1383	208332/02	BUTALIN	120ml	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates	122,290	23.08	A1	1.37			2/4/2025
1384	208296/03	BUTALIN	200 metered doses	Pharmanet Drugstore S.A.R.L.	Julphar	United Arab Emirates	145,135	23.08	A1	1.62			2/4/2025
9019	108816/1	BUTO-ASMA	200 doses	Mediterranean Pharmaceutical Company	Laboratorio Aldo-Union SL	Spain	237,860	23.08	A1	2.66	Laboratorio Aldo-Union SL	Spain	2/4/2025
6474	168224/10	BUTOSOL	10ml	Mediterranean Pharmaceutical Company	Laboratorio Aldo-Union SL	Spain	548,288	23.08	A1	6.13	Laboratorio Aldo-Union SA	Spain	2/4/2025
10716	58921/1	BUVIDAL	1Prefilled syringe	Mersaco	Rechon Life Science AB	Sweden	8,524,771	21.26	C	95.25	Camurus AB	Sweden	2/4/2025
10717	59021/1	BUVIDAL	1Prefilled syringe	Mersaco	Rechon Life Science AB	Sweden	8,524,771	21.26	C	95.25	Camurus AB	Sweden	2/4/2025
10718	59121/1	BUVIDAL	1Prefilled syringe	Mersaco	Rechon Life Science AB	Sweden	8,524,771	21.26	C	95.25	Camurus AB	Sweden	2/4/2025
10719	59221/1	BUVIDAL	1Prefilled syringe	Mersaco	Rechon Life Science AB	Sweden	8,524,771	21.26	C	95.25	Camurus AB	Sweden	2/4/2025
10720	59321/1	BUVIDAL	1Prefilled syringe	Mersaco	Rechon Life Science AB	Sweden	34,835,645	19.35	D	389.23	Camurus AB	Sweden	2/4/2025
10721	59421/1	BUVIDAL	1Prefilled syringe	Mersaco	Rechon Life Science AB	Sweden	34,835,645	19.35	D	389.23	Camurus AB	Sweden	2/4/2025
